20250402_PMA_tp24_dbgi_007523_01_01.mzML Peak height;20250402_PMA_tp24_dbgi_007810_01_01.mzML Peak height;20250402_PMA_tp24_dbgi_007811_01_01.mzML Peak height;20250402_PMA_tp24_dbgi_mapp_bk_post_00.mzML Peak height;20250402_PMA_tp24_dbgi_mapp_bk_post_01.mzML Peak height;20250402_PMA_tp24_dbgi_mapp_bk_pre_00.mzML Peak height;20250402_PMA_tp24_dbgi_mapp_bk_pre_01.mzML Peak height;20250402_PMA_tp24_dbgi_mapp_stdby.mzML Peak height;20250402_PMA_tp24_dbgi_tp24_bk_00.mzML Peak height;20250402_PMA_tp24_dbgi_tp24_bk_01.mzML Peak height;annotation network number;auto MS2 verify;best ion;canopus_adduct;canopus_alignedFeatureId;canopus_ClassyFire#all classifications;canopus_ClassyFire#class;canopus_ClassyFire#class Probability;canopus_ClassyFire#level 5;canopus_ClassyFire#level 5 Probability;canopus_ClassyFire#most specific class;canopus_ClassyFire#most specific class Probability;canopus_ClassyFire#subclass;canopus_ClassyFire#subclass Probability;canopus_ClassyFire#superclass;canopus_ClassyFire#superclass probability;canopus_formulaId;canopus_formulaRank;canopus_ionMass;canopus_molecularFormula;canopus_NPC#class Probability;canopus_NPC#pathway Probability;canopus_NPC#superclass Probability;canopus_npc_class;canopus_npc_pathway;canopus_npc_superclass;canopus_overallFeatureQuality;canopus_precursorFormula;canopus_retentionTimeInMinutes;canopus_retentionTimeInSeconds;charge;component;correlation group ID;gnps_Adduct;gnps_CAS_Number;gnps_Charge;gnps_class;gnps_Compound_Name;gnps_Compound_Source;gnps_Data_Collector;gnps_ExactMass;gnps_FileScanUniqueID;gnps_IK2D;gnps_INCHI;gnps_INCHI_AUX;gnps_InChIKey;gnps_Instrument;gnps_Ion_Source;gnps_IonMode;gnps_LibMZ;gnps_Library_Class;gnps_library_usi;gnps_LibraryName;gnps_LibraryQualityString;gnps_MassDiff;gnps_mn_#Scan#;gnps_mn_component;gnps_mn_Compound_Name;gnps_mn_parent mass;gnps_mn_RTMean;gnps_molecular_formula;gnps_MQScore;gnps_MZErrorPPM;gnps_npc_class;gnps_npc_pathway;gnps_npc_superclass;gnps_NumberHits;gnps_Organism;gnps_PI;gnps_Precursor_MZ;gnps_Pubmed_ID;gnps_RT_Query;gnps_SharedPeaks;gnps_SMILES;gnps_SpecCharge;gnps_SpecMZ;gnps_SpectrumFile;gnps_SpectrumID;gnps_subclass;gnps_superclass;gnps_tags;gnps_TIC_Query;gnps_UpdateWorkflowName;identified by n=;isdb_adduct;isdb_component_id;isdb_final_score;isdb_freq_structure_taxonomy_npclassifier_01pathway;isdb_freq_structure_taxonomy_npclassifier_02superclass;isdb_freq_structure_taxonomy_npclassifier_03class;isdb_IK2D;isdb_libname;isdb_matched_class;isdb_matched_domain;isdb_matched_family;isdb_matched_genus;isdb_matched_kingdom;isdb_matched_order;isdb_matched_phylum;isdb_matched_species;isdb_matched_tribe;isdb_msms_score;isdb_npc_class;isdb_npc_pathway;isdb_npc_superclass;isdb_organism_name;isdb_organism_taxonomy_01domain;isdb_organism_taxonomy_02kingdom;isdb_organism_taxonomy_03phylum;isdb_organism_taxonomy_04class;isdb_organism_taxonomy_05order;isdb_organism_taxonomy_06family;isdb_organism_taxonomy_07tribe;isdb_organism_taxonomy_08genus;isdb_organism_taxonomy_09species;isdb_organism_taxonomy_10varietas;isdb_organism_taxonomy_ottid;isdb_organism_wikidata;isdb_rank_final;isdb_rank_spec;isdb_score_max_consistency;isdb_score_taxo;isdb_SMILES;isdb_structure_exact_mass;isdb_structure_inchi;isdb_structure_inchikey;isdb_structure_molecular_formula;isdb_structure_nameTraditional;isdb_structure_taxonomy_npclassifier_01pathway_consensus;isdb_structure_taxonomy_npclassifier_02superclass_consensus;isdb_structure_taxonomy_npclassifier_03class_consensus;isdb_structure_wikidata;library_compound_name;library_InChI;library_SMILES;mz;name;neutral M mass;partners;row CCS;row ion mobility;row ion mobility unit;row m/z;row retention time;rt;rt_min;selected;shared name;sirius_adduct;sirius_alignedFeatureId;sirius_ConfidenceScoreApproximate;sirius_ConfidenceScoreExact;sirius_CSI:FingerIDScore;sirius_dbflags;sirius_formulaId;sirius_formulaRank;sirius_IK2D;sirius_InChI;sirius_ionMass;sirius_links;sirius_molecularFormula;sirius_name;sirius_overallFeatureQuality;sirius_precursorFormula;sirius_pubchemids;sirius_retentionTimeInMinutes;sirius_retentionTimeInSeconds;sirius_SiriusScore;sirius_SiriusScoreNormalized;sirius_SMILES;sirius_structurePerIdRank;sirius_xlogp;sirius_ZodiacScore;sources_IK2D;sources_npc_class;sources_npc_pathway;sources_npc_superclass;sources_number_IK2D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;2.28E+07;2.03E+07;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;174;;;;;;;;;;;;;;;;;;;;;;;;;174;;688.5083381;10.5305805;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;688.5083;3644;;;;;;688.5083381;10.5305805;10.53;10.53;false;3644;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;1626765.4;0;0;0;0;0;0;0;0;;;;[M + H3N + H]+;7.08E+17;Organic compounds;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;4606745;0;0;0;0;0;0;0;0;;;;[M + H3N + H]+;7.08E+17;Organic compounds;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;4143736.8;3817993.5;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;174;;;;;;;;;;;;;;;;;;;;;;;;;174;;653.4708454;10.526572;;;;;;;;;;;;;;;;;;;;;;;;;;174;6.632724285;0.08;0.08;0.04;WTSNEXSNFSFTFK;ISDB;['Magnoliopsida'];['Eukaryota'];;;['Archaeplastida'];;['Streptophyta'];;;0.40818107;Dammarane and Protostane triterpenoids;Terpenoids;Triterpenoids;Panax ginseng;['Eukaryota'];['Archaeplastida'];['Streptophyta'];['Magnoliopsida'];['Apiales'];['Araliaceae'];['Unknown'];['Panax'];['Panax ginseng'];;524063;http://www.wikidata.org/entity/Q182881;1;2;2;4;COC(C)(CCC=C(C)C)C1CCC2(C)C1C(O)CC1C3(C)CCC(O)C(C)(C)C3C(OC3OC(CO)C(O)C(O)C3O)CC12C;652.4550336;InChI=1S/C37H64O9/c1-20(2)11-10-14-37(8,44-9)21-12-16-35(6)27(21)22(39)17-25-34(5)15-13-26(40)33(3,4)31(34)23(18-36(25,35)7)45-32-30(43)29(42)28(41)24(19-38)46-32/h11,21-32,38-43H,10,12-19H2,1-9H3;WTSNEXSNFSFTFK-UHFFFAOYSA-N;C37H64O9;2-[[3,12-dihydroxy-17-(2-methoxy-6-methylhept-5-en-2-yl)-4,4,8,10,14-pentamethyl-2,3,5,6,7,9,11,12,13,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthren-6-yl]oxy]-6-(hydroxymethyl)oxane-3,4,5-triol;Terpenoids;Triterpenoids;Pregnane steroids;http://www.wikidata.org/entity/Q105312776;;;;653.4708;3636;;;;;;653.4708454;10.526572;10.53;10.53;false;3636;;;;;;;;;;;;;;;;;;;;;;;;;;isdb;isdb;isdb;isdb;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;0;3072980.8;0;0;0;0;0;0;0;;;;[M + H3N + H]+;7.08E+17;Organic compounds;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;0;6818542;0;0;0;0;0;0;0;;;;[M - H2O + H]+;7.08E+17;Organic compounds;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;0;1659173.4;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;7;;;;;;;;;;;;;;;;;;;;;;;;;7;;171.9933807;4.340715;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;171.9934;2098;;;;;;171.9933807;4.340715;4.34;4.34;false;2098;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6708819;5257588.5;4893692.5;0;0;0;0;0;0;0;;;;[M + K]+;7.08E+17;Organic compounds;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;3617607.2;3836081.8;3992884.8;4017510.2;0;3814195.8;0;0;0;;;;[M - H2O + H]+;7.08E+17;Organic compounds;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;5886027.5;0;0;0;0;0;0;0;0;;;;[M + H3N + H]+;7.08E+17;Organic compounds;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
832224.9;1047636;0;0;0;937160.6;895616.2;0;0;0;;;;[M + H]+;7.08E+17;Organic compounds;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;1471836.1;0;0;0;0;0;0;0;0;;;;[M - H2O + H]+;7.08E+17;Organic compounds;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;5563650;1.13E+07;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;16;;M+H;;0;;PEG polymer;Lysate;negarg;0;temp/spectra_filtered.mgf1777;;;;;qTof;LC-ESI;Positive;557.013;3;mzspec:GNPS:GNPS-LIBRARY:CCMSLIB00000478605;GNPS-LIBRARY.mgf;Bronze;0.0010376;1777;16;PEG polymer;557.011959;3.7776124;;0.729838;1.86279;;;;1;GNPS-LIBRARY;Pieter C Dorrestein;557.013;;0;21;;1;557.012;spectra_filtered.mgf;CCMSLIB00000478605;;;Other:Other[Sample Type Detected];1549410;UPDATE-SINGLE-ANNOTATED-BRONZE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;PEG polymer;;;557.012;1777;;;;;;557.011959;3.7776124;3.78;3.78;false;1777;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;0;0;652573.75;0;720934;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;40;;;;;;;;;;;;;;;;;;;;;;;;;40;;226.0124986;4.033095;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;226.0125;1943;;;;;;226.0124986;4.033095;4.03;4.03;false;1943;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;2648072.8;0;0;0;0;0;0;0;0;;;;[M + H3N + H]+;7.08E+17;Organic compounds;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2159481.8;0;0;2011433.5;2473554.5;2521769;2698520.8;0;2835364.2;2466686;;;;[M + Na]+;7.08E+17;Organic compounds;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;917619.1;0;0;0;0;0;0;0;1042794.56;;;;[M + H3N + H]+;7.08E+17;Organic compounds;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;7905253;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;314;;;;;;;;;;;;;;;;;;;;;;;;;314;;906.5907413;10.370151;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;906.5907;3576;;;;;;906.5907413;10.370151;10.37;10.37;false;3576;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;2938005;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;79;;;;;;;;;;;;;;;;;;;;;;;;;79;;969.5893022;9.998725;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;969.5893;3462;;;;;;969.5893022;9.998725;10;10;false;3462;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;9447037;0;0;0;0;0;0;0;0;;;;[M + H3N + H]+;7.08E+17;Organic compounds;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;6091031.5;9750252;0;0;0;0;0;0;0;;;;[M + K]+;7.08E+17;Organic compounds;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2779940.2;2145404;2295256.8;3369231.5;3373429;3327573.8;3395162;0;0;3778260.5;;;;[M - H2O + H]+;7.08E+17;Organic compounds;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;2.25E+07;0;0;0;0;0;0;0;0;;;;[M + Na]+;7.08E+17;Organic compounds;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2889223.5;3071346.8;3340223;2972603;2794320.2;3438326.2;3736525.2;0;3712797.5;3627063.5;;;;[M + H3N + H]+;7.08E+17;Organic compounds;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;5307241.5;5.40E+07;0;0;0;0;0;0;0;;;;[M + H3N + H]+;7.08E+17;Organic compounds;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;5405647;4926090.5;0;0;0;0;0;0;0;;;;[M + H]+;7.08E+17;Organic compounds;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
