row ID;row m/z;row retention time;20250402_PMA_tp24_dbgi_007523_01_01.mzML Peak area;20250402_PMA_tp24_dbgi_007810_01_01.mzML Peak area;20250402_PMA_tp24_dbgi_007811_01_01.mzML Peak area
1112;209.1542662;2.6702662;0;0;50944.15
1113;347.1730727;2.6752787;0;187236.28;0
1114;444.2445792;2.6752787;0;200826.34;0
1115;516.3021907;2.677012;0;263418.6;663985.6
1116;460.2400505;2.6870556;0;0;123966.51
1117;306.1339043;2.7005222;0;282327.7;0
1118;1439.310131;2.7035477;74567.09;0;0
1119;668.2710284;2.7086492;0;465857.12;0
1120;337.2168281;2.71207;0;0;160388.6
1121;355.2274087;2.71207;0;0;336695.88
1122;373.2380105;2.71207;0;0;268680.75
1123;391.2483407;2.71207;0;0;165579.78
1124;553.301572;2.71207;0;0;380078.62
1125;570.3281879;2.71207;0;0;161320.05
1126;575.2823148;2.71207;0;0;120320.18
1127;598.3595962;2.71207;0;0;225382.02
1128;550.2860573;2.71662;0;121354.34;0
1129;555.2414748;2.71662;0;84938.195;0
1130;476.306745;2.7191505;504028.2;1358274.2;1347698
1131;140.107129;2.7245657;0;136761.08;0
1132;168.1020909;2.7245657;0;155186.12;0
1133;262.1437361;2.7245657;0;1.26E+07;0
1134;290.1386517;2.7245657;0;5088050.5;0
1135;307.1025527;2.7245657;0;77870.44;0
1136;530.2808467;2.7245657;0;88500.93;0
1137;142.1228914;2.732545;0;80588.055;0
1138;179.070796;2.745174;0;0;276990.94
1139;197.0814219;2.745174;0;0;199236.81
1140;390.1397417;2.745174;0;0;765566.2
1141;395.0952048;2.745174;0;0;583114
1142;457.2419471;2.7620487;0;0;97688.414
1143;193.1593033;2.7703216;0;0;117391.65
1144;210.1494948;2.7703216;0;0;46137.58
1145;227.1647236;2.7703216;0;0;71171.25
1146;254.1756374;2.7703216;0;0;296618.12
1147;339.1082226;2.7703216;0;0;88071.945
1148;361.0899952;2.7703216;0;0;142613.34
1149;490.2864776;2.7720528;0;130120.88;233847.7
1150;278.139003;2.7737842;0;193945.9;0
1151;684.2652454;2.7737842;0;1949329.9;0
1152;147.0443531;2.7760737;0;86082.8;476804.34
1153;276.1232568;2.7818258;0;4198895;0
1154;325.0921405;2.7818258;0;143929.31;0
1155;360.1291093;2.7818258;0;313158.47;0
1156;365.0846677;2.7818258;0;140265.38;0
1157;642.255225;2.7818258;0;76904.15;0
1158;1151.245916;2.7817824;54532.58;0;0
1159;418.2470322;2.7835023;325823.34;305434.97;257786.75
1160;863.18139;2.7897823;143733.06;0;0
1161;865.1965071;2.7897823;1296418.5;0;0
1162;887.1788909;2.7897823;105320.195;0;0
1163;262.1440458;2.7898653;0;3241411;0
1164;1728.377601;2.7897823;49169.074;0;0
1165;149.0965788;2.7951758;0;0;64185.312
1166;191.1435545;2.7951758;0;0;162354.84
1167;209.154165;2.7951758;0;0;485579.7
1168;389.2174079;2.7951758;0;0;89407.2
1169;411.199747;2.7951758;0;0;377785.25
1170;434.2758645;2.7951758;0;0;85357.62
1171;453.2107602;2.7951758;0;0;68036.125
1172;543.3020416;2.7951758;0;0;147836.42
1173;560.328132;2.7965622;0;438959.25;1104706.9
1174;442.2698473;2.7977781;9141296;0;0
1175;307.1027521;2.7979486;0;131273.69;0
1176;410.2022593;2.7979486;0;471296.1;0
1177;415.1578225;2.7979486;0;267260.97;0
1178;1439.308853;2.8057804;307696.12;0;0
1179;412.2183942;2.8116233;0;0;1413216.1
1180;417.1738091;2.8116233;0;0;641331.9
1181;433.1507594;2.8116233;0;0;58161.4
1182;434.2029904;2.8116233;0;0;551642.56
1183;440.2503449;2.8116233;0;0;55564.113
1184;287.0549777;2.8138177;974851.8;0;0
1185;425.0868095;2.8138177;900103.7;0;0
1186;453.3437784;2.8138177;76697.01;0;0
1187;575.1183578;2.8138177;238380.17;0;0
1188;577.1334433;2.8138177;3264772.2;0;0
1189;639.0619252;2.8138177;128502.1;0;0
1190;219.1496596;2.8144693;0;128575.27;0
1191;488.2706091;2.8144693;0;390206.03;0
1192;347.1731545;2.8228736;0;190523.11;0
1193;241.1051788;2.8338141;0;69548.555;126099.1
1194;155.7774071;2.8378384;84084.84;0;0
1195;271.060105;2.8378384;287693.8;0;0
1196;623.123834;2.8378384;7333856;0;0
1197;645.1067207;2.8378384;388304.1;0;0
1198;685.0521407;2.8378384;151862.89;0;0
1199;702.1005167;2.8378384;44448.098;0;0
1200;717.062919;2.8378384;117271.5;0;0
1201;520.3330642;2.8378963;514957.4;1172001.4;1581271.5
1202;1149.230234;2.8378384;58778.66;0;0
1203;137.0965222;2.8445544;0;0;200888.44
1204;189.1279208;2.8445544;0;0;109065.47
1205;313.2167346;2.8445544;0;0;220060.8
1206;339.1962342;2.8445544;0;0;111787.59
1207;409.1839124;2.8445544;0;0;332063.44
1208;219.1749397;2.8527522;0;0;41927.363
1209;357.2066888;2.8527522;0;0;114322.3
1210;172.1335394;2.8599052;246779.58;352264.22;141234.39
1211;163.1122637;2.8610878;0;0;63561.516
1212;457.2418815;2.8610878;0;0;128790.47
1213;440.2547742;2.8622944;385253.3;0;0
1214;181.1226776;2.8626835;284874.38;90660.51;316658.22
1215;325.092424;2.864669;0;105416.195;0
1216;360.1292833;2.864669;0;388178.8;0
1217;365.0849107;2.864669;0;122553.5;0
1218;472.2806581;2.87069;905623.5;0;0
1219;348.1807786;2.881096;0;2324362.8;0
1220;534.3129838;2.8866563;0;0;215221.42
1221;572.2915061;2.8890688;0;114610.7;0
1222;140.1071594;2.8969874;0;86386.42;0
1223;262.1440173;2.8969874;0;1456260;0
1224;611.160449;2.8969874;0;8836516;0
1225;633.1429322;2.8969874;0;1598017.8;0
1226;649.1158385;2.8969874;0;122720.44;0
1227;673.0886888;2.8969874;0;98004.83;0
1228;695.1134359;2.8969874;0;114819.84;0
1229;207.1382971;2.8975265;141523.39;172793.58;168007.48
1230;587.3281475;2.9032414;0;0;135081.27
1231;604.3544996;2.904081;0;672138.1;1406825.8
1232;462.2733527;2.904382;495513.75;562220.3;429065.62
1233;177.0548244;2.9049208;0;70622.055;0
1234;273.0395442;2.9049208;0;213674.25;0
1235;626.1722136;2.9049208;0;415471.53;0
1236;404.1556734;2.9115124;0;0;285497.84
1237;411.2000601;2.9115124;0;0;68232.87
1238;754.44454;2.9115124;0;0;73088.13
1239;291.206994;2.9128747;0;72711.016;0
1240;334.1650902;2.9128747;0;374453.3;0
1241;631.1277315;2.9128747;0;111858.09;0
1242;577.1340588;2.9133463;86327.02;0;0
1243;653.1349633;2.9133463;731985.56;0;0
1244;684.2657151;2.9209664;0;516139.2;0
1245;1151.246392;2.9217794;209611.77;0;0
1246;1439.308531;2.9303398;70755.51;0;0
1247;532.2968154;2.9371414;0;481953.22;0
1248;219.1748926;2.944783;0;0;131613.06
1249;335.2011411;2.944783;0;0;143494.22
1250;353.2117352;2.944783;0;0;332320.44
1251;371.2222914;2.944783;0;0;279006.78
1252;389.2327953;2.944783;0;0;165594.23
1253;457.2415326;2.944783;0;0;267619.88
1254;548.2921495;2.944783;0;0;238074.48
1255;575.282761;2.944783;0;0;307370.66
1256;167.0639585;2.9451976;0;60275.043;0
1257;401.1600177;2.9451976;0;94340.15;0
1258;668.2704879;2.9451976;0;5431412;0
1259;698.2815789;2.9451976;0;99789.83;0
1260;564.3591633;2.9458256;393298.94;1381268.6;1705738.4
1261;301.0346253;2.9521155;80722.37;894970.94;0
1262;212.1649551;2.9531298;0;123405.48;113923
1263;303.0500079;2.9566133;324365.38;9764565;0
1264;465.1031254;2.9566133;189445.34;1526443.6;0
1265;339.1759048;2.9614766;0;157720.31;0
1266;347.1731379;2.9614766;0;440091.62;0
1267;716.2923029;2.9614766;0;69240.95;0
1268;468.250872;2.969735;0;139774.89;0
1269;656.2713488;2.969735;0;122566.805;0
1270;248.1285102;2.9779994;0;214913.03;0
1271;553.2259081;2.9859953;0;327350.16;0
1272;322.1285725;2.9907978;609384.2;0;0
1273;307.1028057;2.9939368;0;159954.77;0
1274;316.0581582;2.9939368;0;107489.914;0
1275;331.0814086;2.9939368;0;5319388.5;0
1276;346.1653806;2.9939368;0;92823.71;0
1277;410.2025509;2.9939368;0;535935.2;0
1278;493.1345444;2.9939368;0;544895.8;0
1279;616.3184938;2.9939368;0;89816.02;0
1280;639.1923237;2.9939368;0;1813664.9;0
1281;801.2445681;2.9939368;0;3890589.8;0
1282;823.2266459;2.9939368;0;1198007.2;0
1283;845.1620841;2.9939368;0;172135.89;0
1284;408.2508204;2.9953306;0;0;55047.363
1285;578.3388327;2.9953306;0;0;233483.84
1286;1153.2616;2.9993103;59978.54;0;0
1287;415.1579139;3.001893;0;590369.94;0
1288;648.3807921;3.0026212;0;738507.4;1782008.2
1289;133.1015779;3.0033493;0;0;51424.652
1290;145.1015325;3.0033493;0;0;58167.527
1291;359.2221147;3.0033493;0;0;641959.94
1292;591.2780673;3.0033493;0;0;671854.7
1293;614.3541052;3.0033493;0;0;79843.46
1294;798.4704951;3.0033493;0;0;91215.38
1295;303.0502725;3.0099118;0;323540.34;0
1296;463.1930262;3.0099118;0;83517.04;0
1297;465.1036227;3.0099118;0;202420.23;0
1298;323.2010733;3.0113888;0;0;1450644.9
1299;335.2010969;3.0113888;0;0;262563.66
1300;341.2116974;3.0113888;0;0;1063983.9
1301;353.211678;3.0113888;0;0;499913.12
1302;371.222253;3.0113888;0;0;326562.88
1303;569.2960119;3.0113888;0;0;664691.1
1304;506.2994283;3.0152256;644353.06;632466.8;576968.5
1305;604.3547091;3.019495;0;0;80427.23
1306;398.2435211;3.0246997;241526.16;0;0
1307;863.1815727;3.0246997;194104.28;0;0
1308;499.2633633;3.0260324;0;104146.74;0
1309;259.0970453;3.0308385;0;446022.5;35718.723
1310;451.1603699;3.0339344;0;84732.94;0
1311;468.1870254;3.0339344;0;115113.875;0
1312;608.3854172;3.0398948;315175.34;1594549.1;1608731.4
1313;140.1070958;3.041822;0;2700947.2;0
1314;206.0815847;3.041822;0;68075.02;0
1315;220.0610043;3.041822;0;57385.594;0
1316;234.0763313;3.041822;0;177447.19;0
1317;252.0867956;3.041822;0;3554421.2;0
1318;262.1216679;3.041822;0;389162.97;0
1319;262.1263893;3.041822;0;341805.28;0
1320;262.1435845;3.041822;0;5.98E+07;0
1321;262.1719992;3.041822;0;124842.29;0
1322;265.1520164;3.041822;0;72106.016;0
1323;274.0686145;3.041822;0;592602.9;0
1324;513.2233675;3.041822;0;403779;0
1325;576.3226973;3.041822;0;424885.62;0
1326;262.1656661;3.0497177;0;317567.88;0
1327;282.1701371;3.0497177;0;950031;0
1328;287.0550244;3.0504432;155394.78;0;0
1329;463.0872144;3.0504432;194023.78;0;0
1330;430.265496;3.0509195;0;79212.445;208467.67
1331;592.3183021;3.0525925;0;0;244501.78
1332;321.1856398;3.0609612;0;0;101450.97
1333;367.1911447;3.0609612;0;0;268890.8
1334;421.2230876;3.0609612;0;0;102613.22
1335;468.2499376;3.065578;0;345662.72;0
1336;838.4069182;3.065578;0;76293.96;0
1337;482.2640129;3.0735674;0;309585.72;0
1338;668.2704761;3.0735674;0;1427155.8;0
1339;700.2599791;3.0735674;0;47054.84;0
1340;1151.244711;3.0758762;910479.7;0;0
1341;339.1962831;3.0776196;0;0;197446.62
1342;385.2014852;3.0776196;0;0;149119.7
1343;411.199901;3.0776196;0;0;202863.16
1344;487.215977;3.079599;0;139550.88;180057.1
1345;285.1698478;3.081578;0;137674.27;0
1346;320.1495328;3.081578;0;497620.3;0
1347;515.2491192;3.081578;0;138419.05;0
1348;533.2594583;3.081578;0;110776.37;0
1349;550.2861484;3.081578;0;301725.38;0
1350;555.2416165;3.081578;0;205582.84;0
1351;702.2759204;3.081578;0;59671.176;0
1352;239.0891273;3.0841618;100197.91;0;0
1353;577.133904;3.0841618;271559.78;0;0
1354;1149.230813;3.0841618;77131.42;0;0
1355;133.1015952;3.085732;0;0;85604.15
1356;357.206637;3.085732;0;0;127827.84
1357;457.2418845;3.085732;0;0;224646.88
1358;474.291615;3.08963;0;75940.875;0
1359;684.2652918;3.08963;0;167515.12;0
1360;770.3817898;3.08963;0;48269.57;0
1361;449.1081379;3.090025;208067.77;2175307.8;0
1362;692.4067586;3.0917516;0;784118.44;1405171.9
1363;217.107416;3.0920188;198441.84;140292.56;153191.67
1364;353.2118562;3.0938735;0;0;35518.086
1365;339.1755428;3.0977318;0;308949.53;0
1366;496.2444982;3.0977318;0;55348.586;0
1367;660.344405;3.0977318;0;69493.78;0
1368;648.3814983;3.1104045;0;0;77854.64
1369;550.3256003;3.1113179;630154.56;701327.2;538146.2
1370;246.1489644;3.1137881;0;7076205.5;0
1371;452.2788838;3.1162205;0;240721.17;485976.34
1372;209.1541386;3.1186526;0;0;54326.297
1373;443.7657034;3.1186526;0;0;124109.336
1374;617.1479225;3.1216984;0;2342483.5;0
1375;639.0837776;3.1216984;0;70862.68;0
1376;652.4119244;3.127774;229384.27;1419358.6;1317631.1
1377;251.1857044;3.128096;0;69199.35;66223.086
1378;148.7879499;3.1296067;0;129253.27;0
1379;273.1678144;3.1296067;0;59666.906;0
1380;287.0298678;3.1296067;0;79570.6;0
1381;291.0976199;3.1296067;0;208590.8;0
1382;507.2176713;3.1296067;0;94008.49;0
1383;595.1654263;3.1296067;0;1.13E+07;0
1384;633.1216387;3.1296067;0;183464.75;0
1385;648.0780821;3.1296067;0;71858.84;0
1386;657.093666;3.1296067;0;111273.52;0
1387;679.1185639;3.1296067;0;113338.414;0
1388;685.0894867;3.1296067;0;96892.9;0
1389;1211.307095;3.1296067;0;246652.25;0
1390;1233.242239;3.1296067;0;234503.02;0
1391;346.1651534;3.1375399;0;107110.73;0
1392;493.0252061;3.1375399;0;75190.305;0
1393;498.2598858;3.1375399;0;3944273.5;0
1394;502.0197703;3.1375399;0;110362.53;0
1395;512.2759416;3.1375399;0;1424828;0
1396;620.3493817;3.1375399;0;322814.28;0
1397;636.3450431;3.1436315;0;0;231219.94
1398;232.1334924;3.1454859;0;151630.98;0
1399;307.1027371;3.1454859;0;71455.43;0
1400;338.1677516;3.1454859;0;291612.53;0
1401;432.1869427;3.1454859;0;706361.44;0
1402;437.1425286;3.1454859;0;281708.22;0
1403;778.3068653;3.1454859;0;66708.2;0
1404;287.0550656;3.149663;125362.58;1.33E+07;0
1405;341.2118302;3.1518586;0;0;74538.56
1406;335.201174;3.15995;0;0;182120.28
1407;353.2117742;3.15995;0;0;488051.25
1408;371.2224185;3.15995;0;0;333028
1409;389.2327137;3.15995;0;0;273111.94
1410;407.243731;3.15995;0;0;103370.805
1411;537.3063299;3.15995;0;0;258604.95
1412;559.287358;3.15995;0;0;176362.66
1413;582.3641901;3.15995;0;0;255379.88
1414;158.1178339;3.1614897;0;236359.73;0
1415;278.1389508;3.1614897;0;4259987.5;0
1416;336.508107;3.1614897;0;110677.38;0
1417;668.2709114;3.1614897;0;689672.6;0
1418;377.2335742;3.1687927;0;314583.5;567820.3
1419;736.4331053;3.1687927;0;544062.1;968049.25
1420;246.1491751;3.1695273;0;3142800.8;0
1421;368.720669;3.1761792;0;0;201246.48
1422;666.3918705;3.1761792;0;0;151646.75
1423;465.778594;3.1769834;0;109260.234;188989.83
1424;474.2917463;3.1769834;0;413112.12;812268.9
1425;317.066032;3.1776586;0;158065.97;0
1426;625.1769543;3.1776586;0;124206.79;0
1427;131.0493103;3.1778567;525495.1;0;0
1428;322.1284789;3.1778567;4499649;0;0
1429;344.1106487;3.1778567;433669.6;0;0
1430;1439.309537;3.1778567;107304.49;0;0
1431;533.5547474;3.1858354;0;205943.5;0
1432;203.179697;3.1859713;97791.945;0;0
1433;191.1433279;3.1860075;0;111607.836;226736.8
1434;720.3660289;3.1926062;0;0;78864.26
1435;496.3044677;3.197228;0;511058.7;188889.52
1436;323.2011208;3.2006958;0;0;171111.66
1437;341.2118143;3.2006958;0;0;247897.55
1438;359.2221758;3.2006958;0;0;156012.53
1439;405.2279274;3.2006958;0;0;159226.6
1440;409.1839513;3.2006958;0;0;77743.17
1441;589.2629082;3.2006958;0;0;187857.69
1442;692.4075011;3.2006958;0;0;74875.086
1443;259.0970159;3.20143;0;300602.84;148381.6
1444;357.2361627;3.20143;0;342019.56;439201.47
1445;468.1873756;3.20143;0;168981.3;109990.234
1446;696.4381208;3.20143;0;597967.44;791037.2
1447;496.3044924;3.2016332;0;124526.42;1120579.1
1448;594.351751;3.2018356;533283.3;508745.66;428097.94
1449;215.0706649;3.2021644;0;45737.316;0
1450;451.1611563;3.2021644;0;73534.6;0
1451;473.1427062;3.2021644;0;77692.86;0
1452;519.2418507;3.2021644;0;66773.01;0
1453;668.2343549;3.2021644;0;74708.94;0
1454;682.2502462;3.2021644;0;127144.16;0
1455;369.2067447;3.2088187;0;0;150681.02
1456;147.0443173;3.2102623;0;1280450.8;0
1457;356.1344368;3.2102623;0;238262;0
1458;361.0897121;3.2102623;0;299641.7;0
1459;684.265694;3.2102623;0;617852;0
1460;565.1554111;3.2110796;130337.75;0;0
1461;487.2159873;3.2183998;0;107235.914;0
1462;577.134033;3.21964;214645.73;0;0
1463;664.3759149;3.226583;0;177686.02;0
1464;780.3235505;3.226583;0;62957.06;0
1465;863.1819961;3.2282023;169993.6;0;0
1466;487.7915769;3.2335975;0;0;327795.62
1467;680.3711109;3.2335975;0;0;181530.6
1468;346.1652869;3.2346206;0;180654.34;0
1469;488.2923678;3.2346206;0;58874.383;0
1470;390.7334622;3.2417767;0;0;250012.4
1471;399.2468003;3.2417767;0;0;835712.5
1472;522.2915846;3.2417767;0;0;43674.19
1473;974.5759555;3.2417767;0;0;66946.31
1474;780.4591639;3.242187;0;388985.53;536268.94
1475;142.1228877;3.2425976;0;388962.78;0
1476;262.1439893;3.2425976;0;3159864.2;0
1477;471.0904433;3.2425976;0;377875.38;0
1478;287.0551883;3.244205;101272.016;1052309.2;0
1479;320.1493302;3.250539;0;6134008;0
1480;449.1079236;3.250539;0;694661.25;0
1481;703.2796513;3.250539;0;41539.547;0
1482;540.3307286;3.2623973;0;112719.47;445211.1
1483;505.2647568;3.2663827;0;0;93767.664
1484;527.2471132;3.2663827;0;0;100019.555
1485;1149.230603;3.2718248;326925.44;0;0
1486;182.1176333;3.2741494;0;3.84E+07;0
1487;304.1263913;3.2741494;0;7854411.5;0
1488;304.1326499;3.2741494;0;5347909;0
1489;379.2493058;3.2744472;0;0;534822.1
1490;740.4636333;3.2782962;0;350996.5;485457.56
1491;638.3783766;3.2789142;375099.7;195096.1;332627.3
1492;304.1185473;3.2820096;0;2474038.5;0
1493;307.1616221;3.2820096;0;2440347;0
1494;197.1175949;3.282443;0;0;178068.44
1495;509.8045724;3.282443;0;0;443433.94
1496;598.3594972;3.282443;0;0;275034.03
1497;132.0808598;3.289895;0;107586.836;0
1498;135.0679731;3.289895;0;172096.83;0
1499;150.0914065;3.289895;0;2327342;0
1500;303.1465031;3.289895;0;539193.9;0
1501;304.0953322;3.289895;0;384826.8;0
1502;304.1106989;3.289895;0;1313546;0
1503;304.153888;3.289895;0;1.18E+09;0
1504;304.1756328;3.289895;0;5790867;0
1505;304.2444258;3.289895;0;289122.2;0
1506;133.1015079;3.2904367;0;0;242543.67
1507;135.0807756;3.2904367;0;0;39598.152
1508;137.0963962;3.2904367;0;0;207485.73
1509;149.1328583;3.2904367;0;0;74084.086
1510;201.1641769;3.2904367;0;0;78130.44
1511;209.1540525;3.2904367;0;0;154238.9
1512;325.216615;3.2904367;0;0;490349.06
1513;337.2165396;3.2904367;0;0;731619.1
1514;343.2272552;3.2904367;0;0;184254.88
1515;355.2272083;3.2904367;0;0;946861
1516;373.2377469;3.2904367;0;0;1203887.9
1517;391.2482151;3.2904367;0;0;310093.22
1518;414.264813;3.2904367;0;0;108336.12
1519;518.3176277;3.2904367;0;0;1983985
1520;541.2996015;3.2904367;0;0;240452.48
1521;553.3009306;3.2904367;0;0;1030988.94
1522;570.3272689;3.2904367;0;0;1162640.1
1523;575.2827059;3.2904367;0;0;566991.06
1524;597.2178916;3.2904367;0;0;70173.49
1525;637.2540664;3.2904367;0;0;84024.17
1526;1018.601814;3.2904367;0;0;100654.58
1527;154.0862789;3.29777;0;396524.97;0
1528;168.1024079;3.29777;0;141284.78;0
1529;272.1280395;3.29777;0;2748237.5;0
1530;304.1812789;3.29777;0;7204910.5;0
1531;304.1892947;3.29777;0;2767585.2;0
1532;304.1969117;3.29777;0;1280332.5;0
1533;285.1313316;3.2984428;0;0;110093.71
1534;303.8780601;3.3056533;0;849657.1;0
1535;356.1340949;3.3056533;0;733774.9;0
1536;361.0906646;3.3056533;0;319134.1;0
1537;829.4384545;3.3056533;0;248087.6;0
1538;339.1960431;3.3064783;0;0;101658.35
1539;547.3468709;3.3064783;0;0;62037.504
1540;702.3707093;3.3064783;0;0;164643.36
1541;122.0965867;3.313522;0;207002.39;0
1542;147.0441303;3.313522;0;840825.25;0
1543;824.4861045;3.3140378;0;202818.55;381279.03
1544;412.7468689;3.3145533;0;0;225906.27
1545;421.2598743;3.317972;0;190902.11;852580
1546;476.1770811;3.3213906;0;385338.62;0
1547;193.1591915;3.322672;0;0;65093.258
1548;211.1696722;3.322672;0;0;257971.66
1549;527.2472718;3.322672;0;0;85992.445
1550;163.1331891;3.3360481;259364.23;0;176456.9
1551;177.0546964;3.3371344;0;427251.34;0
1552;316.153767;3.3371344;0;292382.88;0
1553;391.0998141;3.3371344;0;81640.71;0
1554;1062.628391;3.3419957;0;120452.68;64935.18
1555;686.2436271;3.345005;0;63513.01;0
1556;531.8172119;3.345931;0;193631.94;562426.1
1557;784.4905238;3.3460445;0;347802.88;213506.8
1558;323.2011598;3.3470843;0;0;70856.43
1559;523.3044953;3.3470843;0;0;98739.31
1560;540.3305292;3.3471863;62953.965;925561.25;2305750
1561;433.1133163;3.3496974;192667.44;0;0
1562;682.404375;3.349886;281585.47;392940.22;227305.06
1563;401.261775;3.34998;0;296378.6;497945
1564;553.8304141;3.353632;0;317026.94;108260.016
1565;212.1649503;3.3552759;0;0;71717.9
1566;341.2118977;3.3552759;0;0;96864.664
1567;542.8086176;3.3552759;0;0;57456.492
1568;707.217415;3.3608987;0;90044.82;0
1569;330.6715669;3.368807;0;3963225.5;0
1570;659.3329839;3.368807;0;1078737.4;0
1571;584.3562537;3.370183;0;479130.12;909219
1572;220.1700145;3.3715591;0;0;204894.95
1573;330.1700749;3.3766944;0;1.03E+07;0
1574;478.2232514;3.3766944;0;107698.35;0
1575;434.7597788;3.3781621;0;112396.07;164417.19
1576;443.2731936;3.3781621;0;478894.97;738185.4
1577;868.5114992;3.3781621;0;175873.94;194975.12
1578;234.1492898;3.3796299;0;0;339860.7
1579;547.3197111;3.3796299;0;0;66811.89
1580;271.0601206;3.3832054;369106.84;0;0
1581;447.0922323;3.3832054;2074910.9;0;0
1582;577.1339561;3.3832054;342263.16;0;0
1583;320.1496186;3.3845923;0;323226.47;0
1584;339.1758264;3.3845923;0;560172.94;0
1585;494.7514766;3.3845923;0;1599260.2;0
1586;924.3287947;3.3845923;0;167711.64;0
1587;545.316404;3.386162;0;67029.34;113076.61
1588;564.8216029;3.3877318;0;0;76620.43
1589;562.3435958;3.3906896;95434.53;1872261.8;3784965.2
1590;330.8394503;3.3925319;0;220638.19;0
1591;553.8308165;3.3959131;0;0;587841.25
1592;429.1525261;3.400103;165626.22;0;0
1593;533.5538433;3.4004486;0;77031.586;0
1594;731.4233614;3.4004486;0;48283.83;0
1595;439.2313215;3.4040608;0;0;52561.812
1596;262.1436459;3.4083734;0;279344.1;0
1597;330.5046728;3.4083734;0;674088.94;0
1598;488.2459865;3.4083734;0;89713.33;0
1599;614.3682703;3.4083734;0;57599.133;0
1600;684.2652342;3.4083734;0;980110.75;0
1601;209.0811524;3.408747;190388.4;0;0
1602;423.2755526;3.4102566;0;279986.9;380185.75
1603;597.8569133;3.4102566;0;62201.945;156355.17
1604;606.3699242;3.4102566;0;618126.75;1134147.5
1605;575.8437288;3.4104714;0;71772.555;769406.8
1606;876.4232041;3.41214;0;0;106957.98
1607;726.430576;3.4163067;0;138512.12;0
1608;133.1015377;3.4202044;0;0;95930.83
1609;537.3065901;3.4202044;0;0;246677.56
1610;555.335724;3.4202044;0;0;49004.664
1611;582.3644405;3.4202044;0;0;167566.6
1612;136.0758489;3.4242504;0;210098.2;0
1613;168.1020659;3.4242504;0;342076.7;0
1614;287.055428;3.4242504;0;76248.16;0
1615;290.1388031;3.4242504;0;6358333.5;0
1616;316.1544858;3.4242504;0;187934.61;0
1617;335.2010731;3.4282231;0;0;190490.31
1618;339.1962461;3.4282231;0;0;169397.28
1619;353.2117099;3.4282231;0;0;434656.78
1620;357.2066042;3.4282231;0;0;151165.27
1621;371.2223799;3.4282231;0;0;310817.75
1622;385.2014923;3.4282231;0;0;121675.76
1623;389.2328398;3.4282231;0;0;91129.23
1624;567.3305443;3.4282231;0;0;114091.24
1625;573.2658751;3.4282231;0;0;155993.45
1626;586.8345126;3.4282231;0;0;100166.59
1627;211.1696471;3.4362273;0;0;164195.06
1628;339.2322855;3.4362273;0;0;94079.74
1629;395.2048678;3.4362273;0;0;122250.05
1630;456.7734147;3.4362273;0;0;103849.12
1631;551.2857341;3.4362273;0;0;252718.6
1632;568.3098979;3.4362273;0;0;155100.67
1633;596.3439235;3.4362273;0;0;166893.14
1634;716.3859854;3.4362273;0;0;159142.9
1635;912.5383907;3.4362273;0;0;134033.17
1636;465.2864204;3.4381795;0;329559.94;560233.75
1637;507.2179566;3.4401314;0;522838.6;0
1638;575.8433407;3.4401314;0;316763.6;0
1639;584.3566633;3.4426692;113888.85;1999073.8;3853765.8
1640;285.1701073;3.4442482;0;0;356296.4
1641;325.1626895;3.4442482;0;0;338354.94
1642;1150.681714;3.4442482;0;0;72667.82
1643;687.3570505;3.452296;0;0;89992.98
1644;323.1628648;3.4560773;0;325175.6;0
1645;399.1073266;3.4560773;0;416913.56;0
1646;645.3169274;3.4560773;0;108070.21;0
1647;656.2708328;3.4560773;0;94612.25;0
1648;682.2495733;3.4560773;0;203038.97;0
1649;305.2481059;3.460371;0;0;89182.54
1650;543.314887;3.460371;0;0;276325.53
1651;619.870317;3.460371;0;0;149041.92
1652;494.2176765;3.4639897;0;767413.94;0
1653;707.2179269;3.4639897;0;151934.14;0
1654;445.2890614;3.4684167;0;0;240643.92
1655;330.1455004;3.4718752;0;334468.53;0
1656;330.2102394;3.4718752;0;133594;0
1657;332.1751426;3.4718752;0;147398.3;0
1658;219.1020317;3.4729128;62110.61;0;44097.703
1659;589.3435286;3.4765103;0;0;92649.945
1660;164.829609;3.47975;0;128938.29;0
1661;317.1624873;3.47975;0;197116.14;0
1662;328.4524003;3.47975;0;60888.02;0
1663;330.1302257;3.47975;0;151875.48;0
1664;330.1392553;3.47975;0;417975.28;0
1665;330.1702083;3.47975;0;8.64E+07;0
1666;330.201312;3.47975;0;541813.44;0
1667;330.6708864;3.47975;0;3.48E+07;0
1668;331.9017312;3.47975;0;63381.523;0
1669;435.5532382;3.47975;0;87836.72;0
1670;478.2228665;3.47975;0;1317224.4;0
1671;659.33264;3.47975;0;1.21E+07;0
1672;597.8567349;3.4820719;0;309201.94;636857.75
1673;606.3700318;3.483649;144266.55;2294653.8;4394926.5
1674;1194.708156;3.484579;0;0;72361.24
1675;446.2025789;3.4876332;0;291405.88;0
1676;628.3832855;3.4892793;215801.86;667144.1;0
1677;292.0661949;3.4901237;0;238737.23;269499.6
1678;608.8478163;3.4901237;0;62367.418;110798.69
1679;571.2738405;3.4926145;0;0;102378.69
1680;616.8350001;3.4926145;0;0;69400.77
1681;487.299302;3.4940677;0;228395.28;338239.8
1682;318.1701752;3.4955206;0;565307.6;0
1683;451.1582848;3.4955206;0;114500.68;0
1684;668.270562;3.4955206;0;4856417;0
