row ID,row m/z,row retention time,20250402_PMA_tp24_dbgi_007523_01_01.mzML Peak area,20250402_PMA_tp24_dbgi_007810_01_01.mzML Peak area,20250402_PMA_tp24_dbgi_007811_01_01.mzML Peak area,20250402_PMA_tp24_dbgi_mapp_bk_post_00.mzML Peak area,20250402_PMA_tp24_dbgi_mapp_bk_post_01.mzML Peak area,20250402_PMA_tp24_dbgi_mapp_bk_pre_00.mzML Peak area,20250402_PMA_tp24_dbgi_mapp_bk_pre_01.mzML Peak area,20250402_PMA_tp24_dbgi_tp24_bk_00.mzML Peak area,20250402_PMA_tp24_dbgi_tp24_bk_01.mzML Peak area,
2757,854.4388948420321,4.3239775,0,0,319881.06,0,0,0,0,0,0,
2758,337.2166922441474,4.332346,0,0,247762.6,0,0,0,0,0,0,
2759,355.2273295574215,4.332346,0,0,408017.47,0,0,0,0,0,0,
2760,373.2379690249894,4.332346,0,0,145720.31,0,0,0,0,0,0,
2761,391.2481192847784,4.332346,0,0,218093.56,0,0,0,0,0,0,
2762,216.19636045138168,4.3467536,169206.28,205743.66,221455.45,158105.9,165220.55,160319.31,167036.7,182615.5,188302.11,
2763,383.2772776253632,4.3657646,0,0,53152.492,0,0,0,0,0,0,
2764,974.5332960384656,4.374102,0,0,193367.83,0,0,0,0,0,0,
2765,814.4436305464138,4.382108,0,0,99067.62,0,0,0,0,0,0,
2766,886.4658803429551,4.382108,0,0,163990.95,0,0,0,0,0,0,
2767,891.4206323405698,4.382108,0,0,74163.89,0,0,0,0,0,0,
2768,315.0867102182966,4.384352,0,181359.39,0,0,0,0,0,0,0,
2769,478.2232803182748,4.384352,0,68090.48,0,0,0,0,0,0,0,
2770,623.1980202365532,4.384352,0,158990.83,0,0,0,0,0,0,0,
2771,133.10139194841997,4.3900228,0,0,90647.734,0,0,0,0,0,0,
2772,159.11702766928732,4.3900228,0,0,117045.88,0,0,0,0,0,0,
2773,187.14840251142311,4.3900228,0,0,182769.84,0,0,0,0,0,0,
2774,289.2528145096765,4.3900228,0,0,2673071.5,0,0,0,0,0,0,
2775,291.26874335993136,4.3900228,0,0,56776.945,0,0,0,0,0,0,
2776,415.2848673373355,4.3900228,0,0,212322.83,0,0,0,0,0,0,
2777,421.2953124683098,4.3900228,0,0,403969.97,0,0,0,0,0,0,
2778,451.30604489287646,4.3900228,0,0,764072.44,0,0,0,0,0,0,
2779,740.4070072914476,4.3900228,0,0,54245.543,0,0,0,0,0,0,
2780,803.4031355148996,4.3900228,0,0,5643564.5,0,0,0,0,0,0,
2781,819.3770208222951,4.3900228,0,0,636104.75,0,0,0,0,0,0,
2782,825.3382734347664,4.3900228,0,0,283029.78,0,0,0,0,0,0,
2783,928.4762796159589,4.3900228,0,0,134838.72,0,0,0,0,0,0,
2784,329.16280371795676,4.3926477,0,59610.008,0,0,0,0,0,0,0,
2785,145.10135447932794,4.397931,0,0,89714.6,0,0,0,0,0,0,
2786,147.11698170969234,4.397931,0,0,106638.19,0,0,0,0,0,0,
2787,149.1327220020318,4.397931,0,0,234326.78,0,0,0,0,0,0,
2788,161.13271066538957,4.397931,0,0,107674.664,0,0,0,0,0,0,
2789,163.1483043321923,4.397931,0,0,86485.87,0,0,0,0,0,0,
2790,173.13273437485122,4.397931,0,0,87145.95,0,0,0,0,0,0,
2791,201.1639950630933,4.397931,0,0,103731.375,0,0,0,0,0,0,
2792,271.24226740412905,4.397931,0,0,895930.6,0,0,0,0,0,0,
2793,307.26347717835387,4.397931,0,0,465245.6,0,0,0,0,0,0,
2794,397.2742202782895,4.397931,0,0,112698.36,0,0,0,0,0,0,
2795,403.28479318142445,4.397931,0,0,209126.33,0,0,0,0,0,0,
2796,433.2955871622154,4.397931,0,0,446701.72,0,0,0,0,0,0,
2797,469.31678390035324,4.397931,0,0,172933.27,0,0,0,0,0,0,
2798,583.3478391846604,4.397931,0,0,269980.62,0,0,0,0,0,0,
2799,601.3585774139202,4.397931,0,0,950275.7,0,0,0,0,0,0,
2800,781.4213809811332,4.397931,0,0,204396.94,0,0,0,0,0,0,
2801,798.4481207097245,4.397931,0,0,7642674.5,0,0,0,0,0,0,
2802,834.3330611542375,4.397931,0,0,209025.89,0,0,0,0,0,0,
2803,708.3810576101112,4.4058747,0,0,49954.582,0,0,0,0,0,0,
2804,726.3913761731876,4.4058747,0,0,168142.3,0,0,0,0,0,0,
2805,731.346925773468,4.4139123,0,0,164783.44,0,0,0,0,0,0,
2806,960.553972436461,4.4139123,0,0,134499.27,0,0,0,0,0,0,
2807,190.9934673405461,4.422127,0,0,524024.9,0,0,0,0,0,0,
2808,404.1964186874881,4.434458,0,1287860.2,0,0,0,0,0,0,0,
2809,271.0603559124297,4.4420834,413305.94,0,0,0,0,0,0,0,0,
2810,323.2011144564628,4.4465265,0,0,470441.38,0,0,0,0,0,0,
2811,341.21173634650853,4.4465265,0,0,551952.5,0,0,0,0,0,0,
2812,351.196107643908,4.4465265,0,0,534320.2,0,0,0,0,0,0,
2813,359.2221813554534,4.4465265,0,0,488422.94,0,0,0,0,0,0,
2814,369.2066273932835,4.4465265,0,0,795408.0,0,0,0,0,0,0,
2815,387.21700952547724,4.4465265,0,0,147978.53,0,0,0,0,0,0,
2816,405.2275405055595,4.4465265,0,0,999177.1,0,0,0,0,0,0,
2817,549.3065095747511,4.4465265,0,0,334310.97,0,0,0,0,0,0,
2818,566.3331007476172,4.4465265,0,0,144152.12,0,0,0,0,0,0,
2819,571.2881753232326,4.4465265,0,0,756782.0,0,0,0,0,0,0,
2820,594.3641539375789,4.4465265,0,0,530758.8,0,0,0,0,0,0,
2821,990.5289925240369,4.454591,0,0,77147.76,0,0,0,0,0,0,
2822,573.3023502731832,4.462793,0,0,140772.92,0,0,0,0,0,0,
2823,796.4345793844515,4.496674,0,0,111359.83,0,0,0,0,0,0,
2824,404.19663637714706,4.501807,0,307510.06,0,0,0,0,0,0,0,
2825,798.4492581037251,4.5048656,0,0,563285.75,0,0,0,0,0,0,
2826,803.4043278735276,4.5048656,0,0,474555.56,0,0,0,0,0,0,
2827,870.4340953918556,4.5048656,0,0,166665.19,0,0,0,0,0,0,
2828,271.24260423799115,4.5131345,0,0,91961.29,0,0,0,0,0,0,
2829,289.25315907099935,4.5131345,0,0,236417.0,0,0,0,0,0,0,
2830,884.4496219829609,4.5131345,0,0,445347.84,0,0,0,0,0,0,
2831,162.9985784675063,4.519367,0,0,416495.28,447668.0,348151.84,0,0,0,0,
2832,259.09705168007224,4.5354924,0,223947.86,0,0,0,0,0,0,0,
2833,876.3810855668595,4.5354924,0,311840.72,0,0,0,0,0,0,0,
2834,478.2232308532692,4.5438695,0,378596.75,0,0,0,0,0,0,0,
2835,351.2149742030121,4.564184,0,0,81193.734,0,0,0,0,0,0,
2836,128.06229925394416,4.5799694,0,0,180004.4,0,0,0,0,0,0,
2837,141.07001155166446,4.5799694,0,0,101678.15,0,0,0,0,0,0,
2838,143.08568508610472,4.5799694,0,0,84656.67,0,0,0,0,0,0,
2839,157.10138331950034,4.5799694,0,0,88452.74,0,0,0,0,0,0,
2840,187.1483171709704,4.5799694,0,0,75234.65,0,0,0,0,0,0,
2841,199.14835543828698,4.5799694,0,0,110634.58,0,0,0,0,0,0,
2842,211.14830630953256,4.5799694,0,0,77304.67,0,0,0,0,0,0,
2843,290.2116437089413,4.5799694,0,0,157028.05,0,0,0,0,0,0,
2844,339.2208184145696,4.5799694,0,0,107294.74,0,0,0,0,0,0,
2845,449.2691888388006,4.5799694,0,0,128264.29,0,0,0,0,0,0,
2846,538.3374158517075,4.5799694,0,0,5052950.0,0,0,0,0,0,0,
2847,584.3194793361178,4.5799694,0,0,688191.6,0,0,0,0,0,0,
2848,605.2632267570925,4.5799694,0,0,44480.82,0,0,0,0,0,0,
2849,646.2914620210811,4.5799694,0,0,85793.734,0,0,0,0,0,0,
2850,798.4893986300206,4.5799694,0,0,1861702.1,0,0,0,0,0,0,
2851,191.16467151059578,4.5848265,166657.2,145739.98,0,203164.05,202665.28,201472.4,200345.8,199701.9,213552.61,
2852,213.14664336497407,4.5848265,175369.33,113811.64,0,206110.8,194402.16,201943.08,213160.16,200026.0,232476.2,
2853,780.3234913483932,4.585959,0,930759.75,0,0,0,0,0,0,0,
2854,130.3246727570808,4.5878506,0,0,141105.86,0,0,0,0,0,0,
2855,131.08576310715657,4.5878506,0,0,107416.055,0,0,0,0,0,0,
2856,133.1013812859984,4.5878506,0,0,83874.58,0,0,0,0,0,0,
2857,145.10134492840945,4.5878506,0,0,127569.55,0,0,0,0,0,0,
2858,155.0703959409185,4.5878506,0,0,117515.875,0,0,0,0,0,0,
2859,159.11703589126412,4.5878506,0,0,148838.67,0,0,0,0,0,0,
2860,173.13268742005172,4.5878506,0,0,55262.63,0,0,0,0,0,0,
2861,175.14837481141765,4.5878506,0,0,185617.4,0,0,0,0,0,0,
2862,185.13270956695052,4.5878506,0,0,169631.12,0,0,0,0,0,0,
2863,201.1639613853487,4.5878506,0,0,152201.7,0,0,0,0,0,0,
2864,255.1381524210142,4.5878506,0,0,96878.25,0,0,0,0,0,0,
2865,257.15378087812053,4.5878506,0,0,240288.05,0,0,0,0,0,0,
2866,271.16945803414745,4.5878506,0,0,207696.67,0,0,0,0,0,0,
2867,275.1642934811164,4.5878506,0,0,80648.29,0,0,0,0,0,0,
2868,281.1538782916534,4.5878506,0,0,72486.664,0,0,0,0,0,0,
2869,289.2529247585849,4.5878506,0,0,114105.35,0,0,0,0,0,0,
2870,291.2108793835053,4.5878506,0,0,217547.66,0,0,0,0,0,0,
2871,295.16949587430287,4.5878506,0,0,120544.51,0,0,0,0,0,0,
2872,309.22150942306064,4.5878506,0,0,413133.7,0,0,0,0,0,0,
2873,319.20595984505655,4.5878506,0,0,377152.8,0,0,0,0,0,0,
2874,327.23211832993246,4.5878506,0,0,148981.72,0,0,0,0,0,0,
2875,337.21633803990306,4.5878506,0,0,8505185.0,0,0,0,0,0,0,
2876,339.2322441712635,4.5878506,0,0,321718.97,0,0,0,0,0,0,
2877,355.2269703227881,4.5878506,0,0,1.0614689E7,0,0,0,0,0,0,
2878,357.23117551277784,4.5878506,0,0,294293.97,0,0,0,0,0,0,
2879,373.2376029669709,4.5878506,0,0,4376199.0,0,0,0,0,0,0,
2880,391.2479797164529,4.5878506,0,0,1964745.2,0,0,0,0,0,0,
2881,396.2535604155063,4.5878506,0,0,153381.97,0,0,0,0,0,0,
2882,414.26443079785923,4.5878506,0,0,301273.6,0,0,0,0,0,0,
2883,432.27562256479683,4.5878506,0,0,144212.33,0,0,0,0,0,0,
2884,467.27993262807473,4.5878506,0,0,389735.16,0,0,0,0,0,0,
2885,485.2904120016979,4.5878506,0,0,1177023.2,0,0,0,0,0,0,
2886,503.3007151181712,4.5878506,0,0,665484.9,0,0,0,0,0,0,
2887,521.3108467591693,4.5878506,0,0,1.2246384E7,0,0,0,0,0,0,
2888,543.292999500635,4.5878506,0,0,1834875.2,0,0,0,0,0,0,
2889,559.2669848081304,4.5878506,0,0,365340.22,0,0,0,0,0,0,
2890,562.3375966900169,4.5878506,0,0,944738.3,0,0,0,0,0,0,
2891,564.3472512662823,4.5878506,0,0,88938.086,0,0,0,0,0,0,
2892,566.3690276708459,4.5878506,0,0,1306702.1,0,0,0,0,0,0,
2893,801.3886898646178,4.5878506,0,0,109877.195,0,0,0,0,0,0,
2894,884.4488005492934,4.5878506,0,0,159265.69,0,0,0,0,0,0,
2895,911.5513875643187,4.5878506,0,0,292209.9,0,0,0,0,0,0,
2896,942.4906323715619,4.5878506,0,0,636136.9,0,0,0,0,0,0,
2897,1058.6422006901878,4.5878506,0,0,852390.56,0,0,0,0,0,0,
2898,1063.597735474125,4.5878506,0,0,430056.0,0,0,0,0,0,0,
2899,796.4336780758836,4.5957546,0,0,438583.56,0,0,0,0,0,0,
2900,259.097032099064,4.6365857,0,143961.47,0,0,0,0,0,0,0,
2901,299.23749227844644,4.644969,0,0,232013.11,0,0,0,0,0,0,
2902,658.3808501354621,4.644969,0,0,314473.38,0,0,0,0,0,0,
2903,663.3363390651296,4.644969,0,0,189971.8,0,0,0,0,0,0,
2904,495.29598515554255,4.653121,0,0,199150.34,0,0,0,0,0,0,
2905,692.385935613173,4.653124,0,421640.66,985145.25,0,0,0,0,0,0,
2906,697.3412188643257,4.653124,0,392377.7,766799.56,0,0,0,0,0,0,
2907,852.423329271513,4.6614294,0,199254.3,68384.375,0,0,0,0,0,0,
2908,404.196480703883,4.6779747,0,914937.75,0,0,0,0,0,0,0,
2909,807.3860500508961,4.6779747,0,80926.13,0,0,0,0,0,0,0,
2910,477.2856472100849,4.682151,0,58958.043,318493.75,0,0,0,0,0,0,
2911,290.2119458870191,4.704208,0,0,246806.19,0,0,0,0,0,0,
2912,729.368056036297,4.707694,0,173299.06,253725.58,0,0,0,0,0,0,
2913,266.17309950977256,4.7111807,0,125875.06,0,0,0,0,0,0,0,
2914,724.4129039459887,4.7118235,0,135062.53,288068.38,0,0,0,0,0,0,
2915,259.23869460159153,4.713004,0,0,0,0,87030.68,94855.65,0,0,0,
2916,214.18062719031525,4.715479,534821.5,623895.5,627656.2,529306.3,548906.3,575745.0,577945.25,576420.6,578698.25,
2917,236.16242008416484,4.715966,99589.69,154471.53,145295.05,100199.8,101944.945,117470.84,113010.45,107466.19,0,
2918,244.19124229539773,4.716387,213851.61,246709.62,240514.62,189175.45,188139.88,201836.19,193794.53,226758.02,227154.67,
2919,226.18061222769538,4.717299,281347.9,329026.0,310542.22,244204.45,246391.05,265360.28,252157.0,293983.72,295444.62,
2920,267.1596945317436,4.720679,0,0,70265.55,0,0,0,0,0,0,
2921,459.2750159149446,4.720679,0,0,58676.94,0,0,0,0,0,0,
2922,780.4386649739287,4.720679,0,0,586255.25,0,0,0,0,0,0,
2923,785.3940942910075,4.720679,0,0,179413.34,0,0,0,0,0,0,
2924,441.2099846885675,4.723816,155605.55,849831.5,720443.4,92849.11,0,0,0,0,0,
2925,436.25493146555806,4.7249207,140560.89,266693.9,233612.61,136425.69,129369.734,139070.89,137935.16,137651.55,137086.44,
2926,464.2861919962368,4.725487,98538.22,200616.6,190751.69,0,0,0,0,0,0,
2927,401.21734525570184,4.727635,0,87763.57,0,0,0,0,0,0,0,
2928,457.1842923374055,4.727635,0,108091.234,0,0,0,0,0,0,0,
2929,289.2523262157895,4.745995,0,0,148843.27,0,0,0,0,0,0,
2930,478.2231148460356,4.7526703,0,285057.47,0,0,0,0,0,0,0,
2931,553.2991770919577,4.763274,0,0,167213.11,0,0,0,0,0,0,
2932,404.1966756408642,4.777964,0,100845.695,0,0,0,0,0,0,0,
2933,261.1100595670972,4.7905183,68491.055,0,0,0,0,0,0,0,0,
2934,246.243056176559,4.80067,1630483.9,991144.3,1625640.4,0,0,0,0,498060.03,524847.3,
2935,636.3599208155279,4.812551,0,121210.54,98831.85,0,0,0,0,0,0,
2936,641.3153329671302,4.812551,0,214025.28,201534.81,0,0,0,0,0,0,
2937,203.17986296827277,4.8138156,0,0,52829.344,0,0,0,0,0,0,
2938,271.2424005558854,4.8138156,0,0,138682.61,0,0,0,0,0,0,
2939,289.09225282799497,4.8138156,0,0,68150.02,0,0,0,0,0,0,
2940,289.2529641054779,4.8138156,0,0,496618.4,0,0,0,0,0,0,
2941,307.10282198445225,4.8138156,0,0,145904.53,0,0,0,0,0,0,
2942,307.2636213033344,4.8138156,0,0,61258.566,0,0,0,0,0,0,
2943,351.2151994832571,4.8138156,0,0,92828.98,0,0,0,0,0,0,
2944,577.3375327721775,4.8138156,0,0,161478.12,0,0,0,0,0,0,
2945,595.3481230808013,4.8138156,0,0,254456.25,0,0,0,0,0,0,
2946,613.3590264271711,4.8138156,0,0,136585.03,0,0,0,0,0,0,
2947,815.4035808800221,4.8138156,0,0,768320.7,0,0,0,0,0,0,
2948,810.4486039151358,4.8219113,0,0,1124658.1,0,0,0,0,0,0,
2949,202.2168622793458,4.824601,0,119915.38,239136.78,0,0,0,0,389363.53,394874.9,
2950,309.20638570992685,4.827976,0,51921.42,0,0,0,0,0,0,0,
2951,708.3809987535984,4.8551235,0,0,506288.44,0,0,0,0,0,0,
2952,713.3367161767023,4.8551235,0,0,328222.1,0,0,0,0,0,0,
2953,697.3402452920548,4.8586226,0,49365.742,64334.43,0,0,0,0,0,0,
2954,348.2750209984323,4.8624716,0,138539.94,415498.53,0,0,0,0,0,0,
2955,277.2168142542486,4.8635736,0,0,162717.47,0,0,0,0,0,0,
2956,295.22740472744204,4.866633,0,47410.043,202371.14,0,0,0,0,0,0,
2957,353.2304459800201,4.866633,0,235346.98,520351.9,0,0,0,0,0,0,
2958,478.2228429478697,4.8696923,0,2013303.5,0,0,0,0,0,0,0,
2959,324.196345951131,4.8892317,0,0,411002.34,0,0,0,0,0,0,
2960,261.1103375515514,4.89738,119560.195,70178.484,76446.93,110086.93,114045.98,99818.54,104438.26,98595.5,125122.67,
2961,262.2381063362011,4.9111257,279266.72,163652.97,1486147.9,0,0,0,0,0,0,
2962,740.4075172529233,4.9143357,0,0,114751.46,0,0,0,0,0,0,
2963,493.28033872751877,4.917346,0,54089.098,48228.734,0,0,0,0,0,0,
2964,690.3708103532967,4.921571,0,233113.62,87789.84,0,0,0,0,0,0,
2965,695.3262154844352,4.921571,0,346620.12,80162.82,0,0,0,0,0,0,
2966,190.99404767542222,4.932468,0,0,0,0,0,0,254556.39,0,0,
2967,289.2531672021307,4.9754415,0,0,55110.832,0,0,0,0,0,0,
2968,339.2326340841641,4.9754415,0,0,58127.734,0,0,0,0,0,0,
2969,375.253450225946,4.9754415,0,0,71420.805,0,0,0,0,0,0,
2970,420.3118084537029,4.9754415,0,0,77181.09,0,0,0,0,0,0,
2971,455.2258125787869,4.988152,0,132069.06,0,0,0,0,0,0,0,
2972,580.3845351637282,5.009262,0,0,866158.1,0,0,0,0,0,0,
2973,626.275963084293,5.02171,0,164914.81,0,0,0,0,0,0,0,
2974,313.07080590216236,5.0248857,243276.94,0,0,0,0,0,0,0,0,
2975,309.22151003587857,5.025181,0,0,100303.42,0,0,0,0,0,0,
2976,337.21640372219935,5.025181,0,0,2087602.0,0,0,0,0,0,0,
2977,355.2270480940819,5.025181,0,0,2636408.0,0,0,0,0,0,0,
2978,373.23765865320587,5.025181,0,0,1059219.1,0,0,0,0,0,0,
2979,391.2480028463359,5.025181,0,0,590847.9,0,0,0,0,0,0,
2980,499.3060093870414,5.025181,0,0,256245.64,0,0,0,0,0,0,
2981,517.316636776137,5.025181,0,0,155764.05,0,0,0,0,0,0,
2982,535.326646364989,5.025181,0,0,3416619.0,0,0,0,0,0,0,
2983,552.3531777758895,5.025181,0,0,1442783.1,0,0,0,0,0,0,
2984,557.3085389748677,5.025181,0,0,1112662.9,0,0,0,0,0,0,
2985,573.2826281833175,5.025181,0,0,190436.61,0,0,0,0,0,0,
2986,598.3354333856062,5.025181,0,0,330121.5,0,0,0,0,0,0,
2987,175.11208173993197,5.0331497,0,0,87332.22,0,0,0,0,0,0,
2988,193.1226832777658,5.0331497,0,0,57442.0,0,0,0,0,0,0,
2989,299.2009366722523,5.0331497,0,0,72295.57,0,0,0,0,0,0,
2990,430.1137277117782,5.033721,114862.59,0,0,0,0,0,0,0,0,
2991,493.280266050426,5.0439663,0,257115.62,102305.83,0,0,0,0,0,0,
2992,690.3704793312118,5.0439663,0,770246.7,306357.88,0,0,0,0,0,0,
2993,695.3257091528665,5.0439663,0,984992.06,139757.06,0,0,0,0,0,0,
2994,283.15446388685814,5.046697,0,140824.02,0,0,0,0,0,0,0,
2995,711.29805669292,5.046697,0,89264.61,0,0,0,0,0,0,0,
2996,289.252999269512,5.049445,0,0,114714.06,0,0,0,0,0,0,
2997,509.30928013925273,5.049445,0,0,162669.52,0,0,0,0,0,0,
2998,724.375749031819,5.049445,0,0,105081.766,0,0,0,0,0,0,
2999,299.09177406902216,5.069837,76779.44,0,0,0,0,0,0,0,0,
3000,626.2758387019845,5.0719137,0,200799.81,0,0,0,0,0,0,0,
3001,425.21533181095805,5.0803385,0,126264.93,0,0,0,0,0,0,0,
3002,277.1804565804181,5.084016,0,0,142752.02,0,0,0,0,0,0,
3003,722.3967005849049,5.105628,0,187416.88,0,0,0,0,0,0,0,
3004,475.2698932355066,5.114126,0,159778.19,0,0,0,0,0,0,0,
3005,727.3521172558166,5.114126,0,407488.6,0,0,0,0,0,0,0,
3006,327.19600135810293,5.1279488,0,0,126769.78,0,0,0,0,0,0,
3007,299.0916621430579,5.1329308,341608.16,0,0,0,0,0,0,0,0,
3008,198.1858497143862,5.155446,105977.88,91368.74,94531.08,110755.04,118083.125,114171.62,115821.31,111056.91,119406.12,
3009,339.232312821174,5.1791983,0,0,241864.38,0,0,0,0,0,0,
3010,357.24271165059474,5.1791983,0,0,179427.34,0,0,0,0,0,0,
3011,375.25325749619424,5.1791983,0,0,174264.81,0,0,0,0,0,0,
3012,487.3061037934479,5.1791983,0,0,150076.84,0,0,0,0,0,0,
3013,505.31608971824187,5.1791983,0,0,520388.34,0,0,0,0,0,0,
3014,522.3430902361392,5.1791983,0,0,172949.03,0,0,0,0,0,0,
3015,550.374182730529,5.1791983,0,0,476216.62,0,0,0,0,0,0,
3016,568.3249131726075,5.1791983,0,0,100621.62,0,0,0,0,0,0,
3017,695.3254275881943,5.1901336,0,47063.03,0,0,0,0,0,0,0,
3018,780.4537782092153,5.2299733,0,0,135413.81,0,0,0,0,0,0,
3019,667.330968446188,5.2400646,0,135968.7,0,0,0,0,0,0,0,
3020,706.3652498867064,5.2467666,0,0,117609.57,0,0,0,0,0,0,
3021,662.3754391338688,5.2483397,0,62064.87,0,0,0,0,0,0,0,
3022,406.38134004637914,5.2542443,156033.16,0,0,0,0,0,0,0,0,
3023,158.15447557030146,5.255396,1178931.2,865275.4,855894.3,1096105.5,1048751.8,1056681.5,1173803.1,1107467.0,1288854.5,
3024,634.3441358121811,5.256577,0,197994.7,0,0,0,0,0,0,0,
3025,639.2994253702867,5.256577,0,334036.9,0,0,0,0,0,0,0,
3026,709.3417196049104,5.256577,0,63069.902,0,0,0,0,0,0,0,
3027,211.1698176194612,5.2591176,348176.56,401870.03,352105.12,363028.9,342122.03,367289.06,368980.84,372882.6,367002.0,
3028,229.18072827687377,5.2600384,254838.47,330219.97,276528.88,267646.4,261272.36,273631.75,275076.28,274896.25,271252.25,
3029,228.1964292297743,5.2600555,5983562.5,6718775.0,6058218.0,6185609.5,6384319.5,6273405.0,6119883.5,6031886.5,6181225.0,
3030,273.25416656031484,5.26006,917957.2,586632.6,844296.06,942059.44,927254.6,958481.3,968708.2,974549.1,931716.94,
3031,266.15236184448275,5.2619343,150624.1,197720.48,151603.38,162587.78,156749.89,166855.12,165108.62,162427.98,154945.8,
3032,175.1487157841299,5.2628603,243670.84,372627.28,248965.89,242619.78,235698.73,245681.58,254000.61,252567.58,246556.48,
3033,193.15931821252286,5.2647305,294924.47,346596.9,292098.75,300725.8,288951.66,305576.84,307693.1,307485.94,303807.44,
3034,250.1783351220721,5.266614,1759806.8,2360243.8,1862695.4,1784645.0,1687030.9,1712388.4,1849251.9,1692541.4,1757646.4,
3035,351.214616089346,5.2731123,0,113139.53,0,0,0,0,0,0,0,
3036,268.1887042368549,5.2813935,0,134859.69,0,0,0,0,0,0,0,
3037,223.13354478097713,5.288276,147239.81,185890.38,137863.2,141107.88,125397.1,125268.82,139654.17,124808.586,158594.17,
3038,365.2302860846497,5.28965,0,76369.125,0,0,0,0,0,0,0,
3039,249.20664492008254,5.309095,0,0,0,60523.934,89584.484,86462.586,68902.92,0,59100.008,
3040,693.3102210293205,5.339812,0,542989.25,0,0,0,0,0,0,0,
3041,291.19586439207325,5.3407555,0,0,59130.027,0,0,0,0,0,0,
3042,477.28555296469324,5.3565474,0,39944.055,0,0,0,0,0,0,0,
3043,626.2759233187294,5.3565474,0,73836.055,0,0,0,0,0,0,0,
3044,679.3312646390699,5.3565474,0,65157.895,0,0,0,0,0,0,0,
3045,535.2884579995418,5.3572598,0,203167.1,198389.03,0,0,0,0,0,0,
3046,353.2305119647193,5.3666744,0,0,123733.44,0,0,0,0,0,0,
3047,331.22722764887567,5.3843594,0,0,115908.59,0,0,0,0,0,0,
3048,451.2309408423802,5.3958263,0,240077.8,115813.46,0,0,0,0,0,0,
3049,429.2493058539152,5.3966484,0,164953.64,0,0,0,0,89493.086,0,0,
3050,567.3143920156126,5.4087324,0,94011.08,127812.836,0,0,0,0,0,0,
3051,590.3905932179756,5.4102907,0,0,39653.6,0,0,0,0,0,0,
3052,240.19641632449753,5.43488,122264.35,144084.92,122690.02,120596.93,123829.29,123703.23,126648.625,138868.89,128642.35,
3053,626.2760514504608,5.4408383,0,119937.48,0,0,0,0,0,0,0,
3054,439.2313653341492,5.4492383,0,399604.34,0,0,0,0,0,0,0,
3055,269.2116388124543,5.4498386,0,473158.12,253959.61,216774.95,221689.02,229902.16,231054.52,237067.16,226112.83,
3056,492.23896236724613,5.45758,0,146338.25,0,0,0,0,0,0,0,
3057,283.15448073742664,5.4659486,0,229993.67,0,0,0,0,0,0,0,
3058,434.2759770262958,5.4659486,0,162828.53,0,0,0,0,0,0,0,
3059,491.26463229680286,5.4659486,0,83084.336,0,0,0,0,0,0,0,
3060,688.3548249540262,5.4659486,0,792325.4,0,0,0,0,0,0,0,
3061,693.3101883752212,5.4659486,0,527583.75,0,0,0,0,0,0,0,
3062,158.15447912873515,5.4826736,0,79373.01,0,0,0,0,0,0,0,
3063,611.30497069355,5.4826736,0,53457.184,0,0,0,0,0,0,0,
3064,265.10570554925135,5.4877753,80876.58,0,0,0,107885.94,89902.28,90841.77,0,0,
3065,265.10491949854577,5.488149,0,0,0,94557.99,0,0,0,0,0,
3066,251.20160409199207,5.5045037,70263.0,162524.1,0,0,0,0,0,0,0,
3067,348.20238257959016,5.505706,158773.36,108107.29,106664.266,183451.27,188109.12,167740.28,179483.58,117991.016,119056.94,
3068,309.2042678988357,5.507413,0,412891.22,129383.53,0,0,0,0,0,0,
3069,304.1759529546462,5.519356,0,296184.44,312293.1,484782.8,488654.6,411633.44,468084.5,287897.16,289973.03,
3070,309.1315101625378,5.5202246,218122.94,108372.68,113956.16,234222.25,243943.14,187311.75,211084.48,127552.625,133481.78,
3071,332.20738044295814,5.5205,0,0,0,87310.62,83784.58,0,71842.08,0,0,
3072,304.1773126525295,5.5271735,468429.9,0,0,0,0,0,0,0,0,
3073,718.4550389975063,5.5682096,0,215220.6,292188.7,0,0,0,0,0,0,
3074,408.39684174620544,5.5716066,397956.78,0,0,0,0,0,0,0,0,
3075,269.21143969612774,5.5906653,0,0,0,0,0,0,0,0,60525.266,
3076,367.24784501641284,5.601737,0,165122.45,0,0,0,0,0,0,0,
3077,269.21242615391105,5.60222,61914.27,150681.12,78041.24,58831.9,62810.832,63715.03,63440.363,0,45002.336,
3078,267.19749604538936,5.611497,0,80719.125,50869.605,0,0,0,0,0,0,
3079,491.3038628359833,5.653018,0,117912.21,0,0,0,0,0,0,0,
3080,688.3952881040555,5.653018,0,180302.27,0,0,0,0,0,0,0,
3081,693.3506117419363,5.653018,0,415452.53,0,0,0,0,0,0,0,
3082,309.2064305320749,5.6641026,0,170021.64,74486.32,0,0,0,0,0,0,
3083,665.3193080735123,5.678397,0,66127.6,0,0,0,0,0,0,0,
3084,702.3741166386251,5.678397,0,68323.67,0,0,0,0,0,0,0,
3085,707.3301361677362,5.678397,0,104908.74,0,0,0,0,0,0,0,
3086,473.29322736260144,5.686866,0,56830.39,0,0,0,0,0,0,0,
3087,149.0245507994193,5.6884937,0,0,0,51567.65,0,0,0,0,55532.266,
3088,269.213167462153,5.6899796,221928.64,85467.08,59128.96,0,0,0,0,0,0,
3089,725.3791617577476,5.7287216,0,110510.37,0,0,0,0,0,0,0,
