row ID,row m/z,row retention time,20250402_PMA_tp24_dbgi_007523_01_01.mzML Peak area,20250402_PMA_tp24_dbgi_007810_01_01.mzML Peak area,20250402_PMA_tp24_dbgi_007811_01_01.mzML Peak area,20250402_PMA_tp24_dbgi_mapp_bk_post_00.mzML Peak area,20250402_PMA_tp24_dbgi_mapp_bk_post_01.mzML Peak area,20250402_PMA_tp24_dbgi_mapp_bk_pre_00.mzML Peak area,20250402_PMA_tp24_dbgi_mapp_bk_pre_01.mzML Peak area,20250402_PMA_tp24_dbgi_tp24_bk_00.mzML Peak area,20250402_PMA_tp24_dbgi_tp24_bk_01.mzML Peak area,
1721,259.0970158779123,3.20143,0,300602.84,148381.6,0,0,0,0,0,0,
1722,357.2361627266894,3.20143,0,342019.56,439201.47,0,0,0,0,0,0,
1723,468.1873755847578,3.20143,0,168981.3,109990.234,0,0,0,0,0,0,
1724,696.4381207927786,3.20143,0,597967.44,791037.2,0,0,0,0,0,0,
1725,496.3044924113877,3.2016332,0,124526.42,1120579.1,0,0,0,0,0,0,
1726,215.07066487622217,3.2021644,0,45737.316,0,0,0,0,0,0,0,
1727,451.16115634238537,3.2021644,0,73534.6,0,0,0,0,0,0,0,
1728,473.1427061737355,3.2021644,0,77692.86,0,0,0,0,0,0,0,
1729,519.2418506797977,3.2021644,0,66773.01,0,0,0,0,0,0,0,
1730,668.2343548951159,3.2021644,0,74708.94,0,0,0,0,0,0,0,
1731,682.2502461817884,3.2021644,0,127144.16,0,0,0,0,0,0,0,
1732,369.2067447238443,3.2088187,0,0,150681.02,0,0,0,0,0,0,
1733,147.04431726554193,3.2102623,0,1280450.8,0,0,0,0,0,0,0,
1734,356.1344368370302,3.2102623,0,238262.0,0,0,0,0,0,0,0,
1735,361.08971206589916,3.2102623,0,299641.7,0,0,0,0,0,0,0,
1736,684.2656939718739,3.2102623,0,617852.0,0,0,0,0,0,0,0,
1737,565.155411146307,3.2110796,130337.75,0,0,0,0,0,0,0,0,
1738,487.21598728254025,3.2183998,0,107235.914,0,0,0,0,0,0,0,
1739,577.1340329614623,3.21964,214645.73,0,0,0,0,0,0,0,0,
1740,664.3759149018412,3.226583,0,177686.02,0,0,0,0,0,0,0,
1741,780.3235504854446,3.226583,0,62957.06,0,0,0,0,0,0,0,
1742,863.1819960926717,3.2282023,169993.6,0,0,0,0,0,0,0,0,
1743,487.79157689541296,3.2335975,0,0,327795.62,0,0,0,0,0,0,
1744,680.3711108903742,3.2335975,0,0,181530.6,0,0,0,0,0,0,
1745,346.1652868548211,3.2346206,0,180654.34,0,0,0,0,0,0,0,
1746,488.2923677508654,3.2346206,0,58874.383,0,0,0,0,0,0,0,
1747,390.73346223111366,3.2417767,0,0,250012.4,0,0,0,0,0,0,
1748,399.2468003396054,3.2417767,0,0,835712.5,0,0,0,0,0,0,
1749,522.291584627013,3.2417767,0,0,43674.19,0,0,0,0,0,0,
1750,974.5759554870501,3.2417767,0,0,66946.31,0,0,0,0,0,0,
1751,780.4591638913977,3.242187,0,388985.53,536268.94,0,0,0,0,0,0,
1752,142.12288769696514,3.2425976,0,388962.78,0,0,0,0,0,0,0,
1753,262.1439892987595,3.2425976,0,3159864.2,0,0,0,0,0,0,0,
1754,471.09044329742585,3.2425976,0,377875.38,0,0,0,0,0,0,0,
1755,287.05518833171175,3.244205,101272.016,1052309.2,0,0,0,0,0,0,0,
1756,320.1493302193144,3.250539,0,6134008.0,0,0,0,0,0,0,0,
1757,449.1079235734363,3.250539,0,694661.25,0,0,0,0,0,0,0,
1758,703.2796513002259,3.250539,0,41539.547,0,0,0,0,0,0,0,
1759,540.3307286371656,3.2623973,0,112719.47,445211.1,0,0,0,0,0,0,
1760,505.2647567726752,3.2663827,0,0,93767.664,0,0,0,0,0,0,
1761,527.247113195867,3.2663827,0,0,100019.555,0,0,0,0,0,0,
1762,1149.230602890018,3.2718248,326925.44,0,0,0,0,0,0,0,0,
1763,182.11763327843678,3.2741494,0,3.837533E7,0,0,0,0,0,0,0,
1764,304.12639126392116,3.2741494,0,7854411.5,0,0,0,0,0,0,0,
1765,304.1326498966264,3.2741494,0,5347909.0,0,0,0,0,0,0,0,
1766,379.249305765745,3.2744472,0,0,534822.1,0,0,0,0,0,0,
1767,638.3787224131255,3.2770739,375099.7,195096.1,332627.3,408994.2,399644.78,399911.25,406954.16,405138.38,421288.4,
1768,740.4636332994107,3.2782962,0,350996.5,485457.56,0,0,0,0,0,0,
1769,304.118547314457,3.2820096,0,2474038.5,0,0,0,0,0,0,0,
1770,307.161622108316,3.2820096,0,2440347.0,0,0,0,0,0,0,0,
1771,197.11759492388413,3.282443,0,0,178068.44,0,0,0,0,0,0,
1772,509.8045724082028,3.282443,0,0,443433.94,0,0,0,0,0,0,
1773,598.3594972335273,3.282443,0,0,275034.03,0,0,0,0,0,0,
1774,132.08085975550844,3.289895,0,107586.836,0,0,0,0,0,0,0,
1775,135.06797314680736,3.289895,0,172096.83,0,0,0,0,0,0,0,
1776,150.0914065107218,3.289895,0,2327342.0,0,0,0,0,0,0,0,
1777,303.14650313922573,3.289895,0,539193.9,0,0,0,0,0,0,0,
1778,304.0953322272626,3.289895,0,384826.8,0,0,0,0,0,0,0,
1779,304.11069892947074,3.289895,0,1313546.0,0,0,0,0,0,0,0,
1780,304.15388803794417,3.289895,0,1.1828648E9,0,0,0,0,0,0,0,
1781,304.1756327708922,3.289895,0,5790867.0,0,0,0,0,0,0,0,
1782,304.2444258221786,3.289895,0,289122.2,0,0,0,0,0,0,0,
1783,133.10150785961957,3.2904367,0,0,242543.67,0,0,0,0,0,0,
1784,135.08077562258788,3.2904367,0,0,39598.152,0,0,0,0,0,0,
1785,137.0963961522758,3.2904367,0,0,207485.73,0,0,0,0,0,0,
1786,149.1328583047866,3.2904367,0,0,74084.086,0,0,0,0,0,0,
1787,201.16417693673074,3.2904367,0,0,78130.44,0,0,0,0,0,0,
1788,209.15405251835128,3.2904367,0,0,154238.9,0,0,0,0,0,0,
1789,325.21661497405717,3.2904367,0,0,490349.06,0,0,0,0,0,0,
1790,337.2165396265553,3.2904367,0,0,731619.1,0,0,0,0,0,0,
1791,343.22725524591056,3.2904367,0,0,184254.88,0,0,0,0,0,0,
1792,355.2272082611256,3.2904367,0,0,946861.0,0,0,0,0,0,0,
1793,373.23774694242286,3.2904367,0,0,1203887.9,0,0,0,0,0,0,
1794,391.24821508173835,3.2904367,0,0,310093.22,0,0,0,0,0,0,
1795,414.26481295745003,3.2904367,0,0,108336.12,0,0,0,0,0,0,
1796,518.3176276685425,3.2904367,0,0,1983985.0,0,0,0,0,0,0,
1797,541.2996015350323,3.2904367,0,0,240452.48,0,0,0,0,0,0,
1798,553.3009306068122,3.2904367,0,0,1030988.94,0,0,0,0,0,0,
1799,570.3272688983394,3.2904367,0,0,1162640.1,0,0,0,0,0,0,
1800,575.2827058551935,3.2904367,0,0,566991.06,0,0,0,0,0,0,
1801,597.2178916259571,3.2904367,0,0,70173.49,0,0,0,0,0,0,
1802,637.2540664018115,3.2904367,0,0,84024.17,0,0,0,0,0,0,
1803,1018.601813722842,3.2904367,0,0,100654.58,0,0,0,0,0,0,
1804,154.08627890201575,3.29777,0,396524.97,0,0,0,0,0,0,0,
1805,168.10240794622044,3.29777,0,141284.78,0,0,0,0,0,0,0,
1806,272.12803951819666,3.29777,0,2748237.5,0,0,0,0,0,0,0,
1807,304.18127888623974,3.29777,0,7204910.5,0,0,0,0,0,0,0,
1808,304.1892946912298,3.29777,0,2767585.2,0,0,0,0,0,0,0,
1809,304.1969117253712,3.29777,0,1280332.5,0,0,0,0,0,0,0,
1810,285.131331609227,3.2984428,0,0,110093.71,0,0,0,0,0,0,
1811,303.8780600533842,3.3056533,0,849657.1,0,0,0,0,0,0,0,
1812,356.13409491689634,3.3056533,0,733774.9,0,0,0,0,0,0,0,
1813,361.0906645534252,3.3056533,0,319134.1,0,0,0,0,0,0,0,
1814,829.4384544953043,3.3056533,0,248087.6,0,0,0,0,0,0,0,
1815,339.1960431161175,3.3064783,0,0,101658.35,0,0,0,0,0,0,
1816,547.3468709020442,3.3064783,0,0,62037.504,0,0,0,0,0,0,
1817,702.3707092715005,3.3064783,0,0,164643.36,0,0,0,0,0,0,
1818,122.0965866761666,3.313522,0,207002.39,0,0,0,0,0,0,0,
1819,147.0441302554042,3.313522,0,840825.25,0,0,0,0,0,0,0,
1820,824.4861044609202,3.3140378,0,202818.55,381279.03,0,0,0,0,0,0,
1821,412.746868900421,3.3145533,0,0,225906.27,0,0,0,0,0,0,
1822,421.25987433569185,3.317972,0,190902.11,852580.0,0,0,0,0,0,0,
1823,476.17708114904303,3.3213906,0,385338.62,0,0,0,0,0,0,0,
1824,193.15919154882639,3.322672,0,0,65093.258,0,0,0,0,0,0,
1825,211.16967224325768,3.322672,0,0,257971.66,0,0,0,0,0,0,
1826,527.2472718407815,3.322672,0,0,85992.445,0,0,0,0,0,0,
1827,177.05469641529362,3.3371344,0,427251.34,0,0,0,0,0,0,0,
1828,316.1537669778406,3.3371344,0,292382.88,0,0,0,0,0,0,0,
1829,391.0998140933177,3.3371344,0,81640.71,0,0,0,0,0,0,0,
1830,1062.6283911261908,3.3419957,0,120452.68,64935.18,0,0,0,0,0,0,
1831,686.243627060708,3.345005,0,63513.01,0,0,0,0,0,0,0,
1832,531.8172118993999,3.345931,0,193631.94,562426.1,0,0,0,0,0,0,
1833,784.4905237762159,3.3460445,0,347802.88,213506.8,0,0,0,0,0,0,
1834,163.13330494740526,3.3468075,259364.23,0,176456.9,299486.7,313058.3,318041.62,312370.06,309681.78,343991.16,
1835,323.20115980909304,3.3470843,0,0,70856.43,0,0,0,0,0,0,
1836,523.3044953213986,3.3470843,0,0,98739.31,0,0,0,0,0,0,
1837,540.3305292197347,3.3471863,62953.965,925561.25,2305750.0,0,0,0,0,0,0,
1838,433.1133163171602,3.3496974,192667.44,0,0,0,0,0,0,0,0,
1839,401.2617749842799,3.34998,0,296378.6,497945.0,0,0,0,0,0,0,
1840,682.4048230990945,3.3502274,281585.47,392940.22,227305.06,267243.22,268790.38,265115.84,268717.97,283334.44,275265.03,
1841,180.16000965933497,3.351514,0,0,0,0,0,60973.594,60124.906,0,65778.7,
1842,185.1153876480053,3.3520865,0,0,0,0,65156.44,66796.734,60990.11,65977.55,76505.12,
1843,553.8304140524463,3.353632,0,317026.94,108260.016,0,0,0,0,0,0,
1844,212.16516230534063,3.3537712,0,0,71717.9,0,0,0,56795.516,0,0,
1845,341.21189769253704,3.3552759,0,0,96864.664,0,0,0,0,0,0,
1846,542.8086175950037,3.3552759,0,0,57456.492,0,0,0,0,0,0,
1847,707.217414960288,3.3608987,0,90044.82,0,0,0,0,0,0,0,
1848,330.6715669178565,3.368807,0,3963225.5,0,0,0,0,0,0,0,
1849,659.3329839427731,3.368807,0,1078737.4,0,0,0,0,0,0,0,
1850,584.3562537347653,3.370183,0,479130.12,909219.0,0,0,0,0,0,0,
1851,220.17001445622682,3.3715591,0,0,204894.95,0,0,0,0,0,0,
1852,330.17007492189913,3.3766944,0,1.0284764E7,0,0,0,0,0,0,0,
1853,478.22325142771984,3.3766944,0,107698.35,0,0,0,0,0,0,0,
1854,434.75977881363735,3.3781621,0,112396.07,164417.19,0,0,0,0,0,0,
1855,443.2731935572469,3.3781621,0,478894.97,738185.4,0,0,0,0,0,0,
1856,868.5114992425406,3.3781621,0,175873.94,194975.12,0,0,0,0,0,0,
1857,234.14928984120408,3.3796299,0,0,339860.7,0,0,0,0,0,0,
1858,547.3197111089632,3.3796299,0,0,66811.89,0,0,0,0,0,0,
1859,271.0601205780912,3.3832054,369106.84,0,0,0,0,0,0,0,0,
1860,447.0922323206016,3.3832054,2074910.9,0,0,0,0,0,0,0,0,
1861,577.1339561157466,3.3832054,342263.16,0,0,0,0,0,0,0,0,
1862,320.1496186465724,3.3845923,0,323226.47,0,0,0,0,0,0,0,
1863,339.17582635805917,3.3845923,0,560172.94,0,0,0,0,0,0,0,
1864,494.75147657672073,3.3845923,0,1599260.2,0,0,0,0,0,0,0,
1865,924.3287947070481,3.3845923,0,167711.64,0,0,0,0,0,0,0,
1866,545.3164040189597,3.386162,0,67029.34,113076.61,0,0,0,0,0,0,
1867,564.8216028917384,3.3877318,0,0,76620.43,0,0,0,0,0,0,
1868,562.3435957630666,3.3906898,95434.53,1872261.8,3784965.2,0,0,0,0,0,0,
1869,330.8394502637844,3.3925319,0,220638.19,0,0,0,0,0,0,0,
1870,553.8308165384653,3.3959131,0,0,587841.25,0,0,0,0,0,0,
1871,429.1525260734049,3.400103,165626.22,0,0,0,0,0,0,0,0,
1872,533.5538432853109,3.4004486,0,77031.586,0,0,0,0,0,0,0,
1873,731.4233613671112,3.4004486,0,48283.83,0,0,0,0,0,0,0,
1874,439.23132148926027,3.4040608,0,0,52561.812,0,0,0,0,0,0,
1875,262.1436458860302,3.4083734,0,279344.1,0,0,0,0,0,0,0,
1876,330.5046727943453,3.4083734,0,674088.94,0,0,0,0,0,0,0,
1877,488.24598647678795,3.4083734,0,89713.33,0,0,0,0,0,0,0,
1878,614.368270296173,3.4083734,0,57599.133,0,0,0,0,0,0,0,
1879,684.2652342078792,3.4083734,0,980110.75,0,0,0,0,0,0,0,
1880,209.08115244828892,3.408747,190388.4,0,0,0,0,0,0,0,0,
1881,423.2755526153459,3.4102566,0,279986.9,380185.75,0,0,0,0,0,0,
1882,597.8569133034653,3.4102566,0,62201.945,156355.17,0,0,0,0,0,0,
1883,606.3699241523979,3.4102566,0,618126.75,1134147.5,0,0,0,0,0,0,
1884,575.843728750222,3.4104714,0,71772.555,769406.8,0,0,0,0,0,0,
1885,876.4232041167453,3.41214,0,0,106957.98,0,0,0,0,0,0,
1886,726.4305759570562,3.4163067,0,138512.12,0,0,0,0,0,0,0,
1887,133.1015376662984,3.4202044,0,0,95930.83,0,0,0,0,0,0,
1888,537.3065901128311,3.4202044,0,0,246677.56,0,0,0,0,0,0,
1889,555.3357240329468,3.4202044,0,0,49004.664,0,0,0,0,0,0,
1890,582.3644405098913,3.4202044,0,0,167566.6,0,0,0,0,0,0,
1891,136.07584893101784,3.4242504,0,210098.2,0,0,0,0,0,0,0,
1892,168.1020659420809,3.4242504,0,342076.7,0,0,0,0,0,0,0,
1893,287.05542800853317,3.4242504,0,76248.16,0,0,0,0,0,0,0,
1894,290.1388030551955,3.4242504,0,6358333.5,0,0,0,0,0,0,0,
1895,316.1544857997818,3.4242504,0,187934.61,0,0,0,0,0,0,0,
1896,335.20107305224235,3.4282231,0,0,190490.31,0,0,0,0,0,0,
1897,339.1962460784891,3.4282231,0,0,169397.28,0,0,0,0,0,0,
1898,353.2117099434923,3.4282231,0,0,434656.78,0,0,0,0,0,0,
1899,357.20660418083486,3.4282231,0,0,151165.27,0,0,0,0,0,0,
1900,371.22237987389576,3.4282231,0,0,310817.75,0,0,0,0,0,0,
1901,385.20149228892495,3.4282231,0,0,121675.76,0,0,0,0,0,0,
1902,389.23283975112895,3.4282231,0,0,91129.23,0,0,0,0,0,0,
1903,567.3305442798496,3.4282231,0,0,114091.24,0,0,0,0,0,0,
1904,573.2658751367186,3.4282231,0,0,155993.45,0,0,0,0,0,0,
1905,586.8345125968519,3.4282231,0,0,100166.59,0,0,0,0,0,0,
1906,211.16964707169353,3.4362273,0,0,164195.06,0,0,0,0,0,0,
1907,339.23228547130094,3.4362273,0,0,94079.74,0,0,0,0,0,0,
1908,395.20486781073976,3.4362273,0,0,122250.05,0,0,0,0,0,0,
1909,456.7734146765071,3.4362273,0,0,103849.12,0,0,0,0,0,0,
1910,551.2857340777061,3.4362273,0,0,252718.6,0,0,0,0,0,0,
1911,568.3098978753,3.4362273,0,0,155100.67,0,0,0,0,0,0,
1912,596.3439235429681,3.4362273,0,0,166893.14,0,0,0,0,0,0,
1913,716.3859853715611,3.4362273,0,0,159142.9,0,0,0,0,0,0,
1914,912.5383906762999,3.4362273,0,0,134033.17,0,0,0,0,0,0,
1915,465.2864204207169,3.4381795,0,329559.94,560233.75,0,0,0,0,0,0,
1916,507.2179566113214,3.4401314,0,522838.6,0,0,0,0,0,0,0,
1917,575.8433407130594,3.4401314,0,316763.6,0,0,0,0,0,0,0,
1918,584.3566633249668,3.4426692,113888.85,1999073.8,3853765.8,0,0,0,0,0,0,
1919,285.17010729781094,3.4442482,0,0,356296.4,0,0,0,0,0,0,
1920,325.1626895110819,3.4442482,0,0,338354.94,0,0,0,0,0,0,
1921,1150.6817138582592,3.4442482,0,0,72667.82,0,0,0,0,0,0,
1922,687.3570504802055,3.452296,0,0,89992.98,0,0,0,0,0,0,
1923,323.16286475982184,3.4560773,0,325175.6,0,0,0,0,0,0,0,
1924,399.1073265904963,3.4560773,0,416913.56,0,0,0,0,0,0,0,
1925,645.3169273793079,3.4560773,0,108070.21,0,0,0,0,0,0,0,
1926,656.2708328211994,3.4560773,0,94612.25,0,0,0,0,0,0,0,
1927,682.2495733088883,3.4560773,0,203038.97,0,0,0,0,0,0,0,
1928,305.2481059223716,3.460371,0,0,89182.54,0,0,0,0,0,0,
1929,543.3148870184825,3.460371,0,0,276325.53,0,0,0,0,0,0,
1930,619.8703169825947,3.460371,0,0,149041.92,0,0,0,0,0,0,
1931,494.2176765180823,3.4639897,0,767413.94,0,0,0,0,0,0,0,
1932,707.2179269314948,3.4639897,0,151934.14,0,0,0,0,0,0,0,
1933,445.2890613792059,3.4684167,0,0,240643.92,0,0,0,0,0,0,
1934,330.1455003966196,3.4718752,0,334468.53,0,0,0,0,0,0,0,
1935,330.21023937960376,3.4718752,0,133594.0,0,0,0,0,0,0,0,
1936,332.1751425833002,3.4718752,0,147398.3,0,0,0,0,0,0,0,
1937,219.1020317471968,3.4729128,62110.61,0,44097.703,0,0,0,0,0,0,
1938,589.3435285746255,3.4765103,0,0,92649.945,0,0,0,0,0,0,
1939,164.82960903657934,3.47975,0,128938.29,0,0,0,0,0,0,0,
1940,317.16248726536537,3.47975,0,197116.14,0,0,0,0,0,0,0,
1941,328.4524002718035,3.47975,0,60888.02,0,0,0,0,0,0,0,
1942,330.1302256652114,3.47975,0,151875.48,0,0,0,0,0,0,0,
1943,330.13925532037933,3.47975,0,417975.28,0,0,0,0,0,0,0,
1944,330.17020833226445,3.47975,0,8.642356E7,0,0,0,0,0,0,0,
1945,330.201312025837,3.47975,0,541813.44,0,0,0,0,0,0,0,
1946,330.67088639538474,3.47975,0,3.4830724E7,0,0,0,0,0,0,0,
1947,331.90173122684513,3.47975,0,63381.523,0,0,0,0,0,0,0,
1948,435.55323821531016,3.47975,0,87836.72,0,0,0,0,0,0,0,
1949,478.22286653443854,3.47975,0,1317224.4,0,0,0,0,0,0,0,
1950,659.3326400047862,3.47975,0,1.2126717E7,0,0,0,0,0,0,0,
1951,597.8567349354012,3.4820719,0,309201.94,636857.75,0,0,0,0,0,0,
1952,606.3700318120128,3.483649,144266.55,2294653.8,4394926.5,0,0,0,0,0,0,
1953,1194.7081557128095,3.484579,0,0,72361.24,0,0,0,0,0,0,
1954,446.2025788993129,3.4876332,0,291405.88,0,0,0,0,0,0,0,
1955,628.3832854780546,3.4892793,215801.86,667144.1,0,0,0,0,0,0,0,
1956,292.06619486642944,3.4901237,0,238737.23,269499.6,0,0,0,0,0,0,
1957,608.8478162981199,3.4901237,0,62367.418,110798.69,0,0,0,0,0,0,
1958,571.2738404875588,3.4926145,0,0,102378.69,0,0,0,0,0,0,
1959,616.8350000604348,3.4926145,0,0,69400.77,0,0,0,0,0,0,
1960,487.2993019622497,3.4940677,0,228395.28,338239.8,0,0,0,0,0,0,
1961,318.17017516454797,3.4955206,0,565307.6,0,0,0,0,0,0,0,
1962,451.1582848088405,3.4955206,0,114500.68,0,0,0,0,0,0,0,
1963,668.2705619551593,3.4955206,0,4856417.0,0,0,0,0,0,0,0,
1964,780.3232142911418,3.4955206,0,287613.53,0,0,0,0,0,0,0,
1965,650.3964397753939,3.5030375,56225.64,803841.9,1570354.5,0,0,0,0,0,0,
1966,296.18585951376957,3.5034437,0,199787.47,0,0,0,0,0,0,0,
1967,507.21780233597514,3.5034437,0,318858.1,0,0,0,0,0,0,0,
1968,524.2278062314231,3.5034437,0,56296.89,0,0,0,0,0,0,0,
1969,351.19623003057745,3.5086749,0,0,37593.707,0,0,0,0,0,0,
1970,369.20679290979234,3.5086749,0,0,57240.027,0,0,0,0,0,0,
1971,338.16798299205885,3.5113914,0,63555.855,0,0,0,0,0,0,0,
1972,269.1363181277218,3.5179737,0,97720.57,143428.03,0,0,0,0,0,0,
1973,334.16495537149245,3.5193374,0,152733.2,0,0,0,0,0,0,0,
1974,413.20101337519077,3.5193374,0,56875.207,0,0,0,0,0,0,0,
1975,518.3325667913695,3.5193374,0,93063.055,0,0,0,0,0,0,0,
1976,523.2878985385469,3.5193374,0,69170.055,0,0,0,0,0,0,0,
1977,652.3249176816389,3.5193374,0,146287.77,0,0,0,0,0,0,0,
1978,133.1014427066636,3.524556,0,0,51143.22,0,0,0,0,0,0,
1979,257.1538662613369,3.524556,0,0,103365.33,0,0,0,0,0,0,
1980,319.2060739166704,3.524556,0,0,110943.125,0,0,0,0,0,0,
1981,337.21647037779303,3.524556,0,0,2254564.2,0,0,0,0,0,0,
1982,339.23402395347756,3.524556,0,0,116879.57,0,0,0,0,0,0,
1983,355.22710885582086,3.524556,0,0,3119573.2,0,0,0,0,0,0,
1984,357.2431118390833,3.524556,0,0,75111.81,0,0,0,0,0,0,
1985,373.23787862170076,3.524556,0,0,1058874.9,0,0,0,0,0,0,
1986,396.25379004455147,3.524556,0,0,114651.555,0,0,0,0,0,0,
1987,517.2800398307907,3.524556,0,0,115504.32,0,0,0,0,0,0,
1988,535.2905142442213,3.524556,0,0,158073.81,0,0,0,0,0,0,
1989,553.3009311456566,3.524556,0,0,1252811.8,0,0,0,0,0,0,
1990,556.2029033227337,3.524556,0,0,194227.75,0,0,0,0,0,0,
1991,561.1585506412843,3.524556,0,0,131337.33,0,0,0,0,0,0,
1992,570.3275349962416,3.524556,0,0,711075.9,0,0,0,0,0,0,
1993,575.282809242344,3.524556,0,0,1044875.2,0,0,0,0,0,0,
1994,597.2180041648747,3.524556,0,0,83870.49,0,0,0,0,0,0,
1995,606.2129101407136,3.524556,0,0,103849.805,0,0,0,0,0,0,
1996,613.3597040656015,3.524556,0,0,82014.04,0,0,0,0,0,0,
1997,630.860441302862,3.524556,0,0,128000.87,0,0,0,0,0,0,
1998,637.2537019376322,3.524556,0,0,135252.12,0,0,0,0,0,0,
1999,638.2470059269244,3.524556,0,0,100622.266,0,0,0,0,0,0,
2000,1238.733298894976,3.524556,0,0,76798.59,0,0,0,0,0,0,
2001,619.8699186294436,3.52593,0,360724.3,628807.8,0,0,0,0,0,0,
2002,628.3830107025984,3.52593,0,2321665.2,6419187.5,0,0,0,0,0,0,
2003,339.1756792735065,3.527304,0,326265.25,0,0,0,0,0,0,0,
2004,487.7435857372239,3.527304,0,426167.44,0,0,0,0,0,0,0,
2005,611.3574790466106,3.5324955,0,0,87009.75,0,0,0,0,0,0,
2006,638.8481959016082,3.5324955,0,0,79501.586,0,0,0,0,0,0,
2007,641.8832983310683,3.533811,0,246815.4,154922.77,0,0,0,0,0,0,
2008,641.8832875895487,3.5339932,0,81052.29,599777.25,0,0,0,0,0,0,
2009,262.1439646611144,3.535254,0,363653.94,0,0,0,0,0,0,0,
2010,320.14977713874356,3.535254,0,121120.484,0,0,0,0,0,0,0,
2011,672.4094036508403,3.5415165,63474.062,749401.75,1612787.8,0,0,0,0,0,0,
2012,330.14551707541216,3.5431683,0,101054.71,0,0,0,0,0,0,0,
2013,149.13279648403113,3.5484452,0,0,42488.32,0,0,0,0,0,0,
2014,201.1641155987285,3.5484452,0,0,86174.85,0,0,0,0,0,0,
2015,439.23123306537155,3.5484452,0,0,270670.4,0,0,0,0,0,0,
2016,509.31271298213767,3.5484452,0,0,208823.58,0,0,0,0,0,0,
2017,175.1483939914753,3.5497465,0,218886.45,118025.27,0,0,0,0,0,0,
2018,330.1393686398015,3.5510788,0,134800.61,0,0,0,0,0,0,0,
2019,330.19466294307443,3.5510788,0,73821.04,0,0,0,0,0,0,0,
2020,495.25325878991634,3.5510788,0,3893250.5,0,0,0,0,0,0,0,
2021,684.265260400138,3.5510788,0,4205197.0,0,0,0,0,0,0,0,
2022,351.196148788546,3.55646,0,0,90329.48,0,0,0,0,0,0,
2023,359.22221142309496,3.55646,0,0,81899.58,0,0,0,0,0,0,
2024,369.2068052008681,3.55646,0,0,139011.0,0,0,0,0,0,0,
2025,341.2117443820962,3.564462,0,0,210859.77,0,0,0,0,0,0,
2026,405.2278409548644,3.564462,0,0,182837.97,0,0,0,0,0,0,
2027,660.8609161508723,3.564462,0,0,87427.61,0,0,0,0,0,0,
2028,534.2914916509383,3.5669577,0,77955.734,0,0,0,0,0,0,0,
2029,539.2458933944876,3.5669577,0,62165.492,0,0,0,0,0,0,0,
2030,650.3964295685565,3.5685682,201614.08,2255500.8,5360151.0,0,0,0,0,0,0,
2031,285.17011037175894,3.572466,0,0,185341.9,0,0,0,0,0,0,
2032,323.2010650166405,3.572466,0,0,133883.38,0,0,0,0,0,0,
2033,325.16275535459545,3.572466,0,0,157428.92,0,0,0,0,0,0,
2034,357.1890445386524,3.572466,0,0,170386.2,0,0,0,0,0,0,
2035,633.3704788091164,3.572466,0,0,69926.09,0,0,0,0,0,0,
2036,652.8736693156717,3.572466,0,0,169956.19,0,0,0,0,0,0,
2037,507.2180961820772,3.5749369,0,163941.55,0,0,0,0,0,0,0,
2038,694.4224799466768,3.5796082,67780.58,722861.6,1668038.8,0,0,0,0,0,0,
2039,291.18066794321714,3.5804534,0,0,98495.26,0,0,0,0,0,0,
2040,313.2164471160337,3.5804534,0,0,42609.305,0,0,0,0,0,0,
2041,331.22695495195825,3.5804534,0,0,53501.25,0,0,0,0,0,0,
2042,371.22262590102986,3.5804534,0,0,72111.71,0,0,0,0,0,0,
2043,391.2483307829725,3.5804534,0,0,202666.78,0,0,0,0,0,0,
2044,468.9604618051279,3.5804534,0,0,65170.5,0,0,0,0,0,0,
2045,469.2947472643088,3.5804534,0,0,44050.484,0,0,0,0,0,0,
2046,521.3115536099515,3.5804534,0,0,299450.88,0,0,0,0,0,0,
2047,538.3380418211499,3.5804534,0,0,156118.58,0,0,0,0,0,0,
2048,566.3691921621697,3.5804534,0,0,232953.36,0,0,0,0,0,0,
2049,1282.7609101656426,3.5804534,0,0,49354.332,0,0,0,0,0,0,
2050,685.9093599203436,3.5816815,0,56080.52,148140.14,0,0,0,0,0,0,
2051,313.16249212946417,3.5822659,109075.62,183331.0,262378.34,0,0,0,0,0,0,
2052,323.16270712669314,3.5829096,0,1717155.6,0,0,0,0,0,0,0,
2053,338.16790006148767,3.5829096,0,242461.77,0,0,0,0,0,0,0,
2054,399.10761244739444,3.5829096,0,315954.1,0,0,0,0,0,0,0,
2055,515.2491358839761,3.5829096,0,90800.73,0,0,0,0,0,0,0,
2056,645.3178863198199,3.5829096,0,670058.9,0,0,0,0,0,0,0,
2057,707.2188774316331,3.5829096,0,134923.48,0,0,0,0,0,0,0,
2058,336.2382403033086,3.5830884,103897.06,145504.2,0,86144.98,0,0,0,92755.07,0,
2059,624.2294471570806,3.5834353,123560.914,0,0,0,0,0,0,0,0,
2060,830.4386476794828,3.588447,0,0,378988.88,0,0,0,0,0,0,
2061,879.5333133973007,3.588447,0,0,58520.62,0,0,0,0,0,0,
2062,531.3254169763811,3.596424,0,0,126313.98,0,0,0,0,0,0,
2063,272.164861314477,3.5988638,0,166178.11,0,0,0,0,0,0,0,
2064,317.16273306500767,3.5988638,0,198541.28,0,0,0,0,0,0,0,
2065,435.55392876982904,3.5988638,0,393700.16,0,0,0,0,0,0,0,
