row ID;row m/z;row retention time;20250402_PMA_tp24_dbgi_007523_01_01.mzML Peak area;20250402_PMA_tp24_dbgi_007810_01_01.mzML Peak area;20250402_PMA_tp24_dbgi_007811_01_01.mzML Peak area;20250402_PMA_tp24_dbgi_mapp_bk_post_00.mzML Peak area;20250402_PMA_tp24_dbgi_mapp_bk_post_01.mzML Peak area;20250402_PMA_tp24_dbgi_mapp_bk_pre_00.mzML Peak area;20250402_PMA_tp24_dbgi_mapp_bk_pre_01.mzML Peak area;20250402_PMA_tp24_dbgi_tp24_bk_00.mzML Peak area;20250402_PMA_tp24_dbgi_tp24_bk_01.mzML Peak area
1322;296.1130351;2.4746263;152163.86;0;0;0;0;0;0;0;0
1323;442.2292411;2.475079;0;89080.78;175518.39;0;0;0;0;0;0
1324;147.0444497;2.479178;0;144815.31;322694.12;0;0;0;0;0;0
1325;278.1391977;2.4826362;0;410499;0;0;0;0;0;0;0
1326;209.1541979;2.4841383;0;0;200388.45;0;0;0;0;0;0
1327;411.1998363;2.4841383;0;0;196802.8;0;0;0;0;0;0
1328;521.2729402;2.4841383;0;0;437938.38;0;0;0;0;0;0
1329;1219.301174;2.490986;0;203727.34;0;0;0;0;0;0;0
1330;295.1576845;2.4969454;0;0;0;108769.99;0;0;112235.32;0;112787.016
1331;207.0658251;2.500957;0;0;255508.38;0;0;0;0;0;0
1332;404.1555458;2.500957;0;0;284990.97;0;0;0;0;0;0
1333;248.1283749;2.5073965;0;2923288.5;0;0;0;0;0;0;0
1334;528.2713269;2.5073965;0;49864.508;0;0;0;0;0;0;0
1335;320.1497393;2.5155692;0;221032.05;0;0;0;0;0;0;0
1336;322.1652295;2.5155692;0;1038537.44;0;0;0;0;0;0;0
1337;149.0965633;2.5174963;0;0;94200.875;0;0;0;0;0;0
1338;189.127882;2.5174963;0;0;87325.945;0;0;0;0;0;0
1339;409.1836157;2.5174963;0;0;498407.53;0;0;0;0;0;0
1340;432.2600553;2.5174963;0;0;243772.22;0;0;0;0;0;0
1341;289.1913968;2.523811;0;136279.4;0;0;0;0;0;0;0
1342;207.1384394;2.5248327;0;91005.875;690774.2;0;0;0;0;0;0
1343;209.1541295;2.525811;0;0;116687.59;0;0;0;0;0;0
1344;411.1999519;2.525811;0;0;152811.83;0;0;0;0;0;0
1345;248.150254;2.542713;0;0;70084.97;0;0;0;0;0;0
1346;472.2760976;2.545909;0;164021.2;331372.06;0;0;0;0;0;0
1347;250.1077652;2.5491047;0;402715.38;0;0;0;0;0;0;0
1348;458.2651679;2.5711508;195727.92;0;0;0;0;0;0;0;0
1349;496.2445498;2.5747523;0;587018.1;0;0;0;0;0;0;0
1350;197.1178547;2.576921;0;0;109088.29;0;0;0;0;0;0
1351;637.1041851;2.5794818;235296.39;0;0;0;0;0;0;0;0
1352;639.1191447;2.5794818;583201.2;0;0;0;0;0;0;0;0
1353;147.0443756;2.5831501;0;426898.5;0;0;0;0;0;0;0
1354;388.1238998;2.5831501;0;147435.52;0;0;0;0;0;0;0
1355;393.0792993;2.5831501;0;72837.51;0;0;0;0;0;0;0
1356;432.2808487;2.5849874;498568.56;919587.25;1109252.5;467735.12;485392.5;506226.6;502729.4;486321.8;507936.9
1357;409.1843339;2.585198;0;0;84987.836;0;0;0;0;0;0
1358;411.1996199;2.585198;0;0;516397.1;0;0;0;0;0;0
1359;177.0551587;2.588595;0;168265.08;129861.12;0;0;0;0;0;0
1360;175.1487183;2.5934937;0;0;234323.58;0;0;0;0;0;0
1361;191.1435929;2.5934937;0;0;251144.23;0;0;0;0;0;0
1362;406.2444723;2.5934937;0;0;97696.516;0;0;0;0;0;0
1363;248.1285626;2.5997708;0;574455.3;0;0;0;0;0;0;0
1364;486.2554455;2.5997708;0;74976.766;0;0;0;0;0;0;0
1365;407.1823261;2.6193955;0;0;61311.152;0;0;0;0;0;0
1366;510.2605118;2.6339498;0;370179.22;0;0;0;0;0;0;0
1367;311.0766058;2.6422477;0;185914.8;0;0;0;0;0;0;0
1368;334.1653334;2.6422477;0;167611.73;0;0;0;0;0;0;0
1369;346.1137759;2.6422477;0;318436.75;0;0;0;0;0;0;0
1370;351.0691247;2.6422477;0;244402.3;0;0;0;0;0;0;0
1371;193.1593673;2.6449287;0;0;342864.03;0;0;0;0;0;0
1372;408.2600809;2.6449287;0;0;116702.22;0;0;0;0;0;0
1373;413.2155677;2.6449287;0;0;295067.97;0;0;0;0;0;0
1374;469.1330789;2.6449287;0;0;122808.67;0;0;0;0;0;0
1375;374.2208339;2.6490045;0;126583.2;102869.05;142324.45;0;0;150106.27;0;145552.52
1376;178.1230011;2.6504643;0;865302.75;0;0;0;0;0;0;0
1377;173.1329323;2.6510715;0;146866.19;108626.48;0;0;0;0;0;0
1378;175.148812;2.6533787;0;0;79550.16;0;0;0;0;0;0
1379;209.1651942;2.6586893;0;365701.3;0;0;0;0;0;0;0
1380;278.1391275;2.6586893;0;88020.29;0;0;0;0;0;0;0
1381;1203.306372;2.6586893;0;209603.16;0;0;0;0;0;0;0
1382;264.1598134;2.6669412;0;257925.6;0;0;0;0;0;0;0
1383;191.1436348;2.6702662;0;0;41035.598;0;0;0;0;0;0
1384;209.1542662;2.6702662;0;0;50944.15;0;0;0;0;0;0
1385;347.1730727;2.6752787;0;187236.28;0;0;0;0;0;0;0
1386;444.2445792;2.6752787;0;200826.34;0;0;0;0;0;0;0
1387;516.3021907;2.677012;0;263418.6;663985.6;0;0;0;0;0;0
1388;460.2400505;2.6870556;0;0;123966.51;0;0;0;0;0;0
1389;306.1339043;2.7005222;0;282327.7;0;0;0;0;0;0;0
1390;1439.310131;2.7035477;74567.09;0;0;0;0;0;0;0;0
1391;668.2710284;2.7086492;0;465857.12;0;0;0;0;0;0;0
1392;337.2168281;2.71207;0;0;160388.6;0;0;0;0;0;0
1393;355.2274087;2.71207;0;0;336695.88;0;0;0;0;0;0
1394;373.2380105;2.71207;0;0;268680.75;0;0;0;0;0;0
1395;391.2483407;2.71207;0;0;165579.78;0;0;0;0;0;0
1396;553.301572;2.71207;0;0;380078.62;0;0;0;0;0;0
1397;570.3281879;2.71207;0;0;161320.05;0;0;0;0;0;0
1398;575.2823148;2.71207;0;0;120320.18;0;0;0;0;0;0
1399;598.3595962;2.71207;0;0;225382.02;0;0;0;0;0;0
1400;550.2860573;2.71662;0;121354.34;0;0;0;0;0;0;0
1401;555.2414748;2.71662;0;84938.195;0;0;0;0;0;0;0
1402;476.3069881;2.718991;504028.2;1358274.2;1347698;437515.34;452821.16;467194.66;455379.28;449361.75;449709.88
1403;140.107129;2.7245657;0;136761.08;0;0;0;0;0;0;0
1404;168.1020909;2.7245657;0;155186.12;0;0;0;0;0;0;0
1405;262.1437361;2.7245657;0;1.26E+07;0;0;0;0;0;0;0
1406;290.1386517;2.7245657;0;5088050.5;0;0;0;0;0;0;0
1407;307.1025527;2.7245657;0;77870.44;0;0;0;0;0;0;0
1408;530.2808467;2.7245657;0;88500.93;0;0;0;0;0;0;0
1409;142.1228914;2.732545;0;80588.055;0;0;0;0;0;0;0
1410;179.070796;2.745174;0;0;276990.94;0;0;0;0;0;0
1411;197.0814219;2.745174;0;0;199236.81;0;0;0;0;0;0
1412;390.1397417;2.745174;0;0;765566.2;0;0;0;0;0;0
1413;395.0952048;2.745174;0;0;583114;0;0;0;0;0;0
1414;457.2419471;2.7620487;0;0;97688.414;0;0;0;0;0;0
1415;193.1593033;2.7703216;0;0;117391.65;0;0;0;0;0;0
1416;210.1494948;2.7703216;0;0;46137.58;0;0;0;0;0;0
1417;227.1647236;2.7703216;0;0;71171.25;0;0;0;0;0;0
1418;254.1756374;2.7703216;0;0;296618.12;0;0;0;0;0;0
1419;339.1082226;2.7703216;0;0;88071.945;0;0;0;0;0;0
1420;361.0899952;2.7703216;0;0;142613.34;0;0;0;0;0;0
1421;490.2864776;2.7720528;0;130120.88;233847.7;0;0;0;0;0;0
1422;278.139003;2.7737842;0;193945.9;0;0;0;0;0;0;0
1423;684.2652454;2.7737842;0;1949329.9;0;0;0;0;0;0;0
1424;147.0443531;2.7760737;0;86082.8;476804.34;0;0;0;0;0;0
1425;276.1232568;2.7818258;0;4198895;0;0;0;0;0;0;0
1426;325.0921405;2.7818258;0;143929.31;0;0;0;0;0;0;0
1427;360.1291093;2.7818258;0;313158.47;0;0;0;0;0;0;0
1428;365.0846677;2.7818258;0;140265.38;0;0;0;0;0;0;0
1429;642.255225;2.7818258;0;76904.15;0;0;0;0;0;0;0
1430;1151.245916;2.7817824;54532.58;0;0;0;0;0;0;0;0
1431;418.2470381;2.7841427;325823.34;305434.97;257786.75;309701.12;313328.75;332802.84;331333.47;324641.2;333374.56
1432;863.18139;2.7897823;143733.06;0;0;0;0;0;0;0;0
1433;865.1965071;2.7897823;1296418.5;0;0;0;0;0;0;0;0
1434;887.1788909;2.7897823;105320.195;0;0;0;0;0;0;0;0
1435;262.1440458;2.7898653;0;3241411;0;0;0;0;0;0;0
1436;1728.377601;2.7897823;49169.074;0;0;0;0;0;0;0;0
1437;149.0965788;2.7951758;0;0;64185.312;0;0;0;0;0;0
1438;191.1435545;2.7951758;0;0;162354.84;0;0;0;0;0;0
1439;209.154165;2.7951758;0;0;485579.7;0;0;0;0;0;0
1440;389.2174079;2.7951758;0;0;89407.2;0;0;0;0;0;0
1441;411.199747;2.7951758;0;0;377785.25;0;0;0;0;0;0
1442;434.2758645;2.7951758;0;0;85357.62;0;0;0;0;0;0
1443;453.2107602;2.7951758;0;0;68036.125;0;0;0;0;0;0
1444;543.3020416;2.7951758;0;0;147836.42;0;0;0;0;0;0
1445;560.328132;2.7965622;0;438959.25;1104706.9;0;0;0;0;0;0
1446;442.2698473;2.7977781;9141296;0;0;0;0;0;0;0;0
1447;307.1027521;2.7979486;0;131273.69;0;0;0;0;0;0;0
1448;410.2022593;2.7979486;0;471296.1;0;0;0;0;0;0;0
1449;415.1578225;2.7979486;0;267260.97;0;0;0;0;0;0;0
1450;1439.308853;2.8057804;307696.12;0;0;0;0;0;0;0;0
1451;412.2183942;2.8116233;0;0;1413216.1;0;0;0;0;0;0
1452;417.1738091;2.8116233;0;0;641331.9;0;0;0;0;0;0
1453;433.1507594;2.8116233;0;0;58161.4;0;0;0;0;0;0
1454;434.2029904;2.8116233;0;0;551642.56;0;0;0;0;0;0
1455;440.2503449;2.8116233;0;0;55564.113;0;0;0;0;0;0
1456;287.0549777;2.8138177;974851.8;0;0;0;0;0;0;0;0
1457;425.0868095;2.8138177;900103.7;0;0;0;0;0;0;0;0
1458;575.1183578;2.8138177;238380.17;0;0;0;0;0;0;0;0
1459;577.1334433;2.8138177;3264772.2;0;0;0;0;0;0;0;0
1460;639.0619252;2.8138177;128502.1;0;0;0;0;0;0;0;0
1461;219.1496596;2.8144693;0;128575.27;0;0;0;0;0;0;0
1462;488.2706091;2.8144693;0;390206.03;0;0;0;0;0;0;0
1463;453.343956;2.8158443;76697.01;0;0;0;0;0;0;121442.44;0
1464;347.1731545;2.8228736;0;190523.11;0;0;0;0;0;0;0
1465;241.1051788;2.8338141;0;69548.555;126099.1;0;0;0;0;0;0
1466;520.3332679;2.8357773;514957.4;1172001.4;1581271.5;354549.94;377809.47;387025.1;389384.06;374993.34;392889.34
1467;155.7774071;2.8378384;84084.84;0;0;0;0;0;0;0;0
1468;271.060105;2.8378384;287693.8;0;0;0;0;0;0;0;0
1469;623.123834;2.8378384;7333856;0;0;0;0;0;0;0;0
1470;645.1067207;2.8378384;388304.1;0;0;0;0;0;0;0;0
1471;685.0521407;2.8378384;151862.89;0;0;0;0;0;0;0;0
1472;702.1005167;2.8378384;44448.098;0;0;0;0;0;0;0;0
1473;717.062919;2.8378384;117271.5;0;0;0;0;0;0;0;0
1474;1149.230234;2.8378384;58778.66;0;0;0;0;0;0;0;0
1475;137.0965222;2.8445544;0;0;200888.44;0;0;0;0;0;0
1476;189.1279208;2.8445544;0;0;109065.47;0;0;0;0;0;0
1477;313.2167346;2.8445544;0;0;220060.8;0;0;0;0;0;0
1478;339.1962342;2.8445544;0;0;111787.59;0;0;0;0;0;0
1479;409.1839124;2.8445544;0;0;332063.44;0;0;0;0;0;0
1480;219.1749397;2.8527522;0;0;41927.363;0;0;0;0;0;0
1481;357.2066888;2.8527522;0;0;114322.3;0;0;0;0;0;0
1482;172.1335394;2.8599052;246779.58;352264.22;141234.39;0;0;0;0;0;0
1483;163.1122637;2.8610878;0;0;63561.516;0;0;0;0;0;0
1484;457.2418815;2.8610878;0;0;128790.47;0;0;0;0;0;0
1485;440.2547742;2.8622944;385253.3;0;0;0;0;0;0;0;0
1486;181.1226776;2.8626835;284874.38;90660.51;316658.22;0;0;0;0;0;0
1487;325.092424;2.864669;0;105416.195;0;0;0;0;0;0;0
1488;360.1292833;2.864669;0;388178.8;0;0;0;0;0;0;0
1489;365.0849107;2.864669;0;122553.5;0;0;0;0;0;0;0
1490;472.2806581;2.87069;905623.5;0;0;0;0;0;0;0;0
1491;348.1807786;2.881096;0;2324362.8;0;0;0;0;0;0;0
1492;534.3129838;2.8866563;0;0;215221.42;0;0;0;0;0;0
1493;572.2915061;2.8890688;0;114610.7;0;0;0;0;0;0;0
1494;140.1071594;2.8969874;0;86386.42;0;0;0;0;0;0;0
1495;262.1440173;2.8969874;0;1456260;0;0;0;0;0;0;0
1496;611.160449;2.8969874;0;8836516;0;0;0;0;0;0;0
1497;633.1429322;2.8969874;0;1598017.8;0;0;0;0;0;0;0
1498;649.1158385;2.8969874;0;122720.44;0;0;0;0;0;0;0
1499;673.0886888;2.8969874;0;98004.83;0;0;0;0;0;0;0
1500;695.1134359;2.8969874;0;114819.84;0;0;0;0;0;0;0
1501;207.1382971;2.8975265;141523.39;172793.58;168007.48;0;0;0;0;0;0
1502;587.3281475;2.9032414;0;0;135081.27;0;0;0;0;0;0
1503;604.3544996;2.904081;0;672138.1;1406825.8;0;0;0;0;0;0
1504;462.2733246;2.9044755;495513.75;562220.3;429065.62;559153.75;541791;571091.5;574882.75;576597.94;589319.4
1505;177.0548244;2.9049208;0;70622.055;0;0;0;0;0;0;0
1506;273.0395442;2.9049208;0;213674.25;0;0;0;0;0;0;0
1507;626.1722136;2.9049208;0;415471.53;0;0;0;0;0;0;0
1508;404.1556734;2.9115124;0;0;285497.84;0;0;0;0;0;0
1509;411.2000601;2.9115124;0;0;68232.87;0;0;0;0;0;0
1510;754.44454;2.9115124;0;0;73088.13;0;0;0;0;0;0
1511;291.206994;2.9128747;0;72711.016;0;0;0;0;0;0;0
1512;334.1650902;2.9128747;0;374453.3;0;0;0;0;0;0;0
1513;631.1277315;2.9128747;0;111858.09;0;0;0;0;0;0;0
1514;577.1340588;2.9133463;86327.02;0;0;0;0;0;0;0;0
1515;653.1349633;2.9133463;731985.56;0;0;0;0;0;0;0;0
1516;684.2657151;2.9209664;0;516139.2;0;0;0;0;0;0;0
1517;1151.246392;2.9217794;209611.77;0;0;0;0;0;0;0;0
1518;1439.308531;2.9303398;70755.51;0;0;0;0;0;0;0;0
1519;532.2968154;2.9371414;0;481953.22;0;0;0;0;0;0;0
1520;564.3594655;2.9418275;393298.94;1381268.6;1705738.4;286422.9;284338.38;291457.84;299186.28;300319.72;297916.75
1521;219.1748926;2.944783;0;0;131613.06;0;0;0;0;0;0
1522;335.2011411;2.944783;0;0;143494.22;0;0;0;0;0;0
1523;353.2117352;2.944783;0;0;332320.44;0;0;0;0;0;0
1524;371.2222914;2.944783;0;0;279006.78;0;0;0;0;0;0
1525;389.2327953;2.944783;0;0;165594.23;0;0;0;0;0;0
1526;457.2415326;2.944783;0;0;267619.88;0;0;0;0;0;0
1527;548.2921495;2.944783;0;0;238074.48;0;0;0;0;0;0
1528;575.282761;2.944783;0;0;307370.66;0;0;0;0;0;0
1529;167.0639585;2.9451976;0;60275.043;0;0;0;0;0;0;0
1530;401.1600177;2.9451976;0;94340.15;0;0;0;0;0;0;0
1531;668.2704879;2.9451976;0;5431412;0;0;0;0;0;0;0
1532;698.2815789;2.9451976;0;99789.83;0;0;0;0;0;0;0
1533;301.0346253;2.9521155;80722.37;894970.94;0;0;0;0;0;0;0
1534;212.1650031;2.9544592;0;123405.48;113923;0;0;102891.41;104980;108227.26;108828.57
1535;303.0500079;2.9566133;324365.38;9764565;0;0;0;0;0;0;0
1536;465.1031254;2.9566133;189445.34;1526443.6;0;0;0;0;0;0;0
1537;339.1759048;2.9614766;0;157720.31;0;0;0;0;0;0;0
1538;347.1731379;2.9614766;0;440091.62;0;0;0;0;0;0;0
1539;716.2923029;2.9614766;0;69240.95;0;0;0;0;0;0;0
1540;468.250872;2.969735;0;139774.89;0;0;0;0;0;0;0
1541;656.2713488;2.969735;0;122566.805;0;0;0;0;0;0;0
1542;248.1285102;2.9779994;0;214913.03;0;0;0;0;0;0;0
1543;553.2259081;2.9859953;0;327350.16;0;0;0;0;0;0;0
1544;322.1285725;2.9907978;609384.2;0;0;0;0;0;0;0;0
1545;307.1028057;2.9939368;0;159954.77;0;0;0;0;0;0;0
1546;316.0581582;2.9939368;0;107489.914;0;0;0;0;0;0;0
1547;331.0814086;2.9939368;0;5319388.5;0;0;0;0;0;0;0
1548;346.1653806;2.9939368;0;92823.71;0;0;0;0;0;0;0
1549;410.2025509;2.9939368;0;535935.2;0;0;0;0;0;0;0
1550;493.1345444;2.9939368;0;544895.8;0;0;0;0;0;0;0
1551;616.3184938;2.9939368;0;89816.02;0;0;0;0;0;0;0
1552;639.1923237;2.9939368;0;1813664.9;0;0;0;0;0;0;0
1553;801.2445681;2.9939368;0;3890589.8;0;0;0;0;0;0;0
1554;823.2266459;2.9939368;0;1198007.2;0;0;0;0;0;0;0
1555;845.1620841;2.9939368;0;172135.89;0;0;0;0;0;0;0
1556;408.2508204;2.9953306;0;0;55047.363;0;0;0;0;0;0
1557;578.3388327;2.9953306;0;0;233483.84;0;0;0;0;0;0
1558;1153.2616;2.9993103;59978.54;0;0;0;0;0;0;0;0
1559;415.1579139;3.001893;0;590369.94;0;0;0;0;0;0;0
1560;648.3807921;3.0026212;0;738507.4;1782008.2;0;0;0;0;0;0
1561;133.1015779;3.0033493;0;0;51424.652;0;0;0;0;0;0
1562;145.1015325;3.0033493;0;0;58167.527;0;0;0;0;0;0
1563;359.2221147;3.0033493;0;0;641959.94;0;0;0;0;0;0
1564;591.2780673;3.0033493;0;0;671854.7;0;0;0;0;0;0
1565;614.3541052;3.0033493;0;0;79843.46;0;0;0;0;0;0
1566;798.4704951;3.0033493;0;0;91215.38;0;0;0;0;0;0
1567;303.0502725;3.0099118;0;323540.34;0;0;0;0;0;0;0
1568;463.1930262;3.0099118;0;83517.04;0;0;0;0;0;0;0
1569;465.1036227;3.0099118;0;202420.23;0;0;0;0;0;0;0
1570;323.2010733;3.0113888;0;0;1450644.9;0;0;0;0;0;0
1571;335.2010969;3.0113888;0;0;262563.66;0;0;0;0;0;0
1572;341.2116974;3.0113888;0;0;1063983.9;0;0;0;0;0;0
1573;353.211678;3.0113888;0;0;499913.12;0;0;0;0;0;0
1574;371.222253;3.0113888;0;0;326562.88;0;0;0;0;0;0
1575;569.2960119;3.0113888;0;0;664691.1;0;0;0;0;0;0
1576;506.2996918;3.0144134;644353.06;632466.8;576968.5;680962.5;700324.9;708909.06;726469.25;725499.4;711441.56
1577;604.3547091;3.019495;0;0;80427.23;0;0;0;0;0;0
1578;398.2435211;3.0246997;241526.16;0;0;0;0;0;0;0;0
1579;863.1815727;3.0246997;194104.28;0;0;0;0;0;0;0;0
1580;499.2633633;3.0260324;0;104146.74;0;0;0;0;0;0;0
1581;259.0970453;3.0308385;0;446022.5;35718.723;0;0;0;0;0;0
1582;451.1603699;3.0339344;0;84732.94;0;0;0;0;0;0;0
1583;468.1870254;3.0339344;0;115113.875;0;0;0;0;0;0;0
1584;608.3859452;3.0379896;315175.34;1594549.1;1608731.4;205022.14;0;211460.89;225402.84;0;0
1585;140.1070958;3.041822;0;2700947.2;0;0;0;0;0;0;0
1586;206.0815847;3.041822;0;68075.02;0;0;0;0;0;0;0
1587;220.0610043;3.041822;0;57385.594;0;0;0;0;0;0;0
1588;234.0763313;3.041822;0;177447.19;0;0;0;0;0;0;0
1589;252.0867956;3.041822;0;3554421.2;0;0;0;0;0;0;0
1590;262.1216679;3.041822;0;389162.97;0;0;0;0;0;0;0
1591;262.1263893;3.041822;0;341805.28;0;0;0;0;0;0;0
1592;262.1435845;3.041822;0;5.98E+07;0;0;0;0;0;0;0
1593;262.1719992;3.041822;0;124842.29;0;0;0;0;0;0;0
1594;265.1520164;3.041822;0;72106.016;0;0;0;0;0;0;0
1595;274.0686145;3.041822;0;592602.9;0;0;0;0;0;0;0
1596;513.2233675;3.041822;0;403779;0;0;0;0;0;0;0
1597;576.3226973;3.041822;0;424885.62;0;0;0;0;0;0;0
1598;190.9933228;3.0490832;0;0;0;0;0;0;0;0;228611.34
1599;262.1656661;3.0497177;0;317567.88;0;0;0;0;0;0;0
1600;282.1701371;3.0497177;0;950031;0;0;0;0;0;0;0
1601;287.0550244;3.0504432;155394.78;0;0;0;0;0;0;0;0
1602;463.0872144;3.0504432;194023.78;0;0;0;0;0;0;0;0
1603;430.265496;3.0509195;0;79212.445;208467.67;0;0;0;0;0;0
1604;592.3183021;3.0525925;0;0;244501.78;0;0;0;0;0;0
1605;321.1856398;3.0609612;0;0;101450.97;0;0;0;0;0;0
1606;367.1911447;3.0609612;0;0;268890.8;0;0;0;0;0;0
1607;421.2230876;3.0609612;0;0;102613.22;0;0;0;0;0;0
1608;468.2499376;3.065578;0;345662.72;0;0;0;0;0;0;0
1609;838.4069182;3.065578;0;76293.96;0;0;0;0;0;0;0
1610;482.2640129;3.0735674;0;309585.72;0;0;0;0;0;0;0
1611;668.2704761;3.0735674;0;1427155.8;0;0;0;0;0;0;0
1612;700.2599791;3.0735674;0;47054.84;0;0;0;0;0;0;0
1613;566.4277628;3.0757143;0;0;0;0;0;0;0;0;97989.484
1614;1151.244711;3.0758762;910479.7;0;0;0;0;0;0;0;0
1615;339.1962831;3.0776196;0;0;197446.62;0;0;0;0;0;0
1616;385.2014852;3.0776196;0;0;149119.7;0;0;0;0;0;0
1617;411.199901;3.0776196;0;0;202863.16;0;0;0;0;0;0
1618;487.215977;3.079599;0;139550.88;180057.1;0;0;0;0;0;0
1619;285.1698478;3.081578;0;137674.27;0;0;0;0;0;0;0
1620;320.1495328;3.081578;0;497620.3;0;0;0;0;0;0;0
1621;515.2491192;3.081578;0;138419.05;0;0;0;0;0;0;0
1622;533.2594583;3.081578;0;110776.37;0;0;0;0;0;0;0
1623;550.2861484;3.081578;0;301725.38;0;0;0;0;0;0;0
1624;555.2416165;3.081578;0;205582.84;0;0;0;0;0;0;0
1625;702.2759204;3.081578;0;59671.176;0;0;0;0;0;0;0
1626;577.133904;3.0841618;271559.78;0;0;0;0;0;0;0;0
1627;1149.230813;3.0841618;77131.42;0;0;0;0;0;0;0;0
1628;133.1015952;3.085732;0;0;85604.15;0;0;0;0;0;0
1629;357.206637;3.085732;0;0;127827.84;0;0;0;0;0;0
1630;457.2418845;3.085732;0;0;224646.88;0;0;0;0;0;0
1631;474.291615;3.08963;0;75940.875;0;0;0;0;0;0;0
1632;684.2652918;3.08963;0;167515.12;0;0;0;0;0;0;0
1633;770.3817898;3.08963;0;48269.57;0;0;0;0;0;0;0
1634;449.1081379;3.090025;208067.77;2175307.8;0;0;0;0;0;0;0
1635;692.4067586;3.0917516;0;784118.44;1405171.9;0;0;0;0;0;0
1636;353.2118562;3.0938735;0;0;35518.086;0;0;0;0;0;0
1637;239.0893638;3.0975494;100197.91;0;0;0;69595.62;75070.05;0;59751.53;0
1638;339.1755428;3.0977318;0;308949.53;0;0;0;0;0;0;0
1639;496.2444982;3.0977318;0;55348.586;0;0;0;0;0;0;0
1640;660.344405;3.0977318;0;69493.78;0;0;0;0;0;0;0
1641;217.1075037;3.0998333;198441.84;140292.56;153191.67;252111.62;290766.06;288404;283220.38;251881.25;267232.97
1642;173.0814649;3.1046386;0;0;0;0;96029.516;96250.57;92140.11;80891.22;0
1643;234.1339621;3.1050262;0;0;0;0;61952.016;0;0;0;54328.926
1644;648.3814983;3.1104045;0;0;77854.64;0;0;0;0;0;0
1645;550.3258532;3.1110258;630154.56;701327.2;538146.2;691165.25;719203.56;734074.5;728474.3;753836.9;722783.56
1646;246.1489644;3.1137881;0;7076205.5;0;0;0;0;0;0;0
1647;452.2788838;3.1162205;0;240721.17;485976.34;0;0;0;0;0;0
1648;209.1541386;3.1186526;0;0;54326.297;0;0;0;0;0;0
1649;443.7657034;3.1186526;0;0;124109.336;0;0;0;0;0;0
1650;617.1479225;3.1216984;0;2342483.5;0;0;0;0;0;0;0
1651;639.0837776;3.1216984;0;70862.68;0;0;0;0;0;0;0
1652;652.412031;3.1271589;229384.27;1419358.6;1317631.1;0;161232.62;0;0;0;0
1653;148.7879499;3.1296067;0;129253.27;0;0;0;0;0;0;0
1654;273.1678144;3.1296067;0;59666.906;0;0;0;0;0;0;0
1655;287.0298678;3.1296067;0;79570.6;0;0;0;0;0;0;0
1656;291.0976199;3.1296067;0;208590.8;0;0;0;0;0;0;0
1657;507.2176713;3.1296067;0;94008.49;0;0;0;0;0;0;0
1658;595.1654263;3.1296067;0;1.13E+07;0;0;0;0;0;0;0
1659;633.1216387;3.1296067;0;183464.75;0;0;0;0;0;0;0
1660;648.0780821;3.1296067;0;71858.84;0;0;0;0;0;0;0
1661;657.093666;3.1296067;0;111273.52;0;0;0;0;0;0;0
1662;679.1185639;3.1296067;0;113338.414;0;0;0;0;0;0;0
1663;685.0894867;3.1296067;0;96892.9;0;0;0;0;0;0;0
1664;1211.307095;3.1296067;0;246652.25;0;0;0;0;0;0;0
1665;1233.242239;3.1296067;0;234503.02;0;0;0;0;0;0;0
1666;251.1856414;3.1298509;0;69199.35;66223.086;0;0;0;0;57177.555;65511.367
1667;346.1651534;3.1375399;0;107110.73;0;0;0;0;0;0;0
1668;493.0252061;3.1375399;0;75190.305;0;0;0;0;0;0;0
1669;498.2598858;3.1375399;0;3944273.5;0;0;0;0;0;0;0
1670;502.0197703;3.1375399;0;110362.53;0;0;0;0;0;0;0
1671;512.2759416;3.1375399;0;1424828;0;0;0;0;0;0;0
1672;620.3493817;3.1375399;0;322814.28;0;0;0;0;0;0;0
1673;636.3450431;3.1436315;0;0;231219.94;0;0;0;0;0;0
1674;232.1334924;3.1454859;0;151630.98;0;0;0;0;0;0;0
1675;307.1027371;3.1454859;0;71455.43;0;0;0;0;0;0;0
1676;338.1677516;3.1454859;0;291612.53;0;0;0;0;0;0;0
1677;432.1869427;3.1454859;0;706361.44;0;0;0;0;0;0;0
1678;437.1425286;3.1454859;0;281708.22;0;0;0;0;0;0;0
1679;778.3068653;3.1454859;0;66708.2;0;0;0;0;0;0;0
1680;287.0550656;3.149663;125362.58;1.33E+07;0;0;0;0;0;0;0
1681;341.2118302;3.1518586;0;0;74538.56;0;0;0;0;0;0
1682;335.201174;3.15995;0;0;182120.28;0;0;0;0;0;0
1683;353.2117742;3.15995;0;0;488051.25;0;0;0;0;0;0
1684;371.2224185;3.15995;0;0;333028;0;0;0;0;0;0
1685;389.2327137;3.15995;0;0;273111.94;0;0;0;0;0;0
1686;407.243731;3.15995;0;0;103370.805;0;0;0;0;0;0
1687;537.3063299;3.15995;0;0;258604.95;0;0;0;0;0;0
1688;559.287358;3.15995;0;0;176362.66;0;0;0;0;0;0
1689;582.3641901;3.15995;0;0;255379.88;0;0;0;0;0;0
1690;158.1178339;3.1614897;0;236359.73;0;0;0;0;0;0;0
1691;278.1389508;3.1614897;0;4259987.5;0;0;0;0;0;0;0
1692;336.508107;3.1614897;0;110677.38;0;0;0;0;0;0;0
