row ID;row m/z;row retention time;20250402_PMA_tp24_dbgi_007523_01_01.mzML Peak area;20250402_PMA_tp24_dbgi_007810_01_01.mzML Peak area;20250402_PMA_tp24_dbgi_007811_01_01.mzML Peak area;20250402_PMA_tp24_dbgi_mapp_bk_post_00.mzML Peak area;20250402_PMA_tp24_dbgi_mapp_bk_post_01.mzML Peak area;20250402_PMA_tp24_dbgi_mapp_bk_pre_00.mzML Peak area;20250402_PMA_tp24_dbgi_mapp_bk_pre_01.mzML Peak area;20250402_PMA_tp24_dbgi_tp24_bk_00.mzML Peak area;20250402_PMA_tp24_dbgi_tp24_bk_01.mzML Peak area
3523;758.469075;8.488248;0;0;107538.8;0;0;0;0;0;0
3524;763.4248291;8.488248;0;0;60496.008;0;0;0;0;0;0
3525;468.3909311;8.493618;560301.75;551258.56;557985.75;595805.94;565518.56;607743.06;633398.6;632867.7;625252.5
3526;371.1635933;8.511207;0;0;112554.836;103134.08;116607.67;124209.66;131376.81;122904.16;122767.82
3527;375.2692779;8.51144;243390.33;119333.2;190018.81;0;0;0;0;0;0
3528;424.3644189;8.512405;431368.7;425957.72;429303.88;427082.5;454626.88;451198.22;472212.03;475533;461376.56
3529;392.2725848;8.512767;99717.5;0;0;0;0;0;0;0;0
3530;337.1444434;8.512907;72747.81;72122.58;77232.82;0;82344.05;83603.36;84521.234;87103.26;83715.086
3531;380.3378883;8.518965;195592.03;209212.64;191240.66;225559.81;231582.61;227793.95;228837.23;233362.97;234555.61
3532;242.2485887;8.519786;199377.28;192571.62;200312.31;0;0;0;0;0;0
3533;393.2796364;8.521144;120624.09;0;0;0;0;0;0;0;0
3534;898.5374807;8.521581;0;0;125825.92;0;0;0;0;0;0
3535;745.4155522;8.522138;704870.1;280601.5;70478.44;0;0;0;0;0;0
3536;315.2322579;8.529848;0;0;76596.26;0;0;0;0;0;0
3537;826.4850862;8.533029;135294.42;143156.98;132443.9;159796.06;146286.31;163589.38;165655.53;163962.17;164739.6
3538;812.5094468;8.533343;0;59454.875;0;0;0;0;0;0;0
3539;619.4003602;8.538156;0;0;101930.92;0;0;0;0;0;0
3540;437.342201;8.546339;0;0;207040.86;0;0;0;0;0;0
3541;649.4103988;8.546339;0;0;162954.52;0;0;0;0;0;0
3542;758.4687953;8.546339;0;0;63882.86;0;0;0;0;0;0
3543;763.4260791;8.546339;0;0;72888.69;0;0;0;0;0;0
3544;688.5224026;8.548131;0;58929.11;62118.695;0;0;0;0;0;0
3545;784.4600399;8.555406;87535.914;96702.29;86338.96;97230.92;98134.38;110053.97;106771.414;111799.375;106767.52
3546;506.1994231;8.555462;0;0;0;0;109181.13;119029.07;0;113985.69;0
3547;782.4585076;8.556342;614050.9;603340.1;587523.44;669977.7;662818.2;675593.06;689262.56;704753.75;713383.56
3548;285.1702456;8.560352;0;82397.82;84419.01;0;0;0;0;0;0
3549;313.2743509;8.560352;0;112103.48;112755.375;0;0;0;0;0;0
3550;523.4002054;8.560352;0;256892.95;226899.98;0;0;0;0;0;0
3551;887.4986008;8.560352;0;305131.44;310126.97;0;0;0;0;0;0
3552;882.5442262;8.561333;116311.38;1000667.1;955573.2;0;0;0;0;0;0
3553;685.4448545;8.562629;0;0;51952.48;0;0;0;0;0;0
3554;908.5580614;8.570789;0;0;125638.086;0;0;0;0;0;0
3555;644.4964877;8.57488;82237.16;113752.26;119749.06;89850.38;79666.05;95121.01;90149.25;97107.805;91629.234
3556;335.2583547;8.578977;0;0;98582.94;0;0;0;0;0;0
3557;543.3682828;8.578977;0;0;134416.94;0;0;0;0;0;0
3558;723.4295307;8.578977;0;0;65395.75;0;0;0;0;0;0
3559;747.4248564;8.578977;0;0;145488.89;0;0;0;0;0;0
3560;738.4322597;8.579485;1260206;1358275.8;1298869.5;1338799.6;1391624;1448984.5;1415897.6;1478966.2;1417151.5
3561;740.4336615;8.579548;132336.31;115957.81;0;225885.69;233744.06;264744.94;260362.95;280357;265842.75
3562;745.4153775;8.588169;58128.848;1346500.4;758399.75;0;0;0;0;0;0
3563;706.4669848;8.590803;0;1067453.9;0;0;0;0;0;0;0
3564;600.4697301;8.59877;173278.55;218435.95;213431.83;166640.61;175509.86;189048.56;177932.92;199868.56;141843.92
3565;694.4059419;8.603357;2046929.4;2267516;2030660.8;2230246.8;2297420.2;2430114.5;2383120.5;2406848;2392354
3566;696.406846;8.603357;391053.22;392381.53;355073.88;440460.7;437464.5;466504.44;484087.94;492544.44;463474.47
3567;740.4606335;8.612658;62324.547;2040448.6;1786408.9;0;0;0;0;0;0
3568;556.4430901;8.623473;269486.5;316851.56;291842.16;269053.3;266275.66;313441.1;286496.5;287756.62;305494
3569;650.3796866;8.627118;2947003.8;2905989;2828683.5;3055548.8;3257438.2;3307394;3260815.5;3513434.5;3547398
3570;652.3804591;8.627118;549888.4;573951.4;523657.3;581940.7;633905.3;634072.8;635961.94;630318.25;653685.7
3571;740.4607377;8.634602;1288508;79861.82;1234097.2;0;0;0;0;0;0
3572;795.4501779;8.636466;0;0;111969.445;0;0;0;0;0;0
3573;138.9958955;8.636618;561758.56;0;610368.25;0;0;0;0;0;0
3574;512.4171515;8.647899;228196.19;276915.97;279777.06;220959.34;269027.78;255321.45;276201.7;272968.72;283700.16
3575;327.3012643;8.649146;0;54175.785;50819.043;63084.258;69157.586;66481.78;66001.82;62353.195;66196.01
3576;606.3531745;8.649687;3702422;3755903.8;3120821.2;3686138.5;3917203.5;4100026;4182302.2;4236215.5;4209118
3577;608.3537557;8.649687;639020.5;652368;605721.2;695733.1;709249.44;726354.75;677996.44;757834.3;741547.7
3578;313.2738749;8.652441;0;0;55522.914;0;0;0;0;0;0
3579;437.342061;8.652441;0;0;196397.72;0;0;0;0;0;0
3580;561.3786215;8.652441;0;0;138678.47;0;0;0;0;0;0
3581;649.4104773;8.652441;0;0;414012.03;0;0;0;0;0;0
3582;691.4030843;8.652441;0;0;243012.03;0;0;0;0;0;0
3583;745.4130193;8.652441;0;0;1746277.4;0;0;0;0;0;0
3584;898.5369624;8.652441;0;0;669104;0;0;0;0;0;0
3585;903.4922301;8.652441;0;0;162834.25;0;0;0;0;0;0
3586;283.1545206;8.654217;0;85409.945;105779.12;0;0;0;0;0;0
3587;761.3882425;8.654217;0;100662.85;201007.36;0;0;0;0;0;0
3588;335.259002;8.656827;198041.8;291289.88;192441.6;0;0;0;0;0;0
3589;543.3694498;8.656827;283186;458577.78;316243.2;0;0;0;0;0;0
3590;599.4097428;8.660421;0;0;80942.53;0;0;0;0;0;0
3591;924.5527874;8.660421;0;0;77980.25;0;0;0;0;0;0
3592;682.5535174;8.660998;101524.59;0;66818.66;134749.66;134233.39;128790.74;131612.66;139114.55;128698.32
3593;637.4953206;8.661337;1688673.4;1821724.2;1627600.4;1712037.5;1796914.6;2046630.1;2069594.8;2087558.4;1900287.1
3594;659.4774906;8.661725;128890.54;125036.016;128189.3;0;83444.625;91064.25;102434.18;100992.77;94262.445
3595;581.4320544;8.662629;0;0;60886.582;0;72024.72;78264.33;80063.16;81631.016;78684.86
3596;900.5336558;8.66402;0;104538.82;0;0;0;0;0;0;0
3597;468.3911921;8.666713;239952.8;303586.62;276675.12;221583.34;270818.5;244041.73;237395.84;295859.22;267194
3598;365.1996236;8.670797;0;0;0;0;45133.152;46042.71;0;47603.945;45754.688
3599;590.3578465;8.671002;0;0;82667.195;65841.71;69259.57;69918.44;0;78310.85;70412.23
3600;565.3273847;8.671672;100748.086;0;0;103532.555;106736.44;0;114430.914;0;117111.016
3601;567.2820198;8.672027;63224.93;0;65304.242;59628.527;60437.727;57822.242;0;66744.67;58443.605
3602;562.3267794;8.673001;3517796.2;3686266.8;3348995.8;3575866.8;3714261;4105462.8;3860740;3915734.5;4213312
3603;564.3267908;8.673001;586394.5;555215.44;527957.56;636884.44;610697.1;632333.25;636587.5;647518.6;635342.56
3604;561.3800074;8.678273;123648.97;188797.02;151540.64;0;0;0;0;0;0
3605;424.3644851;8.683786;218440.8;247489.6;225934.78;208283.34;218593.92;224431.44;239906.34;252722.81;245396.8
3606;263.2376303;8.684329;460354.47;488836.25;435689.6;0;0;0;0;82938.58;61053.855
3607;607.2563678;8.686367;0;226426.33;147282.86;0;0;0;0;0;0
3608;321.17365;8.688912;72804.805;66961.88;66907.72;69364.664;74332.016;77251.99;75176.17;0;86588.87
3609;245.2271378;8.688992;129932.3;134785.34;123081.984;0;0;0;0;0;0
3610;518.3005841;8.689172;2655280.2;2678788.5;2341884.2;2466470.8;2813496.2;2877511.2;2665405;2977524.5;2725068.5
3611;520.3000296;8.689172;325241.88;288368.44;298258.06;327181.47;383277.7;374383.88;326422.7;394773.5;378710.38
3612;546.3317947;8.689172;147523.56;147297.17;142558.23;146374.48;146157.97;144460.27;152010.77;159808.83;159062.23
3613;523.2560715;8.690962;122592.98;125996.8;119131.48;108994.46;104543.71;110256.875;111503.8;117147.83;110466.35
3614;336.3117193;8.691862;84334.52;94821.586;92892.6;79532.21;81280.54;82696.79;92291.62;88198.53;91948.23
3615;380.3379108;8.69186;152847.31;163313.28;149260.08;139497.66;158369.72;183034.11;174281.36;184242.22;191949.14
3616;319.2852856;8.692592;72736.65;82295.99;75679.9;65949.24;0;74554.14;73858.69;74926.25;76909.85
3617;363.3113362;8.693652;75985.43;95131.01;88208.19;82206.43;86563.82;78908.14;88484.48;86438.95;89381.016
3618;524.3724157;8.694347;203856.28;403509.97;88249.3;0;0;0;0;0;0
3619;340.2853063;8.69843;0;162318.31;153816.72;0;0;0;0;0;0
3620;242.2487501;8.699232;76291.28;78993.7;0;0;0;0;0;0;0
3621;364.3428414;8.699334;0;0;0;0;0;0;0;36309.438;0
3622;147.0478712;8.705141;0;0;0;0;0;0;43033.387;0;0
3623;142.0687943;8.705938;58972.254;60590.254;0;63010.566;66504.8;67802.055;67910.836;79935.33;69081.33
3624;144.0480281;8.706247;189472.62;176550.5;170618.44;187602.11;201444.81;211091.8;198464.89;234618.55;213564.89
3625;474.2746845;8.706247;1327985.1;1367683;1298697.1;1277349.5;1347964.9;1514874.4;1358790;1535382;1545351.5
3626;277.1473852;8.707152;157759.14;155083.83;144367.31;158273.84;166093.78;178485.95;167012.98;176799.55;176020.97
3627;502.3057475;8.707146;212477.27;197735.19;187403.77;208453.27;204058.4;216851.4;207470.25;246847.06;223423.12
3628;479.2303391;8.707222;61333.688;79873.375;79778.914;0;0;47451.56;50988.145;53177.61;0
3629;476.2735534;8.708057;117195.21;109540.66;102332.14;112739.23;124407.58;127267.11;128846.56;130105.625;127527.61
3630;435.2034075;8.708717;0;0;50826.75;0;0;0;0;0;0
3631;189.0947399;8.711662;98450.73;96575.97;89914.766;93291.33;101904.875;111424.24;112284.43;120701.29;110718.9
3632;233.1210605;8.711674;175283.88;163125;160068.34;173638.17;175679.1;194324.16;189024.33;210490.17;190369.06
3633;323.1712175;8.712191;67263.836;0;61788.7;60918.438;71496.266;75211.55;75750.15;0;71348.484
3634;430.2484832;8.71258;537095.2;496000.72;453802.78;491427.88;555058.7;580439.94;581096.06;539082.2;580362.75
3635;458.2797371;8.713469;104486.86;102176.75;84766.74;117150.82;127778.33;130223.93;125083.54;131775.03;129468.85
3636;283.154545;8.714543;0;83270.055;123947.01;0;0;0;0;0;0
3637;686.4486306;8.714543;0;270496.94;512616.38;0;0;0;0;0;0
3638;335.2582948;8.716782;0;0;222113;0;0;0;0;0;0
3639;489.3580052;8.716782;0;0;103767.86;0;0;0;0;0;0
3640;543.3682724;8.716782;0;0;281708.97;0;0;0;0;0;0
3641;745.4134338;8.716782;0;0;822114.4;0;0;0;0;0;0
3642;761.3874901;8.716782;0;0;95395.31;0;0;0;0;0;0
3643;691.4046767;8.718576;64309.797;289070.38;475192.53;0;0;0;0;0;0
3644;635.4816238;8.73011;49997.37;0;0;0;0;53840.29;54348.2;55299.61;0
3645;280.2642459;8.740458;580022.9;2945573;560641;0;0;0;0;567485.56;424861.2
3646;641.4449901;8.751536;79718.67;0;0;0;0;0;0;0;0
3647;280.2642433;8.7553425;2819384.8;521851.78;2580024.8;0;0;0;0;95635.91;85196.35
3648;914.5700244;8.764008;0;136573.39;137663.23;0;0;0;0;0;0
3649;738.4939651;8.778367;0;102363.4;0;0;0;0;0;0;0
3650;140.9961556;8.7870245;899778.06;0;0;0;1034967.94;745617.94;0;0;657798.7
3651;141.9838678;8.800749;4251449;3404152.2;0;0;4829474;0;0;0;4351118
3652;183.0105051;8.808075;0;0;1305784.9;0;0;0;0;0;0
3653;228.0083353;8.808075;0;0;1217549;0;0;0;0;0;0
3654;523.4010517;8.81171;0;191534.8;0;0;0;0;0;0;0
3655;181.015376;8.82584;4065596.5;0;4294828.5;0;0;0;0;0;0
3656;139.9884031;8.8321295;1.08E+07;9763630;0;8782657;1.23E+07;1.10E+07;0;0;1.17E+07
3657;557.3853756;8.836692;0;58820.918;0;0;0;0;0;0;0
3658;754.4753555;8.845;0;234083.3;0;0;0;0;0;0;0
3659;759.4311402;8.845;0;178457.38;0;0;0;0;0;0;0
3660;223.0639782;8.853722;0;0;0;0;0;0;0;0;82888.43
3661;297.0828728;8.853722;0;0;0;0;0;0;0;0;66730.95
3662;746.5644357;8.857123;150638.6;139980.16;127723.766;150095.33;158846.67;173960;160868.02;172353.17;170069.2
3663;186.9813206;8.869406;0;0;0;0;3761765.5;0;0;0;0
3664;632.4469103;8.877156;128183.15;0;0;0;0;0;0;0;0
3665;702.5384488;8.88771;470793.66;470497.12;478760.7;504546.28;520091.16;518927.78;624980.8;636886.44;537062.94
3666;268.2645632;8.892782;321482.53;335255.53;389977.16;0;0;0;0;61391.457;0
3667;374.3045706;8.898959;77300.97;109327.91;69056.63;0;0;0;0;0;0
3668;555.3687004;8.899979;0;0;127553.57;0;0;0;0;0;0
3669;352.3220953;8.905032;292477.12;266927.25;238911.34;141714.28;129196.445;0;145310.77;227065.14;211458.84
3670;658.5121163;8.913608;631136.4;644720;550519.8;657735.56;670424.44;699300.3;671996.25;733779.44;729604
3671;885.4857577;8.917593;0;66318.1;370155.1;0;0;0;0;0;0
3672;885.4830066;8.92127;0;850030;48986.55;0;0;0;0;0;0
3673;880.5276979;8.925451;0;2114917.5;225308.72;0;0;0;0;0;0
3674;678.2567191;8.939106;129363.445;144402.55;163684.56;139241.52;140145.7;145801.52;146690.66;148687.77;144749.94
3675;880.5303583;8.942509;152110;338087.88;638449.06;0;0;0;0;0;0
3676;614.4857466;8.942707;891256.9;874355;790755.56;937507.6;961798.5;995974.8;1012369.6;994580.6;985634.94
3677;771.1512124;8.944317;0;0;0;0;51847.234;0;0;0;56553.44
3678;172.1160617;8.945406;1501594;1492079.8;1519983.9;1539345.8;1587307.8;1610138.4;1583461.4;1822670.4;1445276
3679;204.0882546;8.945406;383668.12;311204.34;364516.94;389090.97;382198.22;408072.16;421718.2;366362.97;423124.28
3680;353.1219167;8.946305;2068572;2220951;2129622.2;2354840.2;2702234.2;2544977;2676989.5;3151976;2760776.8
3681;355.1173091;8.946305;363445.88;322859.44;367353.12;367514.75;409572.22;413183.3;419087.03;431014.78;419827.1
3682;767.1583823;8.947211;340961.25;289617.25;265741.3;364973.44;354361.03;383214.72;355564.28;403548.22;401815.75
3683;426.2080862;8.947813;0;65329.92;0;0;103450.805;102095.73;95227.63;103157.516;0
3684;174.1118761;8.947858;0;0;0;45678.363;0;43438;47060.535;45286.027;0
3685;769.1558276;8.9481125;284731.03;241813.55;218016.48;302619.7;288094.8;294320.3;294791.4;308447.06;326735.25
3686;415.0439175;8.949023;1936105.8;1351874.6;1663667.4;1428933;1756116.6;1525229.2;1933910.1;1981498.8;1971638.1
3687;417.0414798;8.949023;1180511.6;822423.1;1350878.2;1117132.1;1074298.8;930311.7;1205244.8;1465108.5;783348.75
3688;471.1077461;8.950915;101682.13;0;91270.58;0;0;0;114059.53;128436.05;0
3689;473.1035345;8.952863;0;0;0;0;0;0;0;0;61095.062
3690;352.3218643;8.953989;0;63445.426;0;0;0;149907.4;0;0;0
3691;419.0378652;8.957025;71971.28;0;0;0;0;0;108740.45;0;0
3692;520.2156055;8.960329;225515.17;160470.27;162512.05;0;203023.72;189122.02;176372.78;159735.19;206997.55
3693;280.2654741;8.965541;0;0;81465.8;0;0;0;0;0;0
3694;439.3604133;8.965541;0;0;259262.69;0;0;0;0;0;0
3695;570.4590397;8.968913;1194889.1;1199725.2;1080037.6;1278136.6;1305704.8;1341382.6;1327754.8;1329504.4;1324045.9
3696;733.396332;8.973597;0;0;78584.32;0;0;0;0;0;0
3697;756.5588342;8.973597;0;0;239354.48;0;0;0;0;0;0
3698;758.5721152;8.973597;0;0;734960.2;0;0;0;0;0;0
3699;845.5066422;8.973597;0;0;47819.594;0;0;0;0;0;0
3700;283.1554664;8.978928;0;225936.36;93709.46;0;0;0;0;0;0
3701;313.2752341;8.978928;0;277020.47;75375.5;0;0;0;0;0;0
3702;521.3862017;8.978928;0;302753.12;123620.766;0;0;0;0;0;0
3703;717.4216268;8.978928;0;353901.8;753175.3;0;0;0;0;0;0
3704;712.4674492;8.9816675;0;0;201857.92;0;0;0;0;0;0
3705;791.4596694;8.9816675;0;0;153279.73;0;0;0;0;0;0
3706;259.2065928;8.98426;0;59416.734;0;0;0;0;0;0;0
3707;726.4338361;8.98426;0;148442.62;0;0;0;0;0;0;0
3708;896.5600726;8.98426;0;79783.21;0;0;0;0;0;0;0
3709;385.1786883;8.985191;0;0;0;0;312715.94;0;0;0;341565.72
3710;385.1797906;8.986812;0;0;194175.28;216475.1;0;296294.97;314141.38;0;0
3711;704.452775;8.987024;0;2649631;126723.72;0;0;0;0;0;0
3712;173.1337637;8.989788;0;0;48338.926;0;0;0;0;0;0
3713;515.3764057;8.989788;0;0;103900.945;0;0;0;0;0;0
3714;526.4328495;8.99163;1385542.4;1399862.5;1293330.2;1517009.1;1477341.2;1547501.8;1566825;1617834.6;1612482.9
3715;662.4049896;8.992319;0;66844.46;0;0;0;0;0;0;0
3716;730.4689368;8.995107;0;81906.28;78721.53;0;0;0;0;0;0
3717;729.4231883;8.997894;0;0;71837.62;0;0;0;0;0;0
3718;906.547651;8.997894;0;0;74331.18;0;0;0;0;0;0
3719;911.5030896;8.997894;0;0;55688.383;0;0;0;0;0;0
3720;814.525626;9.000423;0;62028.395;0;0;0;0;0;0;0
3721;721.4179126;9.006038;0;0;106688.26;0;0;0;0;0;0
3722;482.4067347;9.013517;1515747.9;1462430;1341973.5;1547689.2;1610733.5;1635469.2;1593602.4;1664458.4;1677592.6
3723;301.218412;9.014156;0;0;66174.73;0;0;0;0;0;0
3724;441.2081271;9.014156;0;0;134113.7;0;0;0;0;0;0
3725;303.2340542;9.022352;0;0;117006.195;0;0;0;0;0;0
3726;735.4698215;9.022352;0;0;69526.734;0;0;0;0;0;0
3727;438.3805101;9.031847;1247966.6;1274086.1;1139226.9;1320610.4;1350538.6;1369062.5;1385858.8;1417739.9;1386583.4
3728;466.4117557;9.032474;0;0;0;0;0;90324.82;89962.92;92741.21;0
3729;443.3355354;9.032917;0;96383.93;0;0;0;0;0;85591.42;90126.28
3730;650.4415367;9.041424;0;394031.88;0;0;0;0;0;0;0
3731;861.5368855;9.041424;0;65558.484;0;0;0;0;0;0;0
3732;422.3854323;9.043598;0;170152.36;148770.61;182734.92;195397.78;182141.16;194516.7;0;192753.3
3733;394.3538914;9.044728;695747.94;704579.06;643627;749367.1;737718.75;965011.25;799012.6;779835.3;761125.6
3734;377.327197;9.0477085;88268.4;0;0;0;99248.44;96955.65;0;98341.79;101806.9
3735;350.327757;9.048409;257655.14;257947.1;235831.6;270866.28;274627.53;285063.72;289785;301583.84;277089.3
3736;826.5213351;9.048422;0;196237.06;56727.074;0;0;0;0;0;0
3737;662.4415419;9.049703;0;60459.996;0;0;0;0;0;0;0
3738;378.3589346;9.051182;140434.28;113383.35;99819.164;157920;153074.55;151567.44;150318.48;165354.48;165175.53
3739;256.2651075;9.073725;97389.07;0;103329.76;0;0;0;0;0;0
3740;756.5605147;9.0971;0;0;117923.11;0;0;0;0;0;0
3741;139.9885532;9.103182;0;0;0;0;0;0;1.26E+07;0;0
3742;141.984035;9.103182;0;0;0;0;0;0;4941612;0;0
3743;385.1802346;9.103774;309175.3;0;135225.78;0;0;0;0;490875.2;0
3744;861.5412323;9.105375;0;0;279527.78;0;0;0;0;0;0
3745;637.2701671;9.138777;0;0;109107.08;0;0;0;0;0;0
3746;718.4676264;9.149702;0;179826.86;0;0;0;0;0;0;0
3747;894.5446648;9.157993;0;137764.03;0;0;0;0;0;0;0
3748;297.2910086;9.190974;0;87652.38;0;0;0;0;0;0;0
3749;922.5758718;9.190974;0;145534.06;0;0;0;0;0;0;0
3750;256.2643934;9.192695;2666493.5;2486899.5;2217024.5;0;0;0;0;597940.94;529733.9
3751;637.2687946;9.2271;0;189521.75;477042.7;0;0;0;0;0;0
3752;659.2508759;9.2271;0;76757.875;168755.92;0;0;0;0;0;0
3753;485.2881937;9.2350025;0;0;0;0;74655.11;0;0;0;88272.26
3754;171.1388924;9.237261;798796.1;803735.94;926976.4;792697.4;914167.1;821252.5;821306.1;954356.94;814753.44
3755;464.3605264;9.237261;3066342.5;2727520.8;3081059.8;3309917.2;3606726.2;3349730.5;3263094.5;3687652;3307131.8
3756;469.31581;9.237261;555969.6;569898.44;575479.5;619766.56;558651.75;622412.56;643624.3;548859.6;636855.5
3757;492.3911585;9.237261;425039.9;399430.1;384834;711598.2;657811.1;630196.56;679243.25;467517.5;472820.53
3758;485.289649;9.238849;76753.03;0;75996.37;82529.96;0;87481.63;87415.984;83092.87;0
3759;825.4810118;9.246478;0;0;111535.34;0;0;0;0;0;0
3760;826.526125;9.24867;0;158892.36;0;0;0;0;0;0;0
3761;585.3787345;9.251665;0;129877.375;869088.6;0;0;0;0;0;0
3762;545.3873037;9.25466;0;0;228172.27;0;0;0;0;0;0
3763;580.4243982;9.25466;0;0;305436.22;0;0;0;0;0;0
3764;601.3531687;9.25466;0;0;159671.95;0;0;0;0;0;0
3765;608.4560258;9.25466;0;0;208756.05;0;0;0;0;0;0
3766;856.5479546;9.26284;0;0;140835.58;0;0;0;0;0;0
3767;760.5815116;9.264171;0;0;0;169328.22;0;0;0;0;0
3768;584.4248231;9.26695;98834.18;0;0;0;0;0;0;0;0
3769;313.2749319;9.273374;0;68752.61;0;0;0;0;0;0;0
3770;731.4364115;9.273374;0;93530.62;0;0;0;0;0;0;0
3771;268.2650528;9.275274;51129.55;0;0;0;0;0;0;0;0
3772;523.4018045;9.276309;0;104448.56;77308.48;0;0;0;0;0;0
3773;720.492662;9.276309;0;204355.03;158425.19;0;0;0;0;0;0
3774;725.4481517;9.276309;0;176803.95;145589.77;0;0;0;0;0;0
3775;609.2746321;9.279244;0;0;258911.81;0;0;0;0;0;0
3776;335.260964;9.296585;0;125917.875;144234.14;0;0;0;0;0;0
3777;676.4592753;9.306298;0;91478.44;0;0;0;0;0;0;0
3778;852.5368452;9.314473;0;68977.5;0;0;0;0;0;0;0
3779;743.4413691;9.317162;63603.49;538500.5;89977.4;0;0;0;0;0;0
3780;716.5584112;9.319474;0;0;0;0;0;0;153288.88;154077.12;155413.92
3781;541.3939153;9.335938;64793.17;377445.78;54491.78;0;0;0;0;0;0
3782;736.4930875;9.336365;0;0;86902.21;0;0;0;0;0;0
3783;198.1878574;9.3385105;0;75355.74;0;0;0;0;0;0;0
3784;212.2037166;9.3385105;0;82471.28;0;0;0;0;0;0;0
3785;240.2353804;9.3385105;0;69949.7;0;0;0;0;0;0;0
3786;281.1783028;9.3385105;0;54179.28;0;0;0;0;0;0;0
3787;573.4911379;9.3385105;0;242418.23;0;0;0;0;0;0;0
3788;738.4863187;9.339713;59230.23;307029.56;0;0;0;0;0;0;0
3789;226.2193248;9.343679;72812.914;91239.54;0;0;0;0;0;0;0
3790;247.2451162;9.343887;301025.94;373624.47;288436.12;0;0;0;0;0;0
3791;304.2648156;9.3438835;243464.42;218226.4;179727.61;0;0;0;0;0;0
3792;382.208545;9.343887;123062.91;132068.1;103766.16;0;0;0;0;0;0
3793;563.5576906;9.343887;431665.9;480617;383971.84;0;0;0;0;0;0
3794;282.2800151;9.345418;0;0;0;141146.52;97832.3;110769.23;91307.17;0;0
3795;265.2556879;9.345732;728645.56;893477.7;717804.4;0;0;0;0;159978.6;183393.81
3796;282.2821295;9.345732;2.26E+07;2.47E+07;2.15E+07;0;0;0;0;5809182.5;6610334
3797;282.3071128;9.34653;109710.93;125330.16;102007.12;0;0;0;0;0;0
3798;282.2577841;9.346577;119508.945;0;105837.78;0;0;0;0;0;0
3799;282.2633139;9.346577;91071.93;0;93077.64;0;0;0;0;0;0
3800;625.2733909;9.36034;0;0;238055.17;0;0;0;0;0;0
3801;672.5326553;9.3623295;310387.47;0;292858;0;0;0;0;347627.62;363431.66
3802;716.5545632;9.368436;0;0;0;0;141865.66;0;0;0;0
3803;716.5635263;9.370546;0;88277.77;0;0;0;0;0;0;0
3804;718.4746184;9.370546;0;76762.77;0;0;0;0;0;0;0
3805;894.5538636;9.378713;0;145467.16;0;0;0;0;0;0;0
3806;672.5277432;9.380806;0;0;0;318508.4;333630.4;343211.22;337951.9;0;0
3807;285.1735955;9.395004;0;67099.484;0;0;0;0;0;0;0
3808;628.5069851;9.395037;511588.7;510088;485396.9;0;0;0;0;553402.6;558184.94
3809;668.6179428;9.397738;97279.28;0;0;0;0;0;0;0;0
3810;784.4615612;9.402242;0;370319.03;81058.164;0;0;0;0;0;0
3811;910.5850104;9.402242;0;866466.4;230914.45;0;0;0;0;0;0
3812;915.5403451;9.402242;0;357997.2;87002.03;0;0;0;0;0;0
3813;341.3098673;9.40314;0;103028.89;0;0;0;0;0;0;0
3814;551.438172;9.40314;0;216869.25;0;0;0;0;0;0;0
3815;673.5368247;9.40603;101669.34;0;0;0;0;0;0;0;0
3816;734.5067512;9.419473;0;437564.06;0;0;0;0;0;0;0
3817;760.5865142;9.420115;96443.34;0;77125.414;0;0;0;0;0;0
3818;265.2563921;9.427635;0;59448.293;0;0;0;0;0;0;0
3819;282.2831115;9.427635;0;2528483.5;0;0;0;0;0;0;0
3820;628.501411;9.428436;0;0;0;508512.84;521250.66;547161.9;549391.94;0;0
3821;629.5109403;9.430829;151786.53;0;0;0;0;0;0;0;0
3822;453.3994132;9.43714;0;0;0;0;0;274246;0;0;0
3823;617.4107262;9.4390745;0;95425.586;661610;0;0;0;0;0;0
3824;545.3897849;9.442364;0;0;111656.54;0;0;0;0;0;0
3825;926.580489;9.442364;0;0;99626.95;0;0;0;0;0;0
3826;468.4260458;9.449003;96716.69;92534;89475.32;0;0;0;0;115439.1;108715.78
3827;468.4217752;9.449005;0;0;0;107463.06;101699.72;107900.47;108423.234;0;0
3828;633.3833352;9.450575;0;0;97454.44;0;0;0;0;0;0
3829;584.4745297;9.451071;0;0;0;759430.75;791606.56;827099.8;815807.94;0;0
3830;368.4293967;9.451802;0;138705.08;0;0;0;0;0;125325.6;130724.22
3831;368.4267275;9.452245;0;0;0;0;0;0;129990.3;0;0
3832;376.3233993;9.45293;105738.6;146301.53;78671.61;0;0;0;0;59106.312;0
3833;354.3410015;9.453944;117176.82;133078.53;87363.19;0;0;0;0;117867.4;94281.63
3834;584.4798427;9.453944;755314.44;746871.56;711093.56;0;0;0;0;830086;836797.6
3835;399.3989391;9.455665;53701.383;0;0;0;0;0;0;65676.67;54966.11
3836;336.3301945;9.456447;67770.64;88653.19;0;0;0;0;0;70136.82;0
3837;509.5056542;9.45867;0;0;0;233730.88;0;258873.61;0;0;0
3838;640.4866283;9.45876;0;0;165848.64;0;0;0;0;0;0
3839;790.5336647;9.468543;0;241579.47;0;0;0;0;0;0;0
3840;540.4483486;9.4799595;0;0;0;988007.3;1002066.9;1052718.6;1046469.75;0;0
