CLUSTERID1	CLUSTERID2	ComponentIndex	Cosine	DeltaMZ
2117	2167	6	0.8179	18.010
2117	2262	6	0.8046	18.171
2117	2337	6	0.8095	18.010
2117	2450	6	0.8333	56.062
2117	2622	6	0.7607	-118.119
2286	2706	6	0.8583	-0.001
2498	2706	6	0.7675	-26.015
2697	2706	6	0.7755	-0.984
729	754	6	0.9323	-0.000
729	2264	6	0.7855	58.042
2286	2450	6	0.8025	44.026
2286	2498	6	0.7652	26.014
2286	2697	6	0.773	0.983
2018	2167	6	0.7824	-68.063
2077	2167	6	0.9153	-0.000
2116	2167	6	0.943	-0.000
2167	2251	6	0.8862	0.001
2167	2262	6	0.8703	0.161
2167	2303	6	0.8232	0.000
2167	2337	6	0.9564	0.000
1508	1572	6	0.7782	0.000
1508	2018	6	0.809	-10.021
727	754	6	0.8359	-58.042
727	762	6	0.9296	-0.000
727	894	6	0.9638	-0.000
727	1150	6	0.9592	-0.000
727	1281	6	0.9411	-0.000
727	2264	6	0.8863	-0.000
727	2271	6	0.8897	-0.161
2018	2116	6	0.7765	-68.062
2077	2116	6	0.928	0.000
2116	2251	6	0.8196	0.000
2116	2262	6	0.8578	0.161
2116	2303	6	0.7955	-0.000
2116	2337	6	0.9758	-0.000
2077	2337	6	0.9589	0.000
2251	2337	6	0.85	-0.001
2262	2337	6	0.8732	-0.161
2303	2337	6	0.8276	0.000
1239	2018	6	0.7832	-2.015
754	762	6	0.826	58.042
762	894	6	0.9395	-0.000
762	1150	6	0.9472	-0.000
762	1281	6	0.9286	-0.000
762	2264	6	0.8793	-0.000
762	2271	6	0.877	-0.161
447	2450	6	0.8413	18.010
754	894	6	0.8352	58.042
754	1150	6	0.8398	58.042
754	1281	6	0.8328	58.042
754	2264	6	0.8377	58.042
754	2271	6	0.7889	57.881
1150	1281	6	0.9556	-0.000
1150	2264	6	0.8959	-0.000
1150	2271	6	0.8787	-0.161
894	1150	6	0.9732	0.000
2077	2251	6	0.8722	0.001
2251	2262	6	0.7869	0.160
2251	2303	6	0.7779	-0.001
1281	2264	6	0.8853	-0.000
1281	2271	6	0.8769	-0.161
894	1281	6	0.9494	0.000
2077	2262	6	0.855	0.161
2262	2270	6	0.8579	-0.161
2262	2303	6	0.8832	-0.161
894	2264	6	0.893	-0.000
894	2271	6	0.8907	-0.161
2077	2303	6	0.8039	-0.000
2270	2303	6	0.843	-0.000
2264	2271	6	0.9645	-0.161
2270	2271	6	0.7675	-18.011
81	310	7	0.848	-6.995
93	310	7	0.9808	-0.000
235	310	7	0.8468	-6.995
310	491	7	0.9663	0.000
310	1451	7	0.8923	-23.016
310	1851	7	0.8842	-23.016
310	2101	7	0.8893	-23.016
4	12	7	0.9255	0.177
12	277	7	0.944	0.000
12	591	7	0.8663	-0.104
12	1451	7	0.9733	0.000
12	1688	7	0.9643	0.000
12	1851	7	0.9739	-0.000
12	2010	7	0.9874	-0.177
12	2020	7	0.9707	-0.140
12	2073	7	0.9701	-0.140
12	2101	7	0.975	-0.000
1714	2656	7	0.9564	-0.844
1850	2656	7	0.9633	-0.000
3	2656	7	0.9517	-0.844
470	2656	7	0.8843	-0.967
578	2656	7	0.8985	-0.001
2098	2656	7	0.9254	-0.000
2255	2656	7	0.9557	-0.000
2591	2656	7	0.9845	0.001
2656	2911	7	0.8466	2.016
1119	1204	7	0.9538	-0.140
