cluster index	parent mass	RTMean
287	230.99033668651884	0.63323194
288	287.9801520401555	0.63323194
289	393.98278877466265	0.63323194
290	428.9782814765284	0.63323194
291	437.97300904732174	0.63323194
292	236.9983847585057	0.63592786
293	450.9602417749055	0.636494
294	423.0084501720828	0.63656795
295	337.1606714678883	0.63832414
296	182.9772592334151	0.63857436
297	242.9826751216169	0.638632
298	144.11337926102826	0.6429371
299	254.11367848642112	0.6429371
300	186.95655652432387	0.6455908
301	138.05520904150825	0.6464222
302	188.09199235614875	0.64856267
303	206.10258975985616	0.64856267
304	243.87824280275865	0.64974844
305	227.9829926504076	0.64995784
306	126.12799122833636	0.6506887
307	144.13833681847552	0.6506887
308	168.1020091256343	0.6506887
309	229.1549436604432	0.6521235
310	176.9722227060673	0.6530654
311	330.0598292303141	0.6566105
312	215.1393023174006	0.6584941
313	303.8836379150213	0.65889525
314	170.08153212991496	0.66283023
315	295.8968339657278	0.6632539
316	130.96668378730843	0.66406244
317	162.07633280186064	0.6654082
318	128.1072414546473	0.66660106
319	180.07870636178447	0.66660106
320	197.1286774228528	0.66660106
321	217.95985450461043	0.6669762
322	267.9019787265866	0.6669762
323	852.5109513661133	0.6756806
324	332.1340021957059	0.6768093
325	168.01375395602582	0.6779746
326	186.99280669100727	0.6794524
327	196.0450897593611	0.6794524
328	224.0767527567212	0.67957956
329	229.0322107533838	0.67957956
330	160.10833457833877	0.6809218
331	243.0978541676577	0.6809218
332	178.0863983803649	0.68253845
333	283.23801525568524	0.68253845
334	145.0498383440271	0.68748003
335	305.1210857989756	0.68748003
336	185.09243234208884	0.68898845
337	140.10715250942687	0.6904968
338	144.06581938580024	0.6904968
339	290.15970701523696	0.6904968
340	202.11877772140505	0.69391805
341	239.1126790628968	0.6958671
342	241.15479139013937	0.69600725
343	284.1704786230526	0.69738966
344	256.13922180350124	0.6974632
345	261.0946620805441	0.6974632
346	188.1282977663924	0.6984467
347	277.0686746174836	0.69859284
348	204.1346485195503	0.7031375
349	337.1606145090296	0.70386535
350	188.16474123336369	0.70639664
351	216.1596401741785	0.70639664
352	212.1396886933871	0.7091018
353	160.05254527532665	0.71433824
354	178.06316343603208	0.71433824
355	232.15449256093297	0.71433824
356	235.1192973520532	0.7205049
357	298.09249501689794	0.7205049
358	281.22244359211135	0.7222757
359	346.05485808863466	0.725359
360	284.13436217342047	0.7289568
361	314.1810995313634	0.7289568
362	210.09756406469543	0.7290457
363	215.05292935705177	0.7290457
364	130.12283922552345	0.73021317
365	291.1051627369956	0.73354954
366	251.9295837885253	0.750709
367	267.9019232391868	0.7536194
368	332.13412297807	0.75423795
369	295.8967688457236	0.7550285
370	182.08148692755617	0.75652426
371	136.07590995897797	0.75805664
372	165.05504470665653	0.75805664
373	187.1080983216819	0.7626171
374	204.13469810115603	0.7626171
375	229.1804551116536	0.76382995
376	273.253817338204	0.76382995
377	176.0920378026266	0.7669637
378	247.9150279770413	0.7682615
379	142.12282088941467	0.7697795
380	182.1178773486293	0.7697795
381	200.9443237118282	0.7697795
382	377.2199361557791	0.7697795
383	435.2260936302671	0.7697795
384	462.24475631239824	0.7697795
385	175.14853052714642	0.772584
386	193.15912410996089	0.772584
387	211.1695684192971	0.772584
388	228.19613591240204	0.772584
389	250.1780289366801	0.772584
390	158.961598026317	0.7741997
391	217.95979850055105	0.77432096
392	190.99327702819247	0.77687687
393	228.12307825195344	0.77770656
394	224.8990271431937	0.77870214
395	158.08161608218904	0.77943146
396	130.96665620866165	0.7810394
397	162.99841288673397	0.78294957
398	200.12823408648177	0.783044
399	139.98251146527463	0.78504777
400	156.1021485649602	0.7856252
401	342.11624214995527	0.78789604
402	137.9873332299488	0.7889463
403	279.92436498130314	0.7891428
404	284.90464703078555	0.79105395
405	303.1053992102189	0.7963085
406	140.10715230559	0.8015585
407	158.11779777433398	0.8015585
408	221.09225057294643	0.8015585
409	241.1547327587772	0.8015585
410	307.15016196922926	0.804746
411	142.05012171195938	0.8069326
412	188.0554972587501	0.8069326
413	171.0767026782633	0.8071532
414	160.13340745571992	0.8095605
415	246.17021180662869	0.8095605
416	290.12346955146785	0.8095605
417	141.95885189187797	0.8125422
418	185.0924202005721	0.8152282
419	136.0620090293136	0.8171377
420	268.1040710627253	0.8171377
421	138.05519091021333	0.8176084
422	162.06821996743503	0.8176084
423	166.07268911250387	0.82156456
424	328.12532012489635	0.82156456
425	143.0342613987144	0.8299187
426	247.9151550560916	0.8357264
427	206.10258740561903	0.8360384
428	132.10218486665698	0.8392298
429	180.1021744221392	0.8419123
430	198.1128106765103	0.8419123
431	198.18566011641883	0.8434815
432	215.1392536770619	0.8461253
433	121.0651606246578	0.84640837
434	138.09158832228076	0.84640837
435	162.14909435839832	0.8500311
436	259.16546218953164	0.8500311
437	183.078490605976	0.8525751
438	222.11265714755697	0.85820806
439	160.09714413902495	0.8663726
440	279.10758259659167	0.8663726
441	324.16533540020936	0.8663726
442	329.12069059956247	0.8663726
443	352.1965391364204	0.8663726
444	146.11776059960286	0.8756838
445	226.15527231273083	0.8775464
446	360.16522232683906	0.8828308
447	269.2114109642541	0.8890666
448	274.08567135792725	0.8911391
449	185.09245356186537	0.897539
450	272.1607182748927	0.897539
451	288.15544887853366	0.907739
452	236.9388124516725	0.9080201
453	322.05516812333184	0.914166
454	132.10220137394558	0.9178745
455	152.05698051433566	0.92062026
456	284.09904542801115	0.92062026
457	306.0810488500382	0.92331076
458	186.07627788410903	0.9239269
459	242.1388011726138	0.92421806
460	224.8990755864192	0.92563117
461	267.9020768236691	0.9315953
462	188.12839927637984	0.9324555
463	137.0461796016483	0.93926376
464	137.98754548326846	0.93926376
465	158.9617068472335	0.93926376
466	226.1552757440395	0.93926376
467	198.14922052715545	0.94074506
468	158.15433395783057	0.94441825
469	128.9511754453282	0.9477449
470	171.02668979313896	0.957324
471	193.008770953887	0.957324
472	225.1599965059892	0.957324
473	243.99073008440527	0.957324
474	247.9616178010968	0.957324
475	186.1492200619461	0.96567607
476	186.9565470575195	0.97239023
477	190.99334659771856	0.9805298
478	261.14491603262485	0.9821884
479	139.98252598743758	0.99477464
480	198.1129140571392	0.998855
481	138.05519947823896	1.0071028
482	144.13858000327008	1.0071028
483	195.11318405954376	1.0071028
484	260.1494595776096	1.0071028
485	170.08151800857013	1.007307
486	188.0920542408324	1.007307
487	215.1394527277693	1.007932
488	224.89906510313392	1.0102888
489	217.95984494680587	1.0206361
490	154.05027744387527	1.0252402
491	176.97222005778022	1.0276608
492	155.08174315421388	1.0449505
493	182.1179237181715	1.0480067
494	186.95652964296835	1.0625219
495	348.20195607492457	1.0643945
496	157.0974615059676	1.0657899
497	268.0816963939015	1.0719655
498	229.15494017227132	1.0760685
499	140.10716344620494	1.0803753
500	142.12288476520465	1.0803753
501	198.1492374881307	1.0803753
502	200.1644687706153	1.0803753
503	203.1835728605898	1.0803753
504	139.98254073791782	1.0938171
505	158.9615580867861	1.096523
506	175.08682349091842	1.096523
507	203.0815161756597	1.096523
508	221.0922385274612	1.096523
509	254.16127518721788	1.0988157
510	162.99843777977938	1.1035265
511	308.2697366347236	1.1046335
512	304.1757090366784	1.1101358
513	309.1310811887156	1.1101358
514	275.11041934453203	1.1191125
515	298.1863931645313	1.1191125
516	265.1049786898745	1.1193545
517	151.09678904526675	1.1403248
518	160.13345820033973	1.1436532
519	225.15992932749947	1.1457186
520	224.076262273059	1.1482425
521	252.0710907565892	1.1482425
522	182.029410101992	1.1486038
523	196.1546911342536	1.1488712
524	210.0242380168865	1.149657
525	150.05530057901515	1.1525041
526	159.0768000355277	1.1535184
527	188.12836621093413	1.1703413
528	260.149476627489	1.1703413
529	284.1343120561415	1.1707621
530	289.0896977552019	1.1707621
531	502.2508974554706	1.178533
532	261.0972818264183	1.1792516
533	296.134385975004	1.1792516
534	301.08972464517745	1.1792516
535	323.02442681108124	1.1792516
536	257.14971356932915	1.1867079
537	286.1284966448015	1.1867079
538	160.0760580256921	1.1877266
539	344.13433064311334	1.1963036
540	378.1759265380404	1.2048286
541	262.1651700570013	1.211416
542	163.0868684745687	1.2169528
543	216.1233325222425	1.2197306
544	227.9831170461352	1.220633
545	325.1395606612372	1.224743
546	219.08653919327924	1.2279867
547	174.14913968727703	1.2291476
548	245.09574244849563	1.2303429
549	202.1802739336765	1.2361137
550	430.711403471965	1.2387408
551	150.12797211390293	1.2442199
552	358.1711873238961	1.2442199
553	254.16129442270727	1.2453532
554	294.2177272065944	1.2465454
555	330.1761007499612	1.2535772
556	335.1312834699502	1.2535772
557	351.1053691481309	1.2535772
558	358.2071403610436	1.2535772
559	250.1780498453432	1.2571181
560	144.1384239842381	1.2603636
561	233.16500549556963	1.2603636
562	250.19145917993453	1.2603636
563	259.1654230289085	1.2603636
564	313.1757763797493	1.2603636
565	190.1077644761075	1.2642134
566	211.10806119998105	1.2642134
567	286.1400166281181	1.2642134
568	228.19617452210736	1.2665701
569	211.1441979717692	1.2684135
570	274.1649196341914	1.2684135
571	162.09154351387434	1.2846051
572	193.1338225352956	1.2846051
573	264.2070938422166	1.2846051
574	217.1550968169062	1.2898738
575	208.0818040375471	1.2903826
576	122.09676251383488	1.2927884
577	506.2234643716818	1.2927884
578	171.99319846458977	1.3010029
579	258.17035796490524	1.3010029
580	190.99325859793413	1.3057387
581	180.08837414371942	1.3069777
582	342.14111101597115	1.3069777
583	162.9984332412715	1.3140012
584	292.2020171537407	1.3176507
585	466.1922260170823	1.3176507
586	158.08158469154242	1.3211423
587	213.03716909901647	1.325824
588	216.1232064063344	1.3258569
589	306.2176687957072	1.3258569
590	313.1757673807377	1.3258569
591	200.0919837864336	1.3339235
592	254.13868029003737	1.3339235
593	256.1770987036323	1.3412818
594	464.2132216158955	1.3419005
595	622.3200844976568	1.3497692
596	122.09657814961174	1.3577837
597	150.09146139895606	1.3577837
598	151.07544404761703	1.3577837
599	182.11744098714368	1.3577837
600	183.1206695218922	1.3577837
601	399.204370683689	1.3577837
602	158.08134987950558	1.3657024
603	342.11575078674014	1.3657024
604	274.16479720644065	1.3736525
605	407.1527700033442	1.3748794
606	128.1435843523314	1.3816836
607	146.15401619848433	1.3816836
608	239.1753319610829	1.3816836
609	250.1913767246212	1.3816836
610	211.10789726987883	1.3821743
611	373.1604832168724	1.3821743
612	395.1424356914729	1.3821743
613	275.110411863378	1.3833106
614	168.1020796410846	1.3897272
615	174.11273357124068	1.3897272
616	234.1126484186944	1.3897272
617	284.90473605605433	1.3969983
618	215.10271236560445	1.3978502
619	254.1023360250928	1.3978502
620	336.1651290883613	1.3978502
621	264.20709574019844	1.4060271
622	166.08659433769196	1.4062856
623	289.1261412797376	1.4080292
624	347.13160789659685	1.4080292
625	370.2075477004278	1.4080292
626	120.08114586216828	1.4111094
627	262.0923907754651	1.4142333
628	169.09748061946635	1.4153031
629	139.98267915749076	1.4193473
630	168.13883920081096	1.4425457
631	322.2126463186874	1.456431
632	324.22803156048184	1.4583315
633	227.98313841871163	1.4585813
634	162.9984847766078	1.4606726
635	190.9933406971877	1.4606726
636	209.16512073957904	1.4648955
637	160.0973218920369	1.4687371
638	221.09239174087932	1.4819225
639	311.1854778501166	1.4854728
640	208.1335253050628	1.4904745
641	450.1975582255247	1.4904745
642	200.09217127816456	1.4924693
643	407.228922472403	1.4939333
644	318.19143092758765	1.5158055
645	227.1029357584085	1.5161161
646	166.08654694163357	1.5238597
647	198.11273431889475	1.5238597
648	274.0922861929242	1.5238597
649	159.0656109014708	1.5282679
650	290.2692102932781	1.5308058
651	177.05471635957932	1.5318804
652	322.2125501448204	1.5318804
653	336.22815139078534	1.5318804
654	142.0867392481963	1.5365115
655	368.0979703301618	1.5365115
656	372.186807141256	1.5365115
657	377.14216724968907	1.5365115
658	374.2021823358523	1.5381168
659	379.1574439290943	1.5381168
660	395.1314848601663	1.5381168
661	402.233313058656	1.5381168
662	220.11825377241	1.545393
663	242.0999390905264	1.5459183
664	212.14960246336508	1.5504375
665	195.1230462097893	1.5517305
666	209.1024523343772	1.5534052
667	217.104977119341	1.5545638
668	240.18067149468683	1.5545638
669	247.9150407651321	1.5546557
670	356.15522392312084	1.5561615
671	361.1106062894903	1.5561615
672	384.18638074135015	1.5561615
673	231.0843625667717	1.5672374
674	310.1501383632678	1.5707072
675	315.10559785531	1.5707072
676	198.14920950143005	1.5726697
677	474.1976588180135	1.5726697
678	272.16093490727724	1.5793821
679	492.1849804387443	1.5793821
680	158.08159139247562	1.5894156
681	316.1758015301217	1.589557
682	162.99841210085003	1.6091224
683	190.99327148486532	1.6091224
684	318.15533835543795	1.6142673
685	156.10237241311057	1.615159
686	158.11796240443124	1.615159
687	228.15987487655028	1.615159
688	230.1754684064352	1.615159
689	139.9825601718373	1.620143
690	220.11855077617705	1.6229193
691	405.2236312798849	1.6229193
692	167.07079644910826	1.6402755
693	237.1599363669853	1.6442739
694	487.2538187373609	1.648763
695	322.21278467175495	1.6495337
696	499.229079586687	1.6495337
697	513.2446202927671	1.6580108
698	233.14990123481024	1.6665108
699	200.16491348308904	1.6666919
700	182.1543903345145	1.6749564
701	290.2229274648136	1.6749564
702	228.1598646344788	1.6834399
703	312.14441124492714	1.6834399
704	466.1562118747752	1.6834399
705	471.1116201560643	1.6834399
706	147.0443767673539	1.7004564
707	379.0637436538312	1.7004564
708	139.98263361447667	1.7043148
709	247.14446565385973	1.7088709
710	137.987574822733	1.709872
711	162.99849867311724	1.7224758
712	190.99339015418747	1.724508
713	143.10692337081304	1.7253728
714	177.05476368415424	1.7334769
715	311.10625926339105	1.7334769
716	322.2125897881953	1.7334769
717	398.16557684644425	1.7334769
718	403.12119647025503	1.7334769
719	426.1973162512824	1.7334769
720	336.2281399189859	1.749656
721	434.2024011073321	1.749656
722	433.1689631210053	1.7517872
723	239.1492109850681	1.7549183
724	418.2284956217162	1.7549183
725	423.1841046143532	1.7549183
726	446.2601145769352	1.7549183
727	307.1026344954459	1.7577788
728	320.1707015956339	1.7577788
729	365.1445183999448	1.7577788
730	383.154791451422	1.7577788
731	405.1366438207662	1.7577788
732	427.0720495597341	1.7577788
733	428.2130895186223	1.7577788
734	178.12296317674156	1.7589829
735	192.1021940327026	1.7598121
736	474.1738284893795	1.7598121
737	494.2245046414194	1.7598121
738	496.15590957589626	1.7598121
739	516.20689682047	1.7598121
740	556.1521385944908	1.7598121
741	157.08630678914457	1.7659934
742	634.234365155967	1.769525
743	347.1318998208584	1.776339
744	142.12292791175418	1.7824849
745	312.144415918519	1.7824849
746	573.2886916470866	1.7849827
747	379.0637043502597	1.7989784
748	151.0758494231444	1.8020785
749	348.1657870831665	1.8020785
750	353.1211471558397	1.8020785
751	746.2355861443199	1.805285
752	147.0443032900825	1.8070639
753	163.03924216019618	1.8070639
754	365.1445926543978	1.8070639
755	400.1813373394626	1.8070639
756	405.1366662185205	1.8070639
757	427.0721958460568	1.8070639
758	428.213081341393	1.8070639
759	261.1315086372824	1.8104826
760	139.98274793441	1.8109031
761	242.13887019727588	1.8151762
762	307.102662580535	1.8151762
763	267.1704072551227	1.8220102
764	249.1601067463274	1.8234304
765	468.20820041023353	1.8234304
766	473.1634685259157	1.8234304
767	496.2393520993489	1.8234304
768	162.99864237973335	1.8329879
769	239.1491648655412	1.8340127
770	256.1757585886341	1.8422158
771	284.207067149329	1.8426143
772	190.9934424051249	1.863379
773	204.19607321639785	1.8735676
774	178.12330522747402	1.8802967
775	176.10722690379242	1.881605
776	193.1337346908497	1.881605
777	322.212774649405	1.881605
778	628.3077933057507	1.881605
779	642.3237212613824	1.881605
780	341.20727395391776	1.8841451
781	388.2187973875601	1.8890132
782	209.16506405626745	1.8896675
783	305.1497670485771	1.8896675
784	323.1966704152413	1.8930033
785	250.14433998033692	1.897784
786	188.0710289748781	1.9057214
787	205.09762824843563	1.9057214
788	370.1710662614764	1.906232
789	375.12633791127655	1.906232
790	467.21061517031546	1.9145402
791	293.18598721867386	1.919272
792	132.08108033431196	1.9224298
793	144.08106669340177	1.9224298
794	146.0604260993926	1.9224298
795	159.09199294906608	1.9224298
796	170.06040044294355	1.9224298
797	196.13358983047345	1.9224298
798	265.15490322106456	1.9305714
799	170.0563371497597	1.93518
800	250.11881000826577	1.93518
801	462.254751478249	1.9394264
802	490.2864025866317	1.9394264
803	307.1689680933302	1.9435962
804	448.1946163011729	1.948492
805	214.1079288910311	1.9570566
806	220.13360827228104	1.9643128
807	251.13930045285656	1.9726169
808	386.202345521268	1.9742501
809	391.15770822031686	1.9742501
810	176.1073342443097	1.9808584
811	207.14945510723047	1.9808584
812	147.04432728315342	1.9890897
813	198.11286661985383	1.9890897
814	374.1083054786962	1.9890897
815	379.06363932446993	1.9890897
816	442.0253188906349	1.9890897
817	466.15664935386127	1.9917792
818	177.0549820857549	1.9973251
819	279.17048491125524	1.9973251
820	265.1435933150278	1.9994631
821	312.89973944872264	2.0010903
822	514.2553326964846	2.0057
823	300.144661051296	2.0229561
824	139.9827134399656	2.031991
825	162.99854413543252	2.0410466
826	190.9934335961225	2.0410466
827	400.1585049847989	2.0524268
828	323.1967162677444	2.0550165
829	190.05025213097764	2.057483
830	337.2118214278444	2.057483
831	323.0737712447507	2.060994
832	283.17545971149127	2.0614727
833	300.2020980665109	2.0614727
834	337.1763489465377	2.0657747
835	546.2758839801722	2.0657747
836	355.2225757438832	2.0696855
837	351.1915577157906	2.0740538
838	364.1756241580389	2.0740538
839	420.1508309537812	2.078214
840	139.0392485528846	2.0801187
841	297.1551092730587	2.086668
842	158.0972853348121	2.0881002
843	234.1353332460286	2.0887284
844	265.1912843829745	2.090812
845	147.04439361719758	2.0914023
846	201.1601949266569	2.0990083
847	139.07566766477996	2.0992432
848	265.15515645526364	2.0992432
849	314.1814236229219	2.1013231
850	186.14947406662463	2.1035786
851	466.1714844799285	2.107641
852	506.28126841441946	2.113892
853	279.17068286525193	2.1159785
854	163.0394092553754	2.122343
855	450.1971813489658	2.122935
856	169.04993190281905	2.1326804
857	409.1613719196112	2.1378531
858	460.2390715507723	2.1378531
859	689.8549597229772	2.1378531
860	355.1026443642704	2.1411073
861	377.0845599442596	2.1411073
862	207.14962377073243	2.1495614
863	448.1821213811627	2.1495614
864	395.3630647234857	2.1554265
865	314.19644984075734	2.1580656
866	374.1084056799468	2.1665218
867	360.1288907824301	2.1677265
868	139.98257215934777	2.1735077
869	290.223001199038	2.174755
870	321.1812440118032	2.174755
871	585.2658295867931	2.174755
872	897.1876465210494	2.1765597
873	342.1767112869676	2.1815467
874	177.0549376498915	2.1829093
875	279.1705956507229	2.1829093
876	293.14984812847393	2.1829093
877	353.2074126232116	2.1829093
878	451.190204954909	2.1829093
879	147.0442970288847	2.1843114
880	190.99342925953107	2.185671
881	286.21282051912925	2.1902652
